form	lemma	POS	morph
ངུ་	ངུ་	NO_POS
འི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
བཞི་	བཞི་	NUM
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ཁ་དོག་	ཁ་དོག་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ས་གཞི་	ས་གཞི་	NOUN
ཙནྡན་	ཙནྡན་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དཀར་པོ་	དཀར་པོ་	ADJ
ས་	གིས་	PART
བྱུགས་པ་	བྱུགས་པ་	VERB
ས་	གིས་	PART
ནི་	ནི་	NO_POS
ནད་	ནད་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བཞི་པ་	བཞི་པ་	ADJ
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
།		PUNCT
དུར་ཁྲོད་	དུར་ཁྲོད་	NOUN
ཀྱི་	གི་	PART
སོལ་བ་	སོལ་བ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ནག་པོ་	ནག་པོ་	ADJ
ས་	གིས་	PART
བྱུགས་པ་	བྱུགས་པ་	VERB
ས་	གིས་	PART
གསོད་པ་	གསོད་པ་	VERB
འགྲུབ་	འགྲུབ་	VERB
།		PUNCT
དུར་ཁྲོད་	དུར་ཁྲོད་	NOUN
ཀྱི་	གི་	PART
སོ་ཕག་	སོ་ཕག་	NO_POS
དང་	དང་	NO_POS
ཙནྡན་	ཙནྡན་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
བྱུགས་པ་	བྱུགས་པ་	VERB
ས་	གིས་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
།		PUNCT
སེར་པོ་	སེར་པོ་	ADJ
སྟེ་	སྟེ་	PART
ལྡོང་རོས་	ལྡོང་རོས་	NOUN
དང་བ་	དང་བ་	NOUN
བླ་	བླ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
བྱུགས་པ་	བྱུགས་པ་	VERB
ས་	གིས་	PART
བསྒྲུབ་བྱ་	བསྒྲུབ་བྱ་	VERB
འི་	གི་	PART
དམག་	དམག་	NOUN
གི་	གི་	PART
དཔུང་	དཔུང་	NOUN
གནོན་པ་	གནོན་པ་	VERB
ར་	ལ་	PART
འགྲུབ་	འགྲུབ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
ཏེ་	སྟེ་	PART
རྒྱུད་	རྒྱུད་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
ངེས་	ངེས་	VERB
ཤིང་	ཅིང་	PART
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
མི་	མི་	PART
ཟ་བ་	ཟ་བ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
སེར་པོ་	སེར་པོ་	ADJ
ས་	གིས་	PART
གཞན་	གཞན་	DET
གྱི་	གི་	PART
དཔུང་	དཔུང་	NOUN
གནོན་པ་	གནོན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གྲུ་	གྲུ་	NOUN
དང་	དང་	NO_POS
འཕྲུལ་འཁོར་	འཕྲུལ་འཁོར་	NOUN
དང་	དང་	NO_POS
གླང་པོ་	གླང་པོ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཡང་	ཀྱང་	PART
གནོན་	གནོན་	VERB
ཅིང་	ཅིང་	PART
འགུལ་	འགུལ་	NO_POS
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
སྔ་	སྔ་	NOUN
བསད་པ་	བསད་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཚ་	ཚ་	VERB
བཅད་པ་	བཅད་པ་	VERB
དེ་	དེ་	DET
རྗེས་སུ་	རྗེས་སུ་	OTHER
གཟུང་བ་	གཟུང་བ་	VERB
ནི་	ནི་	NO_POS
དཀར་པོ་	དཀར་པོ་	ADJ
ཞེས་་	ཞེས་པ་	PART
རང་	རང་	PRON
གི་	གི་	PART
ལག་པ་	ལག་པ་	NOUN
གཡོན་པ་	གཡོན་པ་	ADJ
འི་	གི་	PART
མཐིལ་	མཐིལ་	NOUN
ལ་	ལ་	ADP
ཙནྡན་	ཙནྡན་	NOUN
དཀར་པོ་	དཀར་པོ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
ག་པུར་	ག་པུར་	NO_POS
དང་	དང་	NO_POS
གུར་གུམ་	གུར་གུམ་	NO_POS
དང་	དང་	NO_POS
གི་ཝང་	གི་ཝང་	NO_POS
གིས་	གིས་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བྲིས་	བྲིས་	VERB
ཏེ་	སྟེ་	PART
རབ་གནས་	རབ་གནས་	NOUN
བྱ་	བྱ་	VERB
ན་	ནས་	PART
།		PUNCT
སྔགས་	སྔགས་	NOUN
ཟློས་	ཟློས་	VERB
ཤིང་	ཅིང་	PART
བསྒྲུབ་བྱ་	བསྒྲུབ་བྱ་	VERB
འི་	གི་	PART
ལུས་	ལུས་	NOUN
ལ་	ལ་	ADP
ལག་པ་	ལག་པ་	NOUN
གཡོན་པ་	གཡོན་པ་	ADJ
ས་	གིས་	PART
རེག་	རེག་	VERB
ན་	ན་	ADP
བསམས་པ་	བསམས་པ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
འཆི་བ་	འཆི་བ་	VERB
བསླང་བ་	བསླང་བ་	VERB
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྦྲུལ་	སྦྲུལ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
སྟེ་	སྟེ་	PART
དུག་སྦྲུལ་	དུག་སྦྲུལ་	NOUN
བརྒྱ་	བརྒྱ་	NUM
ས་	གིས་	PART
ཟིན་	ཟིན་	VERB
ན་	ནས་	PART
འཆི་བ་	འཆི་བ་	VERB
ཡང་	ཀྱང་	PART
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
བསླང་བ་	བསླང་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
།།		PUNCT
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
དུག་	དུག་	NOUN
གིས་	གིས་	PART
བརྒྱལ་བ་	བརྒྱལ་བ་	VERB
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
དེ་དག་	དེ་དག་	OTHER
ཀྱང་	ཀྱང་	PART
བསལ་བ་	བསལ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
ཏེ་	སྟེ་	PART
༑ ༑		PUNCT
ལག་པ་	ལག་པ་	NOUN
ས་	གིས་	PART
རེག་པ་	རེག་པ་	VERB
དང་	དང་	NO_POS
སྔགས་	སྔགས་	NOUN
བཟླས་	བཟླས་	NO_POS
ན་	ན་	ADP
དུག་	དུག་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཟད་པ་		
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
༑		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
རིམས་	རིམས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཞི་བ་	ཞི་བ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
དྲན་པ་	དྲན་པ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
སེལ་བ་	སེལ་བ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
ཅིང་	ཅིང་	PART
གྲིབ་མ་	གྲིབ་མ་	NOUN
ཡང་	ཀྱང་	PART
མི་	མི་	PART
འགོམ་	འགོམ་	NO_POS
ན་	ན་	ADP
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
ལག་པ་	ལག་པ་	NOUN
མཐོང་བ་	མཐོང་བ་	VERB
ས་	གིས་	PART
དེ་དག་	དེ་དག་	OTHER
འཇིགས་པ་	འཇིགས་པ་	VERB
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ལྟ་ཅི་	ལྟ་ཅི་	NO_POS
སྨོས་	སྨོས་	VERB
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
དོན་	དོན་	NOUN
ཏོ་	གོ་	PART
"།

།"		PUNCT
རྒྱན་པོ་	རྒྱན་པོ་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
བསྙེན་པ་	བསྙེན་པ་	VERB
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ས་	གིས་	PART
རྒྱན་པོ་	རྒྱན་པོ་	OTHER
ར་	ལ་	PART
ཞེས་་	ཞེས་པ་	PART
ལག་པ་	ལག་པ་	NOUN
གཡོན་པ་	གཡོན་པ་	ADJ
འི་	གི་	PART
མཐིལ་	མཐིལ་	NOUN
ལ་	ལ་	ADP
ཙནྡན་	ཙནྡན་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
འདི་	འདི་	DET
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ལ་	ལ་	ADP
སྔགས་	སྔགས་	NOUN
སྤེལ་ཚིག་	སྤེལ་ཚིག་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བྲིས་	བྲིས་	VERB
ཏེ་	སྟེ་	PART
རབ་གནས་	རབ་གནས་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ལག་པ་	ལག་པ་	NOUN
ཁུ་ཚུར་	ཁུ་ཚུར་	NOUN
བཅངས་	བཅངས་	NO_POS
ན་	ནས་	PART
སྦར་བ་	སྦར་བ་	VERB
མ་	མ་	PART
ཕྱཻ་		NON_WORD
བ་	བ་	NOUN
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
ཡིད་	ཡིད་	NOUN
ལ་	ལ་	ADP
ཟློས་	ཟློས་	VERB
ཤིང་	ཅིང་	PART
ལག་པ་	ལག་པ་	NOUN
གཡས་པ་	གཡས་པ་	VERB
ས་	གིས་	PART
ཤོ་	ཤོ་	NOUN
བཏབ་	བཏབ་	VERB
ན་	ན་	ADP
།		PUNCT
ཇི་སྲིད་	ཇི་སྲིད་	PRON
ལག་པ་	ལག་པ་	NOUN
གཡོན་པ་	གཡོན་པ་	ADJ
འི་	གི་	PART
ཁུ་ཚུར་	ཁུ་ཚུར་	NOUN
མ་	མ་	PART
བཀྲོལ་བ་	བཀྲོལ་བ་	NO_POS
འི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
རེངས་པ་	རེངས་པ་	VERB
འམ་	གམ་	PART
༑		PUNCT
བྱ་བ་	བྱ་བ་	VERB
སྟེ་	སྟེ་	PART
རྫ་	རྫ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
རྙེད་པ་	རྙེད་པ་	VERB
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
དགྲ་	དགྲ་	NOUN
འི་	གི་	PART
གཡུལ་ལས་	གཡུལ་ལས་	OTHER
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
ལག་པ་	ལག་པ་	NOUN
གཡོན་པ་	གཡོན་པ་	ADJ
ལ་	ལ་	ADP
ཡུང་བ་	ཡུང་བ་	NOUN
འམ་	གམ་	PART
བ་བླ་	བ་བླ་	NO_POS
ས་	གིས་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
སྤེལ་ཚིག་	སྤེལ་ཚིག་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བྲིས་	བྲིས་	VERB
ལ་	ལ་	ADP
རབ་གནས་	རབ་གནས་	NOUN
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
སྔགས་	སྔགས་	NOUN
ཟློས་	ཟློས་	VERB
ཤིང་ཁུ་	ཤིང་ཁུ་	NO_POS
ཚུ་		
བཅངས་	བཅངས་	NO_POS
ན་	ནས་	PART
གཡུལ་	གཡུལ་	NOUN
དུ་	ལ་	PART
ཞུགས་	ཞུགས་	VERB
ན་	ན་	ADP
དགྲ་	དགྲ་	NOUN
འི་	གི་	PART
ལག་	ལག་	NOUN
ན་	ན་	ADP
མཚོན་ཆ་	མཚོན་ཆ་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
འཕྱར་བ་	འཕྱར་བ་	VERB
ཡང་	ཀྱང་	PART
༑		PUNCT
ཇི་སྲིད་	ཇི་སྲིད་	PRON
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
ཁུ་ཚུར་	ཁུ་ཚུར་	NOUN
མ་	མ་	PART
བཀྲོལ་	བཀྲོལ་	VERB
གྱི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
ཕ་རོལ་པོ་	ཕ་རོལ་པོ་	NOUN
འི་	གི་	PART
ལག་	ལག་	NOUN
གིས་	གིས་	PART
མཚོན་ཆ་	མཚོན་ཆ་	NOUN
གཏོང་བ་	གཏོང་བ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
ནུས་	ནུས་	VERB
སོ་	སོ་	PART
། །		PUNCT
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
འདི་	འདི་	DET
འི་	གི་	PART
ཕན་ཡོན་	ཕན་ཡོན་	NOUN
མང་པོ་	མང་པོ་	ADJ
བརྗོད་	བརྗོད་	VERB
མི་	མི་	PART
དགོས་	དགོས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
ནི་	ནི་	NO_POS
མདོ་	མདོ་	NOUN
ར་	ལ་	PART
དྲིལ་	དྲིལ་	VERB
ན་	ན་	ADP
སྒྲུབ་པ་པོ་	སྒྲུབ་པ་པོ་	VERB
ཡིད་	ཡིད་	NOUN
ལ་	ལ་	ADP
ཅི་	ཅི་	NO_POS
དང་	དང་	NO_POS
ཅི་	ཅི་	NO_POS
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ནི་	ནི་	NO_POS
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
བཟླས་པ་	བཟླས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ཇི་ལྟ་བ་	ཇི་ལྟ་བ་	ADJ
བཞིན་	བཞིན་	NOUN
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
དོ་	གོ་	PART
། །		PUNCT
བཤད་པ་	བཤད་པ་	VERB
འི་	གི་	PART
རྣམ་	རྣམ་	NOUN
གྲངས་	གྲངས་	NOUN
གཞན་	གཞན་	DET
ནི་	ནི་	NO_POS
ཡང་ན་	ཡང་ན་	NO_POS
གཞན་	གཞན་	DET
དང་	དང་	NO_POS
རྩོད་པ་	རྩོད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཤགས་	ཤགས་	NOUN
བྱེད་པ་	བྱེད་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
ཇི་བཞིན་	ཇི་བཞིན་	OTHER
ཉིད་	ཉིད་	DET
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
ཤིང་	ཅིང་	PART
གི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མེ་ཏོག་	མེ་ཏོག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འདབ་མ་	འདབ་མ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སོ་རྩི་	སོ་རྩི་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
ཟ་	ཟ་	NOUN
གཞན་	གཞན་	DET
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
རང་ཉིད་	རང་ཉིད་	OTHER
འདོད་	འདོད་	VERB
ན་	ན་	ADP
ཐོད་པ་	ཐོད་པ་	NOUN
གཅིག་	གཅིག་	NUM
གི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
རྟ་	རྟ་	NOUN
བག་ཙམ་	བག་ཙམ་	OTHER
ཞིག་	ཅིག་	PART
བཞག་	བཞག་	VERB
ལ་	ལ་	ADP
༑		PUNCT
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
དང་པོ་	དང་པོ་	ADJ
སྟེ་	སྟེ་	PART
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
གང་ཟག་	གང་ཟག་	NOUN
རབ་	རབ་	ADV
ཀྱིས་	གིས་	PART
རང་	རང་	PRON
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ས་	གིས་	PART
རང་འདོད་པ་	རང་འདོད་པ་	NOUN
དེ་དག་	དེ་དག་	OTHER
འོང་བ་	འོང་བ་	VERB
ར་	ལ་	PART
བསམས་	བསམས་	VERB
ན་	ན་	ADP
ཡང་	ཀྱང་	PART
བསམ་གཏན་	བསམ་གཏན་	NOUN
གྱིས་	གིས་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཉིས་པ་	གཉིས་པ་	NUM
ནི་	ནི་	NO_POS
གང་ཟག་	གང་ཟག་	NOUN
འབྲིང་	འབྲིང་	NOUN
གིས་	གིས་	PART
ནུས་པ་	ནུས་པ་	VERB
སྟེ་	སྟེ་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
བཟླས་པ་	བཟླས་པ་	VERB
བྱས་པ་	བྱས་པ་	VERB
ས་	གིས་	PART
སོ་	སོ་	PART
། །		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
དག་	དག་	DET
ནི་	ནི་	NO_POS
གང་ཟག་	གང་ཟག་	NOUN
དབང་པོ་	དབང་པོ་	NOUN
ཐ་མ་	ཐ་མ་	ADJ
ས་	གིས་	PART
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
ཉིད་	ཉིད་	DET
དེ་	དེ་	DET
འཕྲུལ་འཁོར་	འཕྲུལ་འཁོར་	NOUN
སྤེལ་ཚིག་	སྤེལ་ཚིག་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བཟླས་པ་	བཟླས་པ་	VERB
འོ་	གོ་	PART
"།

།"		PUNCT
གང་ཟག་	གང་ཟག་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
ས་	གིས་	PART
ནི་	ནི་	NO_POS
དམིགས་པ་	དམིགས་པ་	VERB
མེད་	མེད་	VERB
ནི་	ནི་	NO_POS
གཅིག་	གཅིག་	NUM
གམ་	གམ་	PART
གཉིས་	གཉིས་	NUM
སམ་	གམ་	PART
གསུམ་	གསུམ་	NUM
གྱིས་	གིས་	PART
ངེས་པ་	ངེས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
སྔགས་	སྔགས་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་	བདུན་	NUM
བཟླས་པ་	བཟླས་པ་	VERB
ས་	གིས་	PART
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
བསྙེན་པ་	བསྙེན་པ་	VERB
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ས་	གིས་	PART
ས་གཞི་	ས་གཞི་	NOUN
ལ་	ལ་	ADP
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
ཀྱིས་	གིས་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
ར་	ལ་	PART
བསམས་	བསམས་	VERB
ཏེ་	སྟེ་	PART
སྔགས་	སྔགས་	NOUN
བཟླས་	བཟླས་	NO_POS
ན་	ན་	ADP
ས་གཞི་	ས་གཞི་	NOUN
ཤིང་	ཅིང་	PART
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འགྲོ་བ་	འགྲོ་བ་	VERB
ར་	ལ་	PART
ནུས་པ་	ནུས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མནན་	མནན་	VERB
ན་	ན་	ADP
ནེམ་	ནེམ་	NO_POS
བྱེད་པ་	བྱེད་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
བསྙེན་པ་	བསྙེན་པ་	VERB
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ས་	གིས་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
བཟླས་	བཟླས་	NO_POS
ཤིང་	ཅིང་	PART
།		PUNCT
སྔགས་	སྔགས་	NOUN
ཀྱི་	གི་	PART
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
ཀྱིས་	གིས་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཁེབས་པ་	ཁེབས་པ་	VERB
ར་	ལ་	PART
བསམས་	བསམས་	VERB
ན་	ན་	ADP
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
སྐ་རགས་	སྐ་རགས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
མི་	མི་	PART
འབྱིང་བ་	འབྱིང་བ་	NO_POS
འམ་	གམ་	PART
ལམ་	གམ་	PART
བྲེང་	བྲེང་	VERB
གིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
འབྱུང་	འབྱུང་	VERB
སྟེ་	སྟེ་	PART
ལམ་	གམ་	PART
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
ནུས་པ་	ནུས་པ་	VERB
