form	lemma	POS	morph
དཀར་ཆག་	དཀར་ཆག་	NOUN
སྦྱིན་སྲེག་	སྦྱིན་སྲེག་	NOUN
		
མར་མེ་	མར་མེ་	NOUN
འི་	གི་	PART
སྦྱིན་སྲེག་	སྦྱིན་སྲེག་	NOUN
		
པྲ་སེ་ན་	པྲ་སེ་ན་	NO_POS
དབབ་པ་	དབབ་པ་	VERB
།		PUNCT
		
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
མོ་	མོ་	PRON
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
ཚངས་པ་	ཚངས་པ་	PROPN
འི་	གི་	PART
བུ་མོ་	བུ་མོ་	NOUN
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
པདྨ་པ་	པདྨ་པ་	NOUN
ཏིའི་		NON_WORD
མན་ངག་	མན་ངག་	NOUN
		
ཁོལ་མོ་པ་	ཁོལ་མོ་པ་	NOUN
ཏིའི་		NON_WORD
མན་ངག་	མན་ངག་	NOUN
		
སྨ་	སྨ་	ADJ
ས་	གིས་	PART
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
བཅུད་ལེན་	བཅུད་ལེན་	NOUN
།		PUNCT
		
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
འི་	གི་	PART
གདམས་པ་	གདམས་པ་	VERB
།		PUNCT
		
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
ལྔ་	ལྔ་	NUM
ཞལ་ཤེས་	ཞལ་ཤེས་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
།		PUNCT
		
རྩ་དབུ་མ་	རྩ་དབུ་མ་	NO_POS
འི་	གི་	PART
ཁྲིད་ཡིག་	ཁྲིད་ཡིག་	NOUN
		
གང་	གང་	NO_POS
གི་	གི་	PART
ཡིག་	ཡིག་	NOUN
སྐོར་	སྐོར་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
སྡོམ་	སྡོམ་	NOUN
།		PUNCT
		
ངེས་བརྗོད་	ངེས་བརྗོད་	PROPN
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
འཁྲུལ་	འཁྲུལ་	NO_POS
འཁོར་	འཁོར་	NOUN
བྲི་	བྲི་	NO_POS
ཐབས་	ཐབས་	NOUN
།		PUNCT
		
བཤད་	བཤད་	VERB
ཐབས་	ཐབས་	NOUN
ཀྱི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
ཀུན་སྤྱོད་	ཀུན་སྤྱོད་	NOUN
ཀྱི་	གི་	PART
བསྡུས་དོན་	བསྡུས་དོན་	NOUN
།		PUNCT
		
ཀུན་	ཀུན་	DET
བྱེད་	བྱེད་	VERB
རྒྱུད་	རྒྱུད་	NOUN
ཀྱི་	གི་	PART
གསལ་བྱེད་	གསལ་བྱེད་	NOUN
།		PUNCT
		
ཀུ་རུ་	ཀུ་རུ་	NO_POS
ཀུལླེའི་		NON_WORD
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
ཚོགས་བདག་	ཚོགས་བདག་	PROPN
གི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
དགྲ་ནག་	དགྲ་ནག་	PROPN
གི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
འཇིགས་བྱེད་	འཇིགས་བྱེད་	OTHER
ཀྱི་	གི་	PART
བཀོད་པ་	བཀོད་པ་	VERB
།		PUNCT
		
ཡང་	ཀྱང་	PART
དེ་	དེ་	DET
ལ་	ལ་	ADP
བཀོད་པ་	བཀོད་པ་	VERB
།		PUNCT
		
བདུད་རྩི་	བདུད་རྩི་	NOUN
འཁྱིལ་བ་	འཁྱིལ་བ་	NO_POS
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སྦྱོར་	སྦྱོར་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
།		PUNCT
		
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
ཉི་	ཉི་	NUM
ར་	ལ་	PART
ཞི་	ཞི་	VERB
མཚན་	མཚན་	NOUN
ཁྲོ་	ཁྲོ་	VERB
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
འི་	གི་	PART
ཆོས་འཁོར་	ཆོས་འཁོར་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སྤྱི་	སྤྱི་	DET
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
སོ་སོ་	སོ་སོ་	PRON
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
བསྟོད་པ་	བསྟོད་པ་	VERB
འདོན་	འདོན་	VERB
ཐབས་	ཐབས་	NOUN
ཀྱི་	གི་	PART
བརྗེད་བྱང་	བརྗེད་བྱང་	OTHER
།		PUNCT
		
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
ཉི་མ་	ཉི་མ་	NOUN
སྦས་པ་	སྦས་པ་	VERB
ས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
རྒྱ་	རྒྱ་	NOUN
གཞུང་ལས་	གཞུང་ལས་	NO_POS
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
བསྡུས་དོན་	བསྡུས་དོན་	NOUN
།		PUNCT
		
དབང་	དབང་	NOUN
བསྐུར་བ་	བསྐུར་བ་	VERB
འི་	གི་	PART
ས་བཅད་	ས་བཅད་	NOUN
།		PUNCT
		
དབང་	དབང་	NOUN
བསྐུར་བ་	བསྐུར་བ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
		
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
ལུས་	ལུས་	NOUN
དཀྱིལ་	དཀྱིལ་	NOUN
གྱི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
ཕྱག་མཚན་	ཕྱག་མཚན་	NOUN
ཉེ་	ཉེ་	NUM
གཅིག་	གཅིག་	NUM
གི་	གི་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
འི་	གི་	PART
ས་བཅད་	ས་བཅད་	NOUN
།		PUNCT
		
བསྟོད་པ་	བསྟོད་པ་	VERB
འི་	གི་	PART
རྣམ་བཤད་	རྣམ་བཤད་	NOUN
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
།		PUNCT
		
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
དྲུག་པ་	དྲུག་པ་	NUM
།		PUNCT
		
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
འི་	གི་	PART
གསོལ་འདེབས་	གསོལ་འདེབས་	NOUN
མཎྜལ་		NON_WORD
བཞི་པ་	བཞི་པ་	ADJ
།		PUNCT
		
རྗེ་བཙུན་པ་	རྗེ་བཙུན་པ་	NOUN
འི་	གི་	PART
མནལ་ལམ་	མནལ་ལམ་	NOUN
།		PUNCT
		
གསང་སྔགས་	གསང་སྔགས་	NOUN
ནང་	ནང་	NOUN
གི་	གི་	PART
ལྷུང་བཟེད་	ལྷུང་བཟེད་	NOUN
བརྟན་པ་	བརྟན་པ་	VERB
།		PUNCT
		
ག་	ག་	PRON
རིང་	རིང་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	ADP
རྩི་	རྩི་	NOUN
བསྡུ་	བསྡུ་	VERB
ར་	ལ་	PART
དུ་	ལ་	PART
བཏང་བ་	བཏང་བ་	VERB
འི་	གི་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
		
