form	lemma	POS	morph
ཚེ་	ཚེ་	NOUN
ཁྲོ་གཉེར་	ཁྲོ་གཉེར་	NO_POS
ཅན་	ཅན་	PART
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
རྒྱལ་མོ་	རྒྱལ་མོ་	OTHER
འི་	གི་	PART
རིགས་	རིགས་	NOUN
ཀྱི་	གི་	PART
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
རྒྱལ་མོ་	རྒྱལ་མོ་	OTHER
གྲངས་མེད་	གྲངས་མེད་	NOUN
ཚད་	ཚད་	NOUN
མེད་པ་	མེད་པ་	VERB
ས་	གིས་	PART
བསྐོར་བ་	བསྐོར་བ་	VERB
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
༴		PUNCT
ལྕང་ལོ་	ལྕང་ལོ་	NO_POS
ཅན་	ཅན་	PART
གྱི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
ན་	ནས་	PART
མཐུ་སྟོབས་	མཐུ་སྟོབས་	NOUN
ཀྱི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
དཔལ་	དཔལ་	OTHER
ཕྱག་	ཕྱག་	NOUN
ན་	ན་	ADP
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ལ་	ལ་	ADP
།		PUNCT
རབ་ཏུ་	རབ་ཏུ་	NO_POS
གྲུབ་པ་	གྲུབ་པ་	VERB
དང་	དང་	NO_POS
༑		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རལ་པ་	རལ་པ་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
བདུན་	བདུན་	NUM
།		PUNCT
བདུད་རྩི་	བདུད་རྩི་	NOUN
ཐབས་	ཐབས་	NOUN
སྦྱོར་	སྦྱོར་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
དམ་པ་	དམ་པ་	VERB
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
སྟོབས་པོ་	སྟོབས་པོ་	NOUN
ཆེ་	ཆེ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྣམ་	རྣམ་	NOUN
འཇོམས་	འཇོམས་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྙིང་པོ་	སྙིང་པོ་	NOUN
མཆོག་	མཆོག་	ADJ
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
ལག་བཟང་	ལག་བཟང་	PROPN
དང་	དང་	NO_POS
།		PUNCT
ལག་	ལག་	NOUN
མྱུར་	མྱུར་	VERB
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
སྡེ་	སྡེ་	NOUN
།		PUNCT
རྩེ་མོ་	རྩེ་མོ་	NOUN
ཅན་	ཅན་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གོ་	གོ་	NOUN
།		PUNCT
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བདུད་རྩི་	བདུད་རྩི་	NOUN
འཁྱིལ་བ་	འཁྱིལ་བ་	NO_POS
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
བློ་གྲོས་	བློ་གྲོས་	NOUN
མ་ལ་	མ་ལ་	INTJ
སོགས་	སོགས་	DET
ཏེ་	སྟེ་	PART
ཕོ་ཉ་	ཕོ་ཉ་	NOUN
ཆེན་	ཆེན་	NO_POS
མོ་	མོ་	PRON
བཅུ་	བཅུ་	NUM
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ལྟེ་བ་	ལྟེ་བ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
བརྒྱད་	བརྒྱད་	NUM
ཧྲེ༷བས་		NON_WORD
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
ཕྱག་བརྙན་	ཕྱག་བརྙན་	NO_POS
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
རྩ་	རྩ་	NUM
བཞི་	བཞི་	NUM
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ལུ་གུ་	ལུ་གུ་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
།		PUNCT
གཏུན་ཤིང་	གཏུན་ཤིང་	NO_POS
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
རིགས་	རིགས་	NOUN
ཀྱི་	གི་	PART
ཕོ་ཉ་	ཕོ་ཉ་	NOUN
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཚད་	ཚད་	NOUN
མེད་	མེད་	VERB
གྲངས་མེད་པ་	གྲངས་མེད་པ་	NOUN
ས་	གིས་	PART
བསྐོར་བ་	བསྐོར་བ་	VERB
འི་	གི་	PART
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
ཕྱག་	ཕྱག་	NOUN
ན་	ན་	ADP
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
༴		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
གསུམ་	གསུམ་	NUM
སྣང་	སྣང་	VERB
།		PUNCT
གཙུག་ཏོར་	གཙུག་ཏོར་	PROPN
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ས་	གིས་	PART
སྒྱུར་བ་	སྒྱུར་བ་	VERB
༑		PUNCT
མི་	མི་	PART
གཡོ་	གཡོ་	VERB
མགོན་པོ་	མགོན་པོ་	NOUN
།		PUNCT
བགེགས་	བགེགས་	NOUN
ཀྱི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
།		PUNCT
སྤྲིན་	སྤྲིན་	NOUN
གྱི་	གི་	PART
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
མཆུ་	མཆུ་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
རིག་	རིག་	VERB
སྔགས་	སྔགས་	NOUN
ཀྱི་	གི་	PART
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
བཀའ་	བཀའ་	NOUN
༴		PUNCT
འཕགས་མ་	འཕགས་མ་	OTHER
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
རྒྱལ་མོ་	རྒྱལ་མོ་	OTHER
སོ་སོ་	སོ་སོ་	PRON
འབྲང་	འབྲང་	VERB
མ་	མ་	PART
དང་	དང་	NO_POS
།		PUNCT
རྨ་བྱ་ཆེན་མོ་	རྨ་བྱ་ཆེན་མོ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལྔ་	ལྔ་	NUM
།		PUNCT
གཙུག་ཏོར་	གཙུག་ཏོར་	PROPN
ན་	ནས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
གདུགས་དཀར་	གདུགས་དཀར་	NO_POS
མོ་	མོ་	PRON
ཅན་	ཅན་	PART
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྒྱལ་མ་	རྒྱལ་མ་	OTHER
།		PUNCT
ཕྱིར་བཟློག་པ་	ཕྱིར་བཟློག་པ་	NO_POS
ཆེན་	ཆེན་	NO_POS
མོ་	མོ་	PRON
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
མི་	མི་	PART
ཐུབ་པ་	ཐུབ་པ་	VERB
རི་ཁྲོད་	རི་ཁྲོད་	NOUN
མ་ལོ་	མ་ལོ་	NO_POS
མ་	མ་	PART
ཅན་	ཅན་	PART
།		PUNCT
གཟའ་	གཟའ་	NOUN
ཡུམ་	ཡུམ་	NOUN
།		PUNCT
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
རྩེ་མོ་	རྩེ་མོ་	NOUN
འི་	གི་	PART
དཔུང་རྒྱན་	དཔུང་རྒྱན་	PROPN
མ་ལ་	མ་ལ་	INTJ
སོགས་	སོགས་	DET
ཏེ་	སྟེ་	PART
གཟུངས་སྔགས་	གཟུངས་སྔགས་	OTHER
ཀྱི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
བཀའ་	བཀའ་	NOUN
༴		PUNCT
ཆོས་སྐྱོང་བ་	ཆོས་སྐྱོང་བ་	NOUN
འི་	གི་	PART
སྲུང་མ་	སྲུང་མ་	NOUN
།		PUNCT
ཡུལ་	ཡུལ་	NOUN
ཉེ་	ཉེ་	NUM
བཞི་	བཞི་	NUM
འམ་	གམ་	PART
སུམ་ཅུ་རྩ་གཉིས་	སུམ་ཅུ་རྩ་གཉིས་	NO_POS
ན་	ན་	ADP
བཞུགས་པ་	བཞུགས་པ་	VERB
འི་	གི་	PART
རིགས་	རིགས་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
བཀའ་འཁོར་	བཀའ་འཁོར་	NO_POS
ན་	ན་	ADP
བཞུགས་པ་	བཞུགས་པ་	VERB
འི་	གི་	PART
གསང་སྔགས་	གསང་སྔགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རིག་	རིག་	VERB
སྔགས་	སྔགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་	དང་	NO_POS
ཞིང་ལས་	ཞིང་ལས་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
བཀའ་	བཀའ་	NOUN
༴		PUNCT
ཆོས་སྐྱོང་	ཆོས་སྐྱོང་	NOUN
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
གཙོ་བོ་	གཙོ་བོ་	ADJ
དཔལ་	དཔལ་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ནག་པོ་	ནག་པོ་	ADJ
ཆེན་པོ་	ཆེན་པོ་	ADJ
གུ་	གུ་	NOUN
གྱི་	གི་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
ལྕམ་དྲལ་	ལྕམ་དྲལ་	NOUN
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
༑		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
འབར་བ་	འབར་བ་	VERB
འི་	གི་	PART
གདོང་	གདོང་	NOUN
ཅན་	ཅན་	PART
འཁོར་	འཁོར་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
༴		PUNCT
སྒོ་	སྒོ་	ADV
ཀྱི་	གི་	PART
ཆོས་སྐྱོང་	ཆོས་སྐྱོང་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
མཧཱ་ཀཱ་ལ་	མཧཱ་ཀཱ་ལ་	NO_POS
ཞལ་	ཞལ་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
ཡུམ་	ཡུམ་	NOUN
ཆེན་	ཆེན་	NO_POS
སྲིང་མོ་	སྲིང་མོ་	NOUN
བཞི་	བཞི་	NUM
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
༑		PUNCT
མ་མོ་	མ་མོ་	NOUN
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
གཙོ་	གཙོ་	NOUN
མོ་	མོ་	PRON
།		PUNCT
དཀར་མོ་	དཀར་མོ་	ADJ
ཉི་ཟླ་	ཉི་ཟླ་	NOUN
འི་	གི་	PART
ཐོད་ཕྲེང་	ཐོད་ཕྲེང་	NO_POS
ཅན་	ཅན་	PART
།		PUNCT
སྲོག་	སྲོག་	NOUN
བདག་	བདག་	PRON
བདུད་	བདུད་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཐོད་པ་	ཐོད་པ་	NOUN
འི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
ཅན་	ཅན་	PART
འཁོར་	འཁོར་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
༴		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
མཧཱ་	མཧཱ་	NO_POS
དེ་ཝ་	དེ་ཝ་	X
ལ་སོགས་	ལ་སོགས་	NO_POS
ལྷ་ཆེན་པོ་	ལྷ་ཆེན་པོ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
ཉི་མ་	ཉི་མ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
གཟའ་	གཟའ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
དབང་	དབང་	NOUN
བདག་	བདག་	PRON
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
ཕྱོགས་སྐྱོང་	ཕྱོགས་སྐྱོང་	NO_POS
བཅུ་	བཅུ་	NUM
།		PUNCT
མཧཱ་	མཧཱ་	NO_POS
བྷཻ་		NON_WORD
ར་	ར་	ADP
ཝ་ལ་	ཝ་ལ་	NO_POS
སོགས་	སོགས་	DET
ཏེ་	སྟེ་	PART
འཇིགས་བྱེད་	འཇིགས་བྱེད་	OTHER
ཆེན་པོ་	ཆེན་པོ་	ADJ
དགུ་	དགུ་	NUM
།		PUNCT
ཡུལ་འཁོར་	ཡུལ་འཁོར་	NO_POS
སྐྱོང་བ་	སྐྱོང་བ་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
བཞི་	བཞི་	NUM
།		PUNCT
སྨིན་	སྨིན་	VERB
དྲུག་	དྲུག་	NUM
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
རྒྱུ་སྐར་	རྒྱུ་སྐར་	NOUN
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
གཙང་	གཙང་	PROPN
རིགས་	རིགས་	NOUN
ཀྱི་	གི་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
བདུན་ཅུ་	བདུན་ཅུ་	NO_POS
རྩ་	རྩ་	NUM
ལྔ་	ལྔ་	NUM
འཁོར་	འཁོར་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
༴		PUNCT
གང་བ་	གང་བ་	VERB
བཟང་པོ་	བཟང་པོ་	ADJ
དང་	དང་	NO_POS
ནོར་བུ་	ནོར་བུ་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
གནོད་	གནོད་	VERB
སྤྱིན་	སྤྱིན་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
འབྲོག་	འབྲོག་	NOUN
གནས་	གནས་	NOUN
མཆེད་	མཆེད་	NOUN
ལྔ་	ལྔ་	NUM
།		PUNCT
གང་པོ་	གང་པོ་	PROPN
དང་	དང་	NO_POS
སེར་སྐྱ་	སེར་སྐྱ་	PROPN
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
སྡེ་དཔོན་	སྡེ་དཔོན་	OTHER
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
ཡང་དག་	ཡང་དག་	ADJ
ཤེ་	ཤེ་	VERB
དང་	དང་	NO_POS
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ཁྱུ་མཆོག་	ཁྱུ་མཆོག་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
ཏེ་	སྟེ་	PART
མཐུ་བོ་	མཐུ་བོ་	NOUN
ཆེ་	ཆེ་	VERB
སུམ་ཅུ་རྩ་གཉིས་	སུམ་ཅུ་རྩ་གཉིས་	NO_POS
།		PUNCT
ལྔས་རྩེན་	ལྔས་རྩེན་	NO_POS
ལ་	ལ་	ADP
འཕྲོག་མ་	འཕྲོག་མ་	PROPN
འི་	གི་	PART
བུ་	བུ་	NOUN
ལྔ་	ལྔ་	NUM
བརྒྱ་	བརྒྱ་	NUM
ས་	གིས་	PART
