form	lemma	POS	morph
རྗེས་གནང་	རྗེས་གནང་	NOUN
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
ཆེ་	ཆེ་	VERB
། །		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
དང་	དང་	NO_POS
།།		PUNCT
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
བདུད་	བདུད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམ་རྒྱལ་	རྣམ་རྒྱལ་	NOUN
ཞིང་	ཞིང་	ADP
། །		PUNCT
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
མཆོག་	མཆོག་	ADJ
ཏུ་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཉིད་	ཉིད་	DET
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
།		PUNCT
ཁྱེད་	ཁྱེད་	PRON
རྣམས་	རྣམས་	DET
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
མེད་པ་	མེད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
དབང་	དབང་	NOUN
ནི་	ནི་	NO_POS
བསྐུར་བ་	བསྐུར་བ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
བདག་པོ་	བདག་པོ་	NOUN
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
བརྟན་གཡོ་	བརྟན་གཡོ་	NO_POS
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཅེས་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
དེ་དེ་	དེ་དེ་	NO_POS
འི་	གི་	PART
དོན་	དོན་	NOUN
ཡང་	ཀྱང་	PART
བཤད་	བཤད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ན་	ན་	ADP
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
གྲོལ་བ་	གྲོལ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
དབུགས་དབྱུང་བ་	དབུགས་དབྱུང་བ་	NO_POS
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
དེ་	དེ་	DET
ལ་	ལ་	ADP
དགའ་བ་	དགའ་བ་	VERB
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ས་	གིས་	PART
གཟེངས་བསྟོད་པ་	གཟེངས་བསྟོད་པ་	OTHER
སྟེ་	སྟེ་	PART
དབུགས་དབྱུང་	དབུགས་དབྱུང་	NO_POS
ཞིང་	ཞིང་	SCONJ
གཟེངས་བསྟོད་པ་	གཟེངས་བསྟོད་པ་	OTHER
འོ་	གོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ན་	ན་	ADP
རྡུལ་ཚོན་	རྡུལ་ཚོན་	NOUN
གྱི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དུ་	ལ་	PART
ཞུགས་	ཞུགས་	VERB
ན་	ནས་	PART
བུམ་པ་	བུམ་པ་	NOUN
འི་	གི་	PART
དབང་	དབང་	NOUN
བཅུ་གཅིག་	བཅུ་གཅིག་	NO_POS
ཐོབ་པ་	ཐོབ་པ་	VERB
ས་	གིས་	PART
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
དག་	དག་	DET
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
བཅུ་བཞི་	བཅུ་བཞི་	NO_POS
ཡན་ལག་	ཡན་ལག་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བསྲུང་བ་	བསྲུང་བ་	VERB
ལ་	ལ་	ADP
དབང་	དབང་	NOUN
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱི་	གི་	PART
དབང་	དབང་	NOUN
ཐོབ་	ཐོབ་	VERB
ན་	ནས་	PART
ཐེག་པ་	ཐེག་པ་	NOUN
དམན་པ་	དམན་པ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
ལྡོག་པ་	ལྡོག་པ་	VERB
འི་	གི་	PART
ཆ་	ཆ་	NOUN
ན་	ནས་	PART
ས་	ས་	ADP
བརྒྱད་པ་	བརྒྱད་པ་	NUM
འི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
དང་	དང་	NO_POS
སྐལ་བ་	སྐལ་བ་	NOUN
མཉམ་པ་	མཉམ་པ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
བརྡ་	བརྡ་	NOUN
སྤྲད་	སྤྲད་	NO_POS
དོ་	གོ་	PART
། །		PUNCT
མཇུག་	མཇུག་	NOUN
གི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
སློབ་མ་	སློབ་མ་	NOUN
ས་	གིས་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
ཡོན་	ཡོན་	NOUN
ཕུལ་	ཕུལ་	VERB
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
ས་	གིས་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ལྷ་	ལྷ་	NOUN
ལ་	ལ་	ADP
མཆོད་པ་	མཆོད་པ་	VERB
དང་བསྟོད་པ་	དང་བསྟོད་པ་	NO_POS
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
ལྷག་པ་	ལྷག་པ་	VERB
དང་	དང་	NO_POS
མ་ཚང་བ་	མ་ཚང་བ་	NO_POS
བཟོད་པ་	བཟོད་པ་	VERB
ར་	ལ་	PART
གསོལ་	གསོལ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཁྱེད་	ཁྱེད་	PRON
ཀྱིས་	གིས་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
དོན་	དོན་	NOUN
ཀུན་	ཀུན་	DET
མཛད་	མཛད་	VERB
། །		PUNCT
རྗེས་སུ་	རྗེས་སུ་	OTHER
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
སྩོལ་	སྩོལ་	VERB
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཡུལ་	ཡུལ་	NOUN
དུ་	ལ་	PART
གཤེགས་	གཤེགས་	VERB
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
༑ ༑		PUNCT
སླར་ཡང་	སླར་ཡང་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ར་	ལ་	PART
མཛད་	མཛད་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
དང་	དང་	NO_POS
།		PUNCT
ཡི་གེ་	ཡི་གེ་	NOUN
བརྒྱ་པ་	བརྒྱ་པ་	NUM
འི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
།		PUNCT
ཨོཾ་	ཨོཾ་	X
བཛྲ་	བཛྲ་	NO_POS
མུཿ་		NON_WORD
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རང་བཞིན་	རང་བཞིན་	NOUN
གྱི་	གི་	PART
གནས་	གནས་	NOUN
སུ་	སུ་	ADP
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
།		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
གི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཀྱི་	གི་	PART
དབུགས་	དབུགས་	NOUN
ཀྱིས་	གིས་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
འི་	གི་	PART
ཧཱུྃ་		NON_WORD
ལ་	ལ་	ADP
བསྡུ་	བསྡུ་	VERB
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
གཤེགས་	གཤེགས་	VERB
༑		PUNCT
བུམ་པ་	བུམ་པ་	NOUN
དང་	དང་	NO_POS
མཆོད་པ་	མཆོད་པ་	VERB
བསྡུ་	བསྡུ་	VERB
།		PUNCT
ཧཱུྃ་		NON_WORD
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
བྱང་ཤར་	བྱང་ཤར་	OTHER
གྱི་	གི་	PART
མཚམས་	མཚམས་	NOUN
ན་	ནས་	PART
རྡུལ་ཚོན་	རྡུལ་ཚོན་	NOUN
བསྡུ་	བསྡུ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འི་	གི་	PART
སྣོད་	སྣོད་	NOUN
དུ་	ལ་	PART
བླུགས་	བླུགས་	VERB
ལ་	ལ་	ADP
།		PUNCT
མཆོད་པ་	མཆོད་པ་	VERB
དང་	དང་	NO_POS
རོལ་མོ་	རོལ་མོ་	NOUN
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ས་	གིས་	PART
དམན་མ་	དམན་མ་	NO_POS
ཆུ་བོ་	ཆུ་བོ་	NOUN
ར་	ལ་	PART
དོར་བ་	དོར་བ་	VERB
འི་བ་	འི་བ་	PART
འི་	གི་	PART
རྣམ་	རྣམ་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
དྲི་ཞིམ་པོ་	དྲི་ཞིམ་པོ་	NOUN
ས་	གིས་	PART
ཐིག་	ཐིག་	NOUN
རྗེས་	རྗེས་	NOUN
མི་མངོན་པ་	མི་མངོན་པ་	OTHER
ར་	ལ་	PART
སྐྱང་ནུལ་	སྐྱང་ནུལ་	NO_POS
བྱ་	བྱ་	VERB
།		PUNCT
བུམ་པ་	བུམ་པ་	NOUN
རྣམས་	རྣམས་	DET
བཀྲུ་	བཀྲུ་	NO_POS
།		PUNCT
མེ་ཏོག་སིལ་མ་	མེ་ཏོག་སིལ་མ་	NO_POS
གཏོ་	གཏོ་	VERB
ལ་	ལ་	ADP
ཤུལ་	ཤུལ་	NOUN
དུ་	ལ་	PART
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ཅི་རིགས་པ་	ཅི་རིགས་པ་	OTHER
ར་	ལ་	PART
བཤམ་	བཤམ་	NO_POS
།		PUNCT
རྫ་	རྫ་	NOUN
ཀྱི་	གི་	PART
ལྷག་མ་	ལྷག་མ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
བསྐོར་	བསྐོར་	VERB
།		PUNCT
གླུ་གར་	གླུ་གར་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རོལ་མོ་	རོལ་མོ་	NOUN
སྣ་ཚོགས་པ་	སྣ་ཚོགས་པ་	DET
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
ཚིམ་པ་	ཚིམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
ཕྱག་བཞེས་	ཕྱག་བཞེས་	OTHER
ཇི་ལྟ་	ཇི་ལྟ་	ADJ
བ་	བ་	NOUN
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
བསོད་ནམས་	བསོད་ནམས་	NOUN
རྩེ་མོ་	རྩེ་མོ་	NOUN
ས་	གིས་	PART
བཀོད་པ་	བཀོད་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
རྫོགས་	རྫོགས་	VERB
སོ་	སོ་	PART
།། །།༄༅། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
འི་	གི་	PART
ལས་ཅན་	ལས་ཅན་	ADJ
གྱི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
དང་	དང་	NO_POS
ལམ་རིམ་	ལམ་རིམ་	NOUN
བགྲོད་	བགྲོད་	VERB
ཚུལ་	ཚུལ་	NOUN
		
ལུ་	ལུ་	NO_POS
		
དཔལ་	དཔལ་	OTHER
ཀྱེ་	ཀྱེ་	INTJ
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་པོ་པ་	དང་པོ་པ་	ADJ
འི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
		
བཞུགས་	བཞུགས་	VERB
། ། ༄༅། །		PUNCT
ཨོཾ་	ཨོཾ་	X
སྭ་		NON_WORD
སྟི་	སྟི་	NO_POS
སིདྡྷཾ་		NON_WORD
།		PUNCT
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
འཁྲུལ་པ་	འཁྲུལ་པ་	NO_POS
ཀུན་	ཀུན་	DET
བཅོམ་	བཅོམ་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
འགྲོ་	འགྲོ་	VERB
ལ་རྩེ་	ལ་རྩེ་	NOUN
གཅིག་	གཅིག་	NUM
བྱམས་པ་	བྱམས་པ་	PROPN
དང་	དང་	NO_POS
། །		PUNCT
བརྩེ་བ་	བརྩེ་བ་	VERB
ས་	གིས་	PART
མ་	མ་	PART
ནོར་	ནོར་	NOUN
ལེགས་པ་	ལེགས་པ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
