form	lemma	POS	morph
གང་བ་	གང་བ་	VERB
ཡིད་	ཡིད་	NOUN
ཀྱིས་	གིས་	PART
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
འི་	གི་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
གཏོར་མ་	གཏོར་མ་	NOUN
རྒྱ་	རྒྱ་	VERB
བསྡུ་	བསྡུ་	VERB
གང་རུང་	གང་རུང་	NOUN
ལྟ་	ལྟ་	OTHER
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
རླབས་	རླབས་	OTHER
ལ་	ལ་	ADP
གཡོན་པ་	གཡོན་པ་	ADJ
ས་	གིས་	PART
མཐེབ་སྲིན་	མཐེབ་སྲིན་	NO_POS
གྱིས་	གིས་	PART
ལྕེ་	ལྕེ་	NOUN
ལ་	ལ་	ADP
བཞག་	བཞག་	VERB
སྟེ་	སྟེ་	PART
ལྷ་	ལྷ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
ས་	གིས་	PART
མཉེས་པ་	མཉེས་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
ཞིང་	ཞིང་	ADP
།		PUNCT
		
ཨོཾ་	ཨོཾ་	X
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
ཨ་	ཨ་	X
མྲྀ་		NON_WORD
ཏ་	ཏ་	OTHER
བཛྲ་	བཛྲ་	NO_POS
སྭ་		NON_WORD
བྷཱ་བ་	བྷཱ་བ་	NON_WORD
ཨཱཏྨ་		NON_WORD
ཀོ྅་		NON_WORD
ཧཾ་		NON_WORD
ཞེ་	ཅེས་	PART
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
བྱ་བ་	བྱ་བ་	VERB
ས་	གིས་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་	བརླབས་	NO_POS
ཏེ་	སྟེ་	PART
		
པ་	པ་	OTHER
ས་	གིས་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
མྱང་བ་	མྱང་བ་	VERB
འོད་	འོད་	NOUN
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
ཡན་ལག་	ཡན་ལག་	NOUN
གོ་	གོ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཐུགས་ཀ་	ཐུགས་ཀ་	NOUN
ན་	ནས་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
སྤྲུལ་	སྤྲུལ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
བདག་	བདག་	PRON
དང་	དང་	NO_POS
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ལ་	ལ་	ADP
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
གསང་བ་	གསང་བ་	VERB
དེ་	དེ་	DET
ཁོ་ན་ཉིད་	ཁོ་ན་ཉིད་	NO_POS
ཀྱི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
མཆོད་	མཆོད་	VERB
དེ་	དེ་	DET
།		PUNCT
ཨོཾ་	ཨོཾ་	X
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
པཱུ་		NON_WORD
ཛ་	ཛ་	OTHER
བཛྲ་	བཛྲ་	NO_POS
སྭ་		NON_WORD
བྷཱ་བ་	བྷཱ་བ་	NON_WORD
ཨཱཏྨ་		NON_WORD
ཀོ྅་		NON_WORD
ཧཾ་		NON_WORD
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ས་	གིས་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་	བརླབས་	NO_POS
ཏེ་	སྟེ་	PART
མཆོད་པ་	མཆོད་པ་	VERB
དོན་ཡོད་	དོན་ཡོད་	ADJ
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
ཡན་ལག་	ཡན་ལག་	NOUN
གོ་	གོ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དང་	དང་	NO_POS
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
བྱུང་	བྱུང་	VERB
སྟེ་	སྟེ་	PART
འདི་སྐད་	འདི་སྐད་	NO_POS
དུ་	ལ་	PART
།		PUNCT
འགྲོ་བ་	འགྲོ་བ་	VERB
བུད་མེད་	བུད་མེད་	NOUN
འདུལ་	འདུལ་	NO_POS
གཟིགས་	གཟིགས་	VERB
ན་	ནས་	PART
། །		PUNCT
བདག་མེད་	བདག་མེད་	ADJ
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	NOUN
གྱུར་	གྱུར་	VERB
གང་	གང་	NO_POS
། །		PUNCT
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཕྱིན་	ཕྱིན་	VERB
ཐུབ་	ཐུབ་	VERB
ལ་	ལ་	ADP
། །		PUNCT
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
བསྟོད་	བསྟོད་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
སྟུ་	སྟུ་	NO_POS
ཏི་	ཏི་	NO_POS
བཛྲ་	བཛྲ་	NO_POS
སྭ་		NON_WORD
བྷཱ་བ་	བྷཱ་བ་	NON_WORD
ཨཱཏྨ་		NON_WORD
ཀོ྅་		NON_WORD
ཧཾ་		NON_WORD
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ས་	གིས་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་	བརླབས་	NO_POS
ཏེ་	སྟེ་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
རིན་ཆེན་	རིན་ཆེན་	OTHER
འབྱུང་	འབྱུང་	VERB
ལྡན་	ལྡན་	VERB
གྱི་	གི་	PART
ཡན་ལག་	ཡན་ལག་	NOUN
གོ་	གོ་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
རྒྱ་	རྒྱ་	VERB
འབྲིང་	འབྲིང་	NOUN
གང་ཡང་	གང་ཡང་	NO_POS
རུང་	རུང་	SCONJ
སྟེ་	སྟེ་	PART
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་	རྫོགས་	VERB
ན་	ནས་	PART
།		PUNCT
ད་ནི་	ད་ནི་	NO_POS
ཁ་དོག་	ཁ་དོག་	NOUN
གི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
ཞེན་པ་	ཞེན་པ་	VERB
སྤང་བ་	སྤང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དག་པ་	དག་པ་	VERB
རྗེས་སུ་	རྗེས་སུ་	OTHER
དྲན་པ་	དྲན་པ་	VERB
ར་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
ཁ་དོག་	ཁ་དོག་	NOUN
དང་	དང་	NO_POS
རིགས་	རིགས་	NOUN
ལ་	ལ་	ADP
མངོན་པ་	མངོན་པ་	OTHER
ཞེན་པ་	ཞེན་པ་	VERB
སྤང་བ་	སྤང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ལྷ་མོ་	ལྷ་མོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
གི་	གི་	PART
རིགས་	རིགས་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཞིང་	SCONJ
དྲག་པོ་	དྲག་པོ་	ADJ
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ར་	ལ་	PART
ནག་པོ་	ནག་པོ་	ADJ
རབ་ཏུ་	རབ་ཏུ་	NO_POS
བསྒོམ་	བསྒོམ་	VERB
༑ ༑		PUNCT
འོད་	འོད་	NOUN
དཔག་མེད་	དཔག་མེད་	ADJ
ཀྱི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཞིང་	SCONJ
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
སྤང་བ་	སྤང་བ་	VERB
དང་	དང་	NO_POS
དབང་	དབང་	NOUN
གི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
དམར་པོ་	དམར་པོ་	ADJ
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བསྒོམ་	བསྒོམ་	VERB
། །		PUNCT
རིན་འབྱུང་	རིན་འབྱུང་	OTHER
གི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཞིང་	SCONJ
སེར་སྣ་	སེར་སྣ་	NOUN
སྤང་བ་	སྤང་བ་	VERB
དང་	དང་	NO_POS
རྒྱས་པ་	རྒྱས་པ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
སེར་པོ་	སེར་པོ་	ADJ
ར་	ལ་	PART
བསྒོམ་	བསྒོམ་	VERB
།		PUNCT
དོན་ཡོད་	དོན་ཡོད་	ADJ
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཞིང་	SCONJ
ཕྲག་དོག་	ཕྲག་དོག་	NOUN
སྤང་བ་	སྤང་བ་	VERB
དང་	དང་	NO_POS
		
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
སམ་	གམ་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
		
ཞ་	ཞ་	OTHER
		
དྲག་པོ་	དྲག་པོ་	ADJ
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
		
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
བཞི་པ་	བཞི་པ་	ADJ
ལྗང་གུ་	ལྗང་གུ་	NO_POS
དེ་བཞིན་	དེ་བཞིན་	OTHER
ནོ་	གོ་	PART
། །		PUNCT
མི་བསྐྱོད་པ་	མི་བསྐྱོད་པ་	NO_POS
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཞིང་	SCONJ
ཞེ་སྡང་	ཞེ་སྡང་	NOUN
སྤང་བ་	སྤང་བ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
བསྐྲད་པ་	བསྐྲད་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
ལྔ་པ་	ལྔ་པ་	NUM
ར་	ལ་	PART
ཁ་དོག་	ཁ་དོག་	NOUN
སྔོན་པོ་	སྔོན་པོ་	ADJ
ཡིན་	ཡིན་	NO_POS
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྣང་	སྣང་	VERB
མཛད་	མཛད་	VERB
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཞིང་	ཞིང་	SCONJ
གཏི་མུག་	གཏི་མུག་	NOUN
སྤང་བ་	སྤང་བ་	VERB
དང་	དང་	NO_POS
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
དྲུག་པ་	དྲུག་པ་	NUM
ར་	ལ་	PART
དཀར་པོ་	དཀར་པོ་	ADJ
འི་	གི་	PART
ལུས་ཅན་	ལུས་ཅན་	NOUN
ནོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
གིས་	གིས་	PART
ནི་	ནི་	NO_POS
ཞེན་པ་	ཞེན་པ་	VERB
སྤངས་པ་	སྤངས་པ་	VERB
ར་	ལ་	PART
མ་	མ་	PART
གྱུར་	གྱུར་	VERB
ན་	ན་	ADP
ལྷ་མོ་	ལྷ་མོ་	NOUN
རེ་རེ་	རེ་རེ་	DET
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
ཕྱེད་	ཕྱེད་	NUM
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
ཞིང་	ཞིང་	SCONJ
ཕྱེད་	ཕྱེད་	NUM
གནག་པ་	གནག་པ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
འམ་	གམ་	PART
ལུས་	ལུས་	NOUN
རེ་རེ་	རེ་རེ་	DET
ལ་	ལ་	ADP
འང་	ཀྱང་	PART
ཁ་དོག་	ཁ་དོག་	NOUN
དྲུག་	དྲུག་	NUM
དྲུག་	དྲུག་	NUM
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
ར་	ལ་	PART
བསྒོམས་	བསྒོམས་	VERB
ལ་	ལ་	ADP
།		PUNCT
རིགས་	རིགས་	NOUN
དང་ཁ་	དང་ཁ་	NO_POS
དོག་	དོག་	NO_POS
ཏུ་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
དང་	དང་	NO_POS
བྲལ་	བྲལ་	VERB
ཏེ་	སྟེ་	PART
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
བདག་མེད་པ་	བདག་མེད་པ་	ADJ
འི་	གི་	PART
བསམ་གཏན་	བསམ་གཏན་	NOUN
ཅི་རིགས་པ་	ཅི་རིགས་པ་	OTHER
ར་	ལ་	PART
བསྒོམས་	བསྒོམས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཡན་ལག་	ཡན་ལག་	NOUN
དྲུག་	དྲུག་	NUM
བསྒོམ་	བསྒོམ་	VERB
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
། །		PUNCT
དགའ་	དགའ་	VERB
བྲལ་	བྲལ་	VERB
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
དེ་བཞིན་	དེ་བཞིན་	OTHER
ནོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
འཛིན་པ་	འཛིན་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
འང་	ཀྱང་	PART
		
རྒྱུད་	རྒྱུད་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
		
ཞ་	ཞ་	OTHER
		
རྒྱུད་	རྒྱུད་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
		
།		PUNCT
ཇི་སྲིད་	ཇི་སྲིད་	PRON
བློ་	བློ་	NOUN
ནི་	ནི་	NO_POS
འཕེལ་	འཕེལ་	VERB
འགྱུར་བ་	འགྱུར་བ་	VERB
། །		PUNCT
དེ་སྲིད་	དེ་སྲིད་	ADV
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
གང་ཡང་	གང་ཡང་	NO_POS
བློ་	བློ་	NOUN
ཡི་	ཡི་	ADP
ཡུལ་མེད་པ་	ཡུལ་མེད་པ་	NO_POS
། །		PUNCT
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེ་	སྐྱེ་	VERB
དེ་	དེ་	DET
ཇི་ལྟ་		
བསྒོམ་	བསྒོམ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
		
གྱི་	གི་	PART
		
ལུ་	ལུ་	NO_POS
		
དང་	དང་	NO_POS
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
		
དེ་	དེ་	DET
ཁོ་ན་ཉིད་	ཁོ་ན་ཉིད་	NO_POS
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
དེ་	དེ་	DET
ཁོ་ན་ཉིད་	ཁོ་ན་ཉིད་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ནི་	ནི་	NO_POS
རང་	རང་	PRON
གི་	གི་	PART
སེམས་ཉིད་	སེམས་ཉིད་	NOUN
དོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
གྲུ་བཞི་པ་	གྲུ་བཞི་པ་	ADJ
འོ་	གོ་	PART
། །		PUNCT
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
སྒོ་	སྒོ་	NOUN
བཞི་	བཞི་	NUM
ལྡན་པ་	ལྡན་པ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
སྒོ་	སྒོ་	NOUN
བཞི་	བཞི་	NUM
འོ་	གོ་	PART
༑ ༑		PUNCT
དྲན་པ་	དྲན་པ་	VERB
ཉེ་བ་		
བཞག་པ་	བཞག་པ་	VERB
བཞི་	བཞི་	NUM
ནི་	ནི་	NO_POS
ཁྱམས་	ཁྱམས་	NOUN
བཞི་	བཞི་	NUM
འོ་	གོ་	PART
། །		PUNCT
རྟ་བབས་	རྟ་བབས་	NOUN
བཞྀ་		NON_WORD
ནི་	ནི་	NO_POS
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
སྤང་བ་	སྤང་བ་	VERB
བཞི་	བཞི་	NUM
འོ་	གོ་	PART
། །		PUNCT
སྒོ་ཁྱུད་	སྒོ་ཁྱུད་	NO_POS
ནི་	ནི་	NO_POS
རྫུ་འཕྲུལ་	རྫུ་འཕྲུལ་	NOUN
གྱི་	གི་	PART
རྐང་པ་	རྐང་པ་	NOUN
བཞི་	བཞི་	NUM
འོ་	གོ་	PART
། །		PUNCT
རྩིག་པ་	རྩིག་པ་	VERB
ལྔ་	ལྔ་	NUM
ནི་	ནི་	NO_POS
དབང་པོ་	དབང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
སྟོབས་	སྟོབས་	NOUN
ལྔ་	ལྔ་	NUM
འོ་	གོ་	PART
། །		PUNCT
ད་	ད་	NOUN
དང་	དང་	NO_POS
རྔ་ཡབ་	རྔ་ཡབ་	NOUN
དང་	དང་	NO_POS
མེ་ལོང་	མེ་ལོང་	NOUN
དང་	དང་	NO_POS
མེ་ཏོག་	མེ་ཏོག་	NOUN
གི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
རྒྱན་	རྒྱན་	NOUN
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
ཡན་ལག་	ཡན་ལག་	NOUN
བདུན་	བདུན་	NUM
ནོ་	གོ་	PART
"།

།"		PUNCT
ཀ་བ་	ཀ་བ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ནི་	ནི་	NO_POS
འཕགས་པ་	འཕགས་པ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
ཡན་ལག་	ཡན་ལག་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དོ་	གོ་	PART
། །		PUNCT
དྲ་བ་	དྲ་བ་	OTHER
ནི་	ནི་	NO_POS
ཉོན་མོངས་པ་	ཉོན་མོངས་པ་	NOUN
འཇོམས་པ་	འཇོམས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དྲ་བ་	དྲ་བ་	OTHER
ཕྱེད་པ་	ཕྱེད་པ་	VERB
ནི་	ནི་	NO_POS
ཉེ་བ་	ཉེ་བ་	VERB
འི་	གི་	PART
ཉོན་མོངས་པ་	ཉོན་མོངས་པ་	NOUN
འཇོམས་པ་	འཇོམས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
མདུང་	མདུང་	NOUN
		
དང་	དང་	NO_POS
ཐིག་	ཐིག་	NOUN
ནི་	ནི་	NO_POS
		
ལུ་	ལུ་	NO_POS
		
ནི་	ནི་	NO_POS
ཐོག་	ཐོག་	NOUN
དང་	དང་	NO_POS
		
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
རྗེས་སུ་	རྗེས་སུ་	OTHER
