form	lemma	POS	morph
བཀབ་	བཀབ་	NO_POS
ཐ་མ་	ཐ་མ་	ADJ
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
རྨི་ལམ་	རྨི་ལམ་	NOUN
ལྟ་	ལྟ་	NOUN
སུ་	སུ་	ADP
།		PUNCT
སྲོག་ཆགས་	སྲོག་ཆགས་	NOUN
གདུག་པ་	གདུག་པ་	ADJ
ཅན་	ཅན་	PART
བསད་པ་	བསད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མི་ཤ་	མི་ཤ་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
ཟ་བ་	ཟ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གོ་མཚོན་	གོ་མཚོན་	OTHER
བཟང་པོ་	བཟང་པོ་	ADJ
ཐོགས་པ་	ཐོགས་པ་	VERB
འི་	གི་	PART
དམག་	དམག་	NOUN
གི་	གི་	PART
དཔུང་	དཔུང་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
ས་	གིས་	PART
བདག་	བདག་	PRON
ལ་	ལ་	ADP
བསྐོར་	བསྐོར་	VERB
ན་	ནས་	PART
།		PUNCT
བདག་	བདག་	PRON
གི་	གི་	PART
དོན་	དོན་	NOUN
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
རྟགས་	རྟགས་	NOUN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
གིས་	གིས་	PART
ནི་	ནི་	NO_POS
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
བསྟན་	བསྟན་	VERB
ཟིན་	ཟིན་	VERB
ཏོ་	གོ་	PART
།། །།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
ལ་	ལ་	ADP
སྦྱར་བ་	སྦྱར་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཚ་བ་	ཚ་བ་	VERB
གསུམ་	གསུམ་	NUM
གྱིས་	གིས་	PART
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
བྱ་	བྱ་	VERB
ན་	ནས་	PART
ལུས་	ལུས་	NOUN
ལ་	ལ་	ADP
ཚེར་མ་	ཚེར་མ་	NOUN
ས་	གིས་	PART
དགང་	དགང་	NO_POS
། །		PUNCT
དུག་	དུག་	NOUN
དང་	དང་	NO_POS
སྐེ་	སྐེ་	NOUN
སོགས་	སོགས་	DET
ཀྱིས་	གིས་	PART
བྲི་	བྲི་	NO_POS
ན་	ནས་	PART
༑		PUNCT
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
གོང་	གོང་	NOUN
གི་	གི་	PART
མིང་	མིང་	NOUN
གིས་	གིས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མེ་	མེ་	NOUN
ལ་	ལ་	ADP
གདུང་བ་	གདུང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
		
		
ཞ་	ཞ་	OTHER
		
		
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
དུས་	དུས་	NOUN
ན་	ན་	ADP
མི་	མི་	PART
སྣང་	སྣང་	VERB
འགྱུར་	འགྱུར་	VERB
།		PUNCT
		
།		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ཐོག་མ་	ཐོག་མ་	NOUN
ར་	ལ་	PART
ལིངྒ་		NON_WORD
བཤམས་པ་	བཤམས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
བག་ཕྱེ་	བག་ཕྱེ་	NO_POS
ལ་	ལ་	ADP
ལྕགས་ཕྱེ་	ལྕགས་ཕྱེ་	NOUN
ཟངས་	ཟངས་	NOUN
ཕྱེ་	ཕྱེ་	VERB
རྡོ་	རྡོ་	NOUN
ཕྱེ་	ཕྱེ་	VERB
།		PUNCT
དགྲ་བོ་	དགྲ་བོ་	NOUN
འི་	གི་	PART
རྐང་རྗེས་	རྐང་རྗེས་	OTHER
ཀྱི་	གི་	PART
རྡུལ་	རྡུལ་	NOUN
དང་	དང་	NO_POS
དྲི་མ་	དྲི་མ་	NOUN
གང་	གང་	NO_POS
རྙེད་	རྙེད་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཚ་བ་	ཚ་བ་	VERB
གསུམ་	གསུམ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
དབྱི་མོང་	དབྱི་མོང་	NO_POS
།		PUNCT
སྲུབ་	སྲུབ་	NO_POS
ཀལྕེ་		NON_WORD
ཚ་བ་	ཚ་བ་	VERB
གསུམ་	གསུམ་	NUM
མོ་	མོ་	PRON
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
སྤགས་པ་	སྤགས་པ་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
ལིངྒ་		NON_WORD
སོ་	སོ་	PART
ར་	ལ་	PART
བརྒྱད་པ་	བརྒྱད་པ་	NUM
།		PUNCT
སྐྱེ་མཆེད་	སྐྱེ་མཆེད་	NOUN
རྣམས་	རྣམས་	DET
གསལ་	གསལ་	VERB
ཞིང་	ཞིང་	SCONJ
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
གདུག་པ་	གདུག་པ་	ADJ
ཅན་	ཅན་	PART
གྱི་	གི་	PART
ཤིང་	ཅིང་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
ཚེར་མ་	ཚེར་མ་	NOUN
ས་	གིས་	PART
ལུས་	ལུས་	NOUN
ལ་	ལ་	ADP
ཅི་རིགས་པ་	ཅི་རིགས་པ་	OTHER
ར་	ལ་	PART
དགང་བ་	དགང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དེ་	དེ་	DET
འི་	གི་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
ར་	ལ་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
གཞུག་པ་	གཞུག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
མི་	མི་	PART
འི་	གི་	PART
ལྤགས་པ་	ལྤགས་པ་	NOUN
འམ་	གམ་	PART
རླུང་	རླུང་	NOUN
གིས་	གིས་	PART
ཁྱེར་བ་	ཁྱེར་བ་	VERB
འི་	གི་	PART
ཤིང་ཤུན་	ཤིང་ཤུན་	NO_POS
ལ་	ལ་	ADP
ཁྲག་	ཁྲག་	NOUN
དང་	དང་	NO_POS
སྐེ་ཚེ་	སྐེ་ཚེ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
གྲི་	གྲི་	NOUN
ར་	ལ་	PART
ཤི་བ་	ཤི་བ་	VERB
འི་	གི་	PART
ཁྲག་	ཁྲག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྒྱ་སྐྱེགས་	རྒྱ་སྐྱེགས་	NOUN
ཀྱི་	གི་	PART
ཁུ་བ་	ཁུ་བ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
སྣག་ཚ་	སྣག་ཚ་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རྩིབས་	རྩིབས་	NOUN
དྲུག་པ་	དྲུག་པ་	NUM
ལྟེ་བ་	ལྟེ་བ་	NOUN
དང་	དང་	NO_POS
མུ་ཁྱུད་	མུ་ཁྱུད་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བྲི་	བྲི་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རྩིབས་	རྩིབས་	NOUN
དྲུག་	དྲུག་	NUM
ལ་	ལ་	ADP
།		PUNCT
ཨི་	ཨི་	NO_POS
དཾ་		NON_WORD
དུཥྟཾ་		NON_WORD
ཆེ་གེ་མོ་	ཆེ་གེ་མོ་	ADJ
དཱི་		NON_WORD
ན་	ན་	ADP
མེ་	མེ་	NOUN
ཀེ་	ཀེ་	PROPN
ན་	ན་	ADP
མཱ་	མཱ་	NO_POS
ར་	ར་	ADP
ཡ་	ཡ་	NOUN
ཧཱུྃ་		NON_WORD
ཕཊ་		NON_WORD
ཅེས་	ཅེས་	PART
བྲི་	བྲི་	NO_POS
།		PUNCT
ལྟེ་བ་	ལྟེ་བ་	NOUN
ར་	ལ་	PART
གཟུངས་རིང་	གཟུངས་རིང་	NO_POS
སྤེལ་ཚིག་	སྤེལ་ཚིག་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བྲིས་	བྲིས་	VERB
ལ་	ལ་	ADP
རབ་ཏུ་	རབ་ཏུ་	NO_POS
གནས་པ་	གནས་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
རང་	རང་	PRON
ལྷག་པ་	ལྷག་པ་	VERB
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
ང་རྒྱལ་	ང་རྒྱལ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ས་	གིས་	PART
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བཞག་	བཞག་	VERB
ལ་	ལ་	ADP
།		PUNCT
སྭ་		NON_WORD
བྷཱ་		NON_WORD
ཝ་	ཝ་	OTHER
ས་	གིས་	PART
སྟོང་པ་	སྟོང་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
།		PUNCT
		
དེ་	དེ་	DET
འི་	གི་	PART
		
		
ཞ་	ཞ་	OTHER
		
		
དེ་	དེ་	DET
འི་	གི་	PART
		
ངང་	ངང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
པདྨ་	པདྨ་	NOUN
དང་	དང་	NO_POS
ཉི་མ་	ཉི་མ་	NOUN
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
ཧཱུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ཇི་ལྟ་		
བྲིས་པ་	བྲིས་པ་	VERB
བཞིན་	བཞིན་	NOUN
བསྐྱེད་	བསྐྱེད་	VERB
ན་	ནས་	PART
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
འི་	གི་	PART
ཧཱུྃ་		NON_WORD
དང་	དང་	NO_POS
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འི་	གི་	PART
ཡིག་འབྲུ་	ཡིག་འབྲུ་	NOUN
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
གྱི་	གི་	PART
སྣང་བ་	སྣང་བ་	VERB
ས་	གིས་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་	བཅུ་	NUM
འི་	གི་	PART
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
ཐུགས་ཀ་	ཐུགས་ཀ་	NOUN
ན་	ནས་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཡིག་འབྲུ་	ཡིག་འབྲུ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
དུ་མ་	དུ་མ་	ADJ
སྤྱན་	སྤྱན་	NOUN
དྲངས་	དྲངས་	NO_POS
ན་	ནས་	PART
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
དང་	དང་	NO_POS
གཉིས་	གཉིས་	NUM
སུ་	སུ་	ADP
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
བསྟིམ་	བསྟིམ་	NO_POS
ན་	ནས་	PART
།		PUNCT
མཆོད་པ་	མཆོད་པ་	VERB
ལྔ་	ལྔ་	NUM
ས་	གིས་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
གཟི་བརྗིད་	གཟི་བརྗིད་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ལྟེ་བ་	ལྟེ་བ་	NOUN
འི་	གི་	PART
གཟུངས་	གཟུངས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཕོ་ཉ་	ཕོ་ཉ་	NOUN
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
དང་	དང་	NO_POS
ཞགས་པ་	ཞགས་པ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལག་ཆ་	ལག་ཆ་	NOUN
དུ་མ་	དུ་མ་	ADJ
འཛིན་པ་	འཛིན་པ་	VERB
སྤྲོས་པ་	སྤྲོས་པ་	VERB
ས་	གིས་	PART
བསྒྲུབ་བྱ་	བསྒྲུབ་བྱ་	VERB
གང་	གང་	NO_POS
ན་	ན་	ADP
ཡོད་པ་	ཡོད་པ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
ན་	ནས་	PART
རང་དབང་	རང་དབང་	NOUN
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
རླུང་	རླུང་	NOUN
གི་	གི་	PART
ཤུགས་	ཤུགས་	NOUN
ཀྱིས་	གིས་	PART
བཀུག་	བཀུག་	VERB
ན་	ནས་	PART
ཛཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
བྃ་		NON_WORD
ཧོ་	ཧོ་	NO_POS
༔		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ཡང་ཡང་	ཡང་ཡང་	NO_POS
དུ་	ལ་	PART
ཁོ་	ཁོ་	PRON
འི་	གི་	PART
མིང་ཡིག་	མིང་ཡིག་	NO_POS
ལ་	ལ་	ADP
བསྟིམ་པ་	བསྟིམ་པ་	NO_POS
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
དྲིལ་	དྲིལ་	VERB
ལ་	ལ་	ADP
ཤན་པ་	ཤན་པ་	NOUN
ས་	གིས་	PART
ཕྱིན་	ཕྱིན་	VERB
ཅི་	ཅི་	NO_POS
ལོག་	ལོག་	VERB
ཏུ་	ལ་	PART
བཀལ་བ་	བཀལ་བ་	NO_POS
འི་	གི་	PART
སྐུད་པ་	སྐུད་པ་	VERB
ས་	གིས་	PART
རྒྱ་གྲམ་	རྒྱ་གྲམ་	NO_POS
དུ་	ལ་	PART
དཀྲིས་		NON_WORD
ན་	ནས་	PART
།		PUNCT
ལིངྒའི་		NON_WORD
སྙིང་ག་	སྙིང་ག་	NOUN
ར་	ལ་	PART
བཅུག་	བཅུག་	VERB
ལ་	ལ་	ADP
སྤྲ་ཚིལ་	སྤྲ་ཚིལ་	NO_POS
བཞུ་བ་	བཞུ་བ་	VERB
ས་	གིས་	PART
བྱུགས་	བྱུགས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
བཤང་ལམ་	བཤང་ལམ་	NO_POS
ན་	ནས་	PART
ལྕགས་	ལྕགས་	NOUN
ཀྱི་	གི་	PART
ཐུར་མ་	ཐུར་མ་	NOUN
ས་	གིས་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ལ་མ་	ལ་མ་	NO_POS
སོང་བ་	སོང་བ་	VERB
ར་	ལ་	PART
བུ་ག་	བུ་ག་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
མཎྜལ་		NON_WORD
གྱི་	གི་	PART
ལྷོ་ཕྱོགས་	ལྷོ་ཕྱོགས་	NOUN
སུ་	སུ་	ADP
འབྲུབ་ཁུང་	འབྲུབ་ཁུང་	NO_POS
གྲུ་གསུམ་པ་	གྲུ་གསུམ་པ་	NOUN
།		PUNCT
རྒྱ་	རྒྱ་	NOUN
དང་	དང་	NO_POS
དཔངས་	དཔངས་	NO_POS
སུ་	སུ་	ADP
མཐེབ་	མཐེབ་	NO_POS
སོ་	སོ་	PART
ར་	ལ་	PART
བཅུ་གསུམ་པ་	བཅུ་གསུམ་པ་	NO_POS
འི་	གི་	PART
ཚད་	ཚད་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ལ་དུ་	ལ་དུ་	NOUN
ར་	ལ་	PART
ཁྲོད་	ཁྲོད་	NOUN
ཀྱི་	གི་	PART
སོལ་བ་	སོལ་བ་	NOUN
ས་	གིས་	PART
བྱུགས་པ་	བྱུགས་པ་	VERB
འི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
བཞག་	བཞག་	VERB
ན་	ནས་	PART
།		PUNCT
རྡོ་ལེབ་	རྡོ་ལེབ་	NOUN
ལ་	ལ་	ADP
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
བྲིས་པ་	བྲིས་པ་	VERB
ས་	གིས་	PART
དགག་པ་	དགག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རབས་	རབས་	NOUN
ཆད་	ཆད་	VERB
དམ་	དམ་	PART
མཛེ་ཕོ་	མཛེ་ཕོ་	NO_POS
འི་	གི་	PART
ཐོད་པ་	ཐོད་པ་	NOUN
འི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
ཡུངས་དཀར་	ཡུངས་དཀར་	NOUN
དང་	དང་	NO_POS
ཁྲག་	ཁྲག་	NOUN
སྣ་	སྣ་	NOUN
དང་	དང་	NO_POS
དུག་	དུག་	NOUN
སྣ་	སྣ་	NOUN
དང་	དང་	NO_POS
ཐལ་ཆེན་	ཐལ་ཆེན་	NO_POS
བསྲེས་པ་	བསྲེས་པ་	VERB
ས་	གིས་	PART
བཀང་བ་	བཀང་བ་	VERB
འི་	གི་	PART
ཐུན་	ཐུན་	NOUN
རྫ་	རྫ་	NOUN
བཤམ་པ་	བཤམ་པ་	NO_POS
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
ནི་	ནི་	NO_POS
སྔོན་འགྲོ་	སྔོན་འགྲོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དངོས་གཞི་	དངོས་གཞི་	NOUN
འི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
རང་	རང་	PRON
ལྷག་པ་	ལྷག་པ་	VERB
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
ང་རྒྱལ་	ང་རྒྱལ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ས་	གིས་	PART
།		PUNCT
མདུན་	མདུན་	NOUN
གྱི་	གི་	PART
ནག་པོ་	ནག་པོ་	ADJ
ཆེན་པོ་	ཆེན་པོ་	ADJ
དང་	དང་	NO_POS
ལྷ་མོ་	ལྷ་མོ་	NOUN
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
དམིགས་	དམིགས་	VERB
ལ་	ལ་	ADP
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
འི་	གི་	PART
ཧཱུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
འོད་འཕྲོ་	འོད་འཕྲོ་	NO_POS
ས་པ་	ས་པ་	PART
ས་	གིས་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
དང་	དང་	NO_POS
ལྷ་མོ་	ལྷ་མོ་	NOUN
འི་	གི་	PART
ཐུགས་ཀ་	ཐུགས་ཀ་	NOUN
ར་	ལ་	PART
ཕོག་པ་	ཕོག་པ་	VERB
ས་	གིས་	PART
རྒྱུད་	རྒྱུད་	NOUN
བསྐུལ་	བསྐུལ་	VERB
ན་	ནས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཐུགས་ཀ་	ཐུགས་ཀ་	NOUN
ན་	ནས་	PART
སྔགས་	སྔགས་	NOUN
མེ་སྟག་	མེ་སྟག་	OTHER
གི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཚ་	ཚ་	VERB
ཞིང་	ཞིང་	SCONJ
རྩུབ་པ་	རྩུབ་པ་	VERB
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
འཕྲོ་	འཕྲོ་	NOUN
ས་	གིས་	PART
ན་	ནས་	PART
མདུན་	མདུན་	NOUN
གྱི་	གི་	PART
ཐུན་	ཐུན་	NOUN
རྫ་	རྫ་	NOUN
ལ་	ལ་	ADP
ཐིམ་པ་	ཐིམ་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཐུན་	ཐུན་	NOUN
རྫ་	རྫ་	NOUN
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
རབ་ཏུ་	རབ་ཏུ་	NO_POS
ཁྲོས་པ་	ཁྲོས་པ་	VERB
།		PUNCT
མཚོན་ཆ་	མཚོན་ཆ་	NOUN
དུ་མ་	དུ་མ་	ADJ
འཛིན་པ་	འཛིན་པ་	VERB
མེ་	མེ་	NOUN
འབའ་	འབའ་	VERB
ཞིང་	ཞིང་	SCONJ
མེ་སྟག་	མེ་སྟག་	OTHER
འཕྲོ་བ་	འཕྲོ་བ་	VERB
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
ཞིང་	ཞིང་	ADP
།		PUNCT
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
གཙོ་བོ་	གཙོ་བོ་	ADJ
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
གཟུངས་རིང་	གཟུངས་རིང་	NO_POS
དང་	དང་	NO_POS
ལྷ་མོ་	ལྷ་མོ་	NOUN
འི་	གི་	PART
བཟླས་པ་	བཟླས་པ་	VERB
ཅི་	ཅི་	NO_POS
ནུས་པ་	ནུས་པ་	VERB
བཟླས་པ་	བཟླས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཐུན་	ཐུན་	NOUN
གྱི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
ལིངྒ་		NON_WORD
ཁ་ཕྱེ་	ཁ་ཕྱེ་	NO_POS
