form	lemma	POS	morph
འཆད་པ་	འཆད་པ་	VERB
གལ་ཏེ་	གལ་ཏེ་	NO_POS
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
དེ་	དེ་	DET
ཁོ་ན་ཉིད་	ཁོ་ན་ཉིད་	NO_POS
ཀྱིས་	གིས་	PART
སྲིད་པ་	སྲིད་པ་	VERB
དང་	དང་	NO_POS
བྲལ་	བྲལ་	VERB
དུ་	ལ་	PART
ཆུག་	ཆུག་	VERB
ཀྱང་	ཀྱང་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
མི་ཟད་	མི་ཟད་	NO_POS
དེ་	དེ་	DET
།		PUNCT
ལམ་	གམ་	PART
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཀྱང་	ཀྱང་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
དེས་ན་	དེས་ན་	NO_POS
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
མ་ཟད་	མ་ཟད་	NO_POS
ན་	ན་	ADP
གྲོལ་བ་	གྲོལ་བ་	VERB
ར་	ལ་	PART
ག་ལ་	ག་ལ་	NO_POS
འགྱུར་	འགྱུར་	VERB
སྙམ་	སྙམ་	VERB
ན་	ན་	ADP
།		PUNCT
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
ཞེ་	ཅེས་	PART
སྨོས་	སྨོས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
འདི་ལྟར་	འདི་ལྟར་	NO_POS
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
དང་	དང་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ས་	གིས་	PART
དེ་ཉིད་	དེ་ཉིད་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
ཡིན་ཡང་	ཡིན་ཡང་	NO_POS
ཐ་མལ་	ཐ་མལ་	ADJ
གྱི་	གི་	PART
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
གེགས་བྱེད་པ་	གེགས་བྱེད་པ་	NO_POS
ལ་	ལ་	ADP
འགལ་བ་	འགལ་བ་	VERB
མེད་	མེད་	VERB
དེ་	དེ་	DET
།		PUNCT
མཁན་པོ་	མཁན་པོ་	NOUN
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
ལྷ་		
ཀྱང་	ཀྱང་	PART
།		PUNCT
དཔེར་ན་	དཔེར་ན་	NO_POS
རྨི་ལམ་	རྨི་ལམ་	NOUN
བུ་	བུ་	NOUN
ཤི་	ཤི་	VERB
ལ་	ལ་	ADP
།།		PUNCT
དེ་	དེ་	DET
མེད་	མེད་	VERB
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
དེ་	དེ་	DET
ཡོད་	ཡོད་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
གེགས་	གེགས་	NOUN
ཡིན་	ཡིན་	NO_POS
དེ་ཡང་	དེ་ཡང་	ADV
བརྫུན་པ་	བརྫུན་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
ནི་	ནི་	NO_POS
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
དང་	དང་	NO_POS
འཇིག་པ་	འཇིག་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
ནི་	ནི་	NO_POS
སྲིད་པ་	སྲིད་པ་	VERB
འཁོར་བ་	འཁོར་བ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
དེ་	དེ་	DET
ས་	གིས་	PART
གློ་བུ་	གློ་བུ་	OTHER
གྱི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
སེལ་བ་	སེལ་བ་	VERB
ར་	ལ་	PART
ག་ལ་	ག་ལ་	NO_POS
འགྱུར་	འགྱུར་	VERB
སྙམ་	སྙམ་	VERB
ན་	ན་	ADP
།		PUNCT
སྲིད་པ་	སྲིད་པ་	VERB
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
སྲིད་པ་	སྲིད་པ་	VERB
དག་	དག་	DET
།		PUNCT
ཅེས་	ཅེས་	PART
སྨོས་	སྨོས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
སྲིད་པ་	སྲིད་པ་	VERB
ནི་	ནི་	NO_POS
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
གྱི་	གི་	PART
སྣོད་	སྣོད་	NOUN
དང་	དང་	NO_POS
བཅུད་	བཅུད་	NOUN
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
དེ་	དེ་	DET
སྦྱོང་བ་	སྦྱོང་བ་	VERB
གཞལ་ཡས་	གཞལ་ཡས་	ADJ
ཁང་	ཁང་	NOUN
དང་	དང་	NO_POS
སྐྱེད་	སྐྱེད་	VERB
ཆོག་	ཆོག་	VERB
བཞི་	བཞི་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
བསྒོམ་པ་	བསྒོམ་པ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
གྱིས་	གིས་	PART
དེ་ཉིད་	དེ་ཉིད་	NOUN
དག་པ་	དག་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
དོ་	གོ་	PART
། །		PUNCT
སྦམས་པ་	སྦམས་པ་	NO_POS
གཉེན་པོ་	གཉེན་པོ་	NOUN
ར་	ལ་	PART
ཆེ་བ་	ཆེ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཇི་ལྟ་		
རྣ་བ་	རྣ་བ་	NOUN
ར་	ལ་	PART
ཆུ་	ཆུ་	NOUN
ཞུགས་པ་	ཞུགས་པ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
ཐ་མལ་	ཐ་མལ་	ADJ
གྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
ས་	གིས་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
གཡེངས་པ་	གཡེངས་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ངེས་པ་	ངེས་པ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
ས་	གིས་	PART
སྦྱོང་བ་	སྦྱོང་བ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
དོ་	གོ་	PART
། །		PUNCT
བསྣན་པ་	བསྣན་པ་	VERB
གཉེན་པོ་	གཉེན་པོ་	NOUN
ར་	ལ་	PART
ཆེ་བ་	ཆེ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཇི་ལྟ་		
འཚེད་པ་	འཚེད་པ་	NO_POS
ས་	གིས་	PART
ཚིག་པ་	ཚིག་པ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
ཀྱི་	གི་	PART
མེ་	མེ་	NOUN
ས་	གིས་	PART
ཚིག་པ་	ཚིག་པ་	VERB
ལ་	ལ་	ADP
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
སེལ་	སེལ་	VERB
གྱི་	གི་	PART
གཞན་	གཞན་	DET
གང་	གང་	NO_POS
གིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
སེལ་བ་	སེལ་བ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
གུ་	གུ་	NOUN
གྱི་	གི་	PART
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
།		PUNCT
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
ཀྱིས་	གིས་	PART
བསྐྱེད་	བསྐྱེད་	VERB
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
། །		PUNCT
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
རྣམ་གྲོལ་	རྣམ་གྲོལ་	NOUN
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཆགས་པ་	ཆགས་པ་	VERB
ཡོངས་ཤེས་པ་	ཡོངས་ཤེས་པ་	NO_POS
ས་	གིས་	PART
། །		PUNCT
ཡིད་	ཡིད་	NOUN
ནི་	ནི་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
ལམ་	གམ་	PART
དེ་	དེ་	DET
སྤང་བྱ་	སྤང་བྱ་	NOUN
དང་	དང་	NO_POS
འགལ་བ་	འགལ་བ་	VERB
ས་	གིས་	PART
གྲོལ་	གྲོལ་	VERB
ལམ་	གམ་	PART
མི་འགལ་བ་	མི་འགལ་བ་	NO_POS
ས་	གིས་	PART
གྲོལ་	གྲོལ་	VERB
།		PUNCT
འགལ་བ་	འགལ་བ་	VERB
ས་	གིས་	PART
གྲོལ་	གྲོལ་	VERB
ན་	ན་	ADP
སྔ་	སྔ་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
དང་	དང་	NO_POS
འགལ་	འགལ་	VERB
ལ་	ལ་	ADP
།		PUNCT
མི་འགལ་བ་	མི་འགལ་བ་	NO_POS
ས་	གིས་	PART
གྲོལ་	གྲོལ་	VERB
ན་སོ་	ན་སོ་	NOUN
སོ་སྐྱེ་བོ་	སོ་སྐྱེ་བོ་	NOUN
རྣམས་	རྣམས་	DET
དང་	དང་	NO_POS
ཁྱད་	ཁྱད་	NOUN
ཅི་	ཅི་	NO_POS
ཡོད་	ཡོད་	VERB
སྙམ་	སྙམ་	VERB
ན་	ན་	ADP
།		PUNCT
མི་འགལ་བ་	མི་འགལ་བ་	NO_POS
ས་	གིས་	PART
མི་	མི་	PART
གྲོལ་བ་	གྲོལ་བ་	VERB
