form	lemma	POS	morph
ཆུང་བ་	ཆུང་བ་	VERB
ན་	ནས་	PART
།		PUNCT
ལམ་	གམ་	PART
དུས་	དུས་	NOUN
ཀྱིས་	གིས་	PART
དབང་	དབང་	NOUN
རྒྱ་	རྒྱ་	VERB
འབྲིང་	འབྲིང་	NOUN
གང་ཡང་	གང་ཡང་	NO_POS
རུང་བ་	རུང་བ་	VERB
རྣམས་	རྣམས་	DET
བླངས་ཀྱང་	བླངས་ཀྱང་	NO_POS
འགལ་བ་	འགལ་བ་	VERB
མེད་	མེད་	VERB
དོ་	གོ་	PART
ཞེ་	ཅེས་	PART
བླ་མ་	བླ་མ་	NOUN
དམ་པ་	དམ་པ་	VERB
རྣམས་	རྣམས་	DET
གསུང་	གསུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ན་	ADP
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཆང་	འཆང་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
གོ་འཕང་	གོ་འཕང་	NOUN
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
ལམ་	གམ་	PART
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
དབང་	དབང་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
ལེན་པ་	ལེན་པ་	VERB
འི་	གི་	PART
ལག་ལེན་	ལག་ལེན་	NOUN
༑		PUNCT
དཔོན་མོ་	དཔོན་མོ་	NO_POS
གོ་	གོ་	VERB
གོ་	གོ་	VERB
ཅན་	ཅན་	PART
གྱིས་	གིས་	PART
བསྐུལ་	བསྐུལ་	VERB
ན་	ནས་	PART
འཕགས་པ་	འཕགས་པ་	VERB
ས་	གིས་	PART
ཤིང་ཕོ་	ཤིང་ཕོ་	NO_POS
ཁྱི་	ཁྱི་	NOUN
འི་	གི་	PART
ཟླ་བ་	ཟླ་བ་	NOUN
བཅུ་	བཅུ་	NUM
		
ཞ་	ཞ་	OTHER
		
གཉིས་	གཉིས་	NUM
		
པ་	པ་	OTHER
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
ཉི་ཤུ་	ཉི་ཤུ་	NUM
བདུན་	བདུན་	NUM
ལ་	ལ་	ADP
སྦྱར་	སྦྱར་	VERB
ཏེ་	སྟེ་	PART
བསྐུར་བ་	བསྐུར་བ་	VERB
འོ་	གོ་	PART
།། །།༄༅། །		PUNCT
		
ཀྱེ་	ཀྱེ་	INTJ
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
		
ལུ་	ལུ་	NO_POS
		
ཀྱེ་	ཀྱེ་	INTJ
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
		
ལུས་	ལུས་	NOUN
དཀྱིལ་	དཀྱིལ་	NOUN
		
གྱི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
		
ལུ་	ལུ་	NO_POS
		
བསྒོམ་པ་	བསྒོམ་པ་	VERB
		
བཞུགས་	བཞུགས་	VERB
སོ་	སོ་	PART
། ། ༄༅། །		PUNCT
བླ་མ་	བླ་མ་	NOUN
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
ཞབས་	ཞབས་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
ལུས་སེམས་	ལུས་སེམས་	NOUN
གདོད་མ་	གདོད་མ་	OTHER
ན་	ནས་	PART
། །		PUNCT
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
		
གཉིས་	གཉིས་	NUM
སུ་	སུ་	ADP
		
ཞ་	ཞ་	OTHER
		
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
		
ལྷུན་གྲུབ་པ་	ལྷུན་གྲུབ་པ་	OTHER
ར་	ལ་	PART
། །		PUNCT
བཏུད་	བཏུད་	NO_POS
ན་	ནས་	PART
དེ་	དེ་	DET
མངོན་	མངོན་	VERB
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བཤད་	བཤད་	VERB
། །		PUNCT
དཔལ་	དཔལ་	OTHER
ཀྱེ་	ཀྱེ་	INTJ
འི་	གི་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
འདོད་པ་	འདོད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
རང་	རང་	PRON
དམ་ཚིག་	དམ་ཚིག་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
ར་	ལ་	PART
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
བསྟིམ་པ་	བསྟིམ་པ་	NO_POS
འི་	གི་	PART
མཐུ་	མཐུ་	NOUN
ས་	གིས་	PART
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
ལུས་རྟེན་	ལུས་རྟེན་	NO_POS
དང་	དང་	NO_POS
བརྟེན་པ་	བརྟེན་པ་	VERB
ར་	ལ་	PART
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དུ་	ལ་	PART
ཅིག་ཅར་	ཅིག་ཅར་	ADV
དུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ར་	ལ་	PART
དམིགས་	དམིགས་	VERB
ན་	ནས་	PART
།		PUNCT
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
གསལ་	གསལ་	VERB
གདབ་པ་	གདབ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
།		PUNCT
རྐང་མཐིལ་	རྐང་མཐིལ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ས་གཞི་	ས་གཞི་	NOUN
།		PUNCT
རྩིབ་ལོགས་	རྩིབ་ལོགས་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
ར་བ་	ར་བ་	NOUN
།		PUNCT
པགས་པ་	པགས་པ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གུ་	གུ་	NOUN
དང་	དང་	NO_POS
བླ་རེ་	བླ་རེ་	NOUN
༑		PUNCT
བ་སྤུ་	བ་སྤུ་	NOUN
མད་	མདའ་	NOUN
འི་	གི་	PART
དྲ་བ་	དྲ་བ་	OTHER
།		PUNCT
སྐྲ་	སྐྲ་	NOUN
སེན་	སེན་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
མེ་	མེ་	NOUN
		
རབ་ཏུ་	རབ་ཏུ་	NO_POS
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
རབ་ཏུ་	རབ་ཏུ་	NO_POS
		
འབར་བ་	འབར་བ་	VERB
སྟེ་	སྟེ་	PART
སྲུང་བ་	སྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
རྐང་མཐིལ་	རྐང་མཐིལ་	NOUN
རླུང་	རླུང་	NOUN
།		PUNCT
སུམ་མདོ་	སུམ་མདོ་	NO_POS
མེ་	མེ་	NOUN
།		PUNCT
ལྟོ་བ་	ལྟོ་བ་	NOUN
ཆུ་	ཆུ་	NOUN
།		PUNCT
སྙིང་ག་	སྙིང་ག་	NOUN
ས་	ས་	ADP
།		PUNCT
སྒལ་ཚིགས་	སྒལ་ཚིགས་	NO_POS
རི་	རི་	NOUN
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
རི་རབ་	རི་རབ་	PROPN
།		PUNCT
		
མགོ་བོ་	མགོ་བོ་	NOUN
རི་རབ་	རི་རབ་	PROPN
ཀྱི་	གི་	PART
སྟོད་	སྟོད་	NOUN
ཀྱི་	གི་	PART
ཆ་	ཆ་	NOUN
།		PUNCT
		
ཞ་	ཞ་	OTHER
		
མགོ་བོ་	མགོ་བོ་	NOUN
ཀྱི་	གི་	PART
ཆ་	ཆ་	NOUN
།		PUNCT
		
ལུས་	ལུས་	NOUN
འདོམ་གང་	འདོམ་གང་	NO_POS
གྲུ་བཞི་	གྲུ་བཞི་	ADJ
གཞལ་ཡས་	གཞལ་ཡས་	ADJ
ཁང་པ་	ཁང་པ་	NOUN
གྲུ་བཞི་པ་	གྲུ་བཞི་པ་	ADJ
།		PUNCT
སྙིང་ག་	སྙིང་ག་	NOUN
		
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
		
ཞ་	ཞ་	OTHER
		
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
		
ན་	ནས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
བཞི་	བཞི་	NUM
འི་	གི་	PART
རླུང་	རླུང་	NOUN
རྒྱུ་བ་	རྒྱུ་བ་	VERB
ས་	གིས་	PART
སྒོ་	སྒོ་	NOUN
བཞི་	བཞི་	NUM
།		PUNCT
མིག་	མིག་	NOUN
པཉྩ་	པཉྩ་	NO_POS
རེ་	རེ་	DET
ཁཱའི་		NON_WORD
རྩིག་པ་	རྩིག་པ་	VERB
།		PUNCT
སྣ་	སྣ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
ཕ་གུ་	ཕ་གུ་	NOUN
།		PUNCT
སོ་	སོ་	PART
དྲ་བ་	དྲ་བ་	OTHER
དྲ་ཕྱེད་	དྲ་ཕྱེད་	NO_POS
།		PUNCT
ལྕེ་	ལྕེ་	NOUN
དང་	དང་	NO_POS
མཆུ་	མཆུ་	NOUN
འདོད་ཡོན་	འདོད་ཡོན་	NOUN
གྱི་	གི་	PART
སྣམ་བུ་	སྣམ་བུ་	NOUN
།		PUNCT
རྣ་བ་	རྣ་བ་	NOUN
རྟ་བབས་	རྟ་བབས་	NOUN
།		PUNCT
རྐང་	རྐང་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཀ་བ་	ཀ་བ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དེ་	དེ་	DET
།		PUNCT
གཞལ་ཡས་	གཞལ་ཡས་	ADJ
ཁང་པ་	ཁང་པ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
སྙིང་ག་	སྙིང་ག་	NOUN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འདབ་མ་	འདབ་མ་	NOUN
བརྒྱད་པ་	བརྒྱད་པ་	NUM
འི་	གི་	PART
ལྟེ་བ་	ལྟེ་བ་	NOUN
འི་	གི་	PART
ཧཱུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
ཕུང་པོ་	ཕུང་པོ་	NOUN
དག་པ་	དག་པ་	VERB
མི་བསྐྱོད་པ་	མི་བསྐྱོད་པ་	NO_POS
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
སྔོན་པོ་	སྔོན་པོ་	ADJ
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
དང་	དང་	NO_POS
དྲིལ་བུ་	དྲིལ་བུ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ཕྱག་	ཕྱག་	NOUN
གིས་	གིས་	PART
ཡུམ་	ཡུམ་	NOUN
ཆུ་	ཆུ་	NOUN
དག་པ་	དག་པ་	VERB
མཱ་	མཱ་	NO_POS
མ་	མ་	PART
ཀཱི་		NON_WORD
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
སྔོན་མོ་	སྔོན་མོ་	OTHER
གྲི་གུག་	གྲི་གུག་	NOUN
དང་	དང་	NO_POS
ཐོད་པ་	ཐོད་པ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
ལ་	ལ་	ADP
འཁྱུད་པ་	འཁྱུད་པ་	VERB
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཀྱིས་	གིས་	PART
བསྐོར་བ་	བསྐོར་བ་	VERB
།		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དབྱིངས་	དབྱིངས་	NOUN
ཀྱི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
ལྟེ་བ་	ལྟེ་བ་	NOUN
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འདབ་མ་	འདབ་མ་	NOUN
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
རྩ་	རྩ་	NUM
བཞི་པ་	བཞི་པ་	ADJ
འི་	གི་	PART
ལྟེ་བ་	ལྟེ་བ་	NOUN
ར་	ལ་	PART
ཨཱྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
ཚོར་བ་	ཚོར་བ་	VERB
དག་པ་	དག་པ་	VERB
རིན་ཆེན་	རིན་ཆེན་	OTHER
འབྱུང་	འབྱུང་	VERB
ལྡན་	ལྡན་	VERB
དུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
སེར་པོ་	སེར་པོ་	ADJ
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
དང་	དང་	NO_POS
དྲིལ་བུ་	དྲིལ་བུ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ཕྱག་	ཕྱག་	NOUN
གིས་	གིས་	PART
ཡུམ་	ཡུམ་	NOUN
ས་	ས་	ADP
དག་པ་	དག་པ་	VERB
རིན་ཆེན་	རིན་ཆེན་	OTHER
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
སེར་མོ་	སེར་མོ་	ADJ
གྲི་གུག་	གྲི་གུག་	NOUN
དང་	དང་	NO_POS
ཐོད་པ་	ཐོད་པ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
ལ་	ལ་	ADP
འཁྱུད་པ་	འཁྱུད་པ་	VERB
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
རྩ་	རྩ་	NUM
བཞི་	བཞི་	NUM
ས་	གིས་	PART
བསྐོར་བ་	བསྐོར་བ་	VERB
།		PUNCT
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
ཀྱི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
འོ་	གོ་	PART
༑ ༑		PUNCT
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
བདེ་བ་	བདེ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འདབ་མ་	འདབ་མ་	NOUN
སུམ་ཅུ་རྩ་གཉིས་པ་	སུམ་ཅུ་རྩ་གཉིས་པ་	NO_POS
འི་	གི་	PART
ལྟེ་བ་	ལྟེ་བ་	NOUN
ར་	ལ་	PART
།		PUNCT
ཧཾ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
གཟུགས་	གཟུགས་	NOUN
དག་པ་	དག་པ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྣང་	སྣང་	VERB
མཛད་	མཛད་	VERB
དུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
དཀར་པོ་	དཀར་པོ་	ADJ
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
དང་	དང་	NO_POS
དྲིལ་བུ་	དྲིལ་བུ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ཕྱག་	ཕྱག་	NOUN
གིས་	གིས་	PART
ཡུམ་	ཡུམ་	NOUN
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
དག་པ་	དག་པ་	VERB
		
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
དབྱིངས་	དབྱིངས་	NOUN
		
ཞ་	ཞ་	OTHER
		
ཆོ་	ཆོ་	NOUN
		
ཀྱི་	གི་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
མ་	མ་	PART
དཀར་མོ་	དཀར་མོ་	ADJ
གྲི་གུག་	གྲི་གུག་	NOUN
དང་	དང་	NO_POS
ཐོད་པ་	ཐོད་པ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
ལ་	ལ་	ADP
འཁྱུད་པ་	འཁྱུད་པ་	VERB
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
སུམ་ཅུ་རྩ་གཉིས་	སུམ་ཅུ་རྩ་གཉིས་	NO_POS
ཀྱིས་	གིས་	PART
བསྐོར་བ་	བསྐོར་བ་	VERB
།		PUNCT
མེ་ལོང་	མེ་ལོང་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
མགྲིན་པ་	མགྲིན་པ་	NOUN
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འདབ་མ་	འདབ་མ་	NOUN
བཅུ་དྲུག་པ་	བཅུ་དྲུག་པ་	NO_POS
འི་	གི་	PART
ལྟེ་བ་	ལྟེ་བ་	NOUN
ར་	ལ་	PART
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ལ་	ལ་	ADP
ས་	གིས་	PART
འདུ་ཤེས་	འདུ་ཤེས་	NOUN
དག་པ་	དག་པ་	VERB
འོད་	འོད་	NOUN
དཔག་མེད་	དཔག་མེད་	ADJ
དུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
པདྨ་	པདྨ་	NOUN
དང་	དང་	NO_POS
དྲིལ་བུ་	དྲིལ་བུ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ཕྱག་	ཕྱག་	NOUN
གིས་	གིས་	PART
ཡུམ་	ཡུམ་	NOUN
མེ་	མེ་	NOUN
དག་པ་	དག་པ་	VERB
གོ་	གོ་	NOUN
དཀར་མོ་	དཀར་མོ་	ADJ
དམར་མོ་	དམར་མོ་	ADJ
གྲི་གུག་	གྲི་གུག་	NOUN
དང་	དང་	NO_POS
ཐོད་པ་	ཐོད་པ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
ལ་	ལ་	ADP
འཁྱུད་པ་	འཁྱུད་པ་	VERB
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
གིས་	གིས་	PART
བསྐོར་བ་	བསྐོར་བ་	VERB
།		PUNCT
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
གསང་གནས་	གསང་གནས་	NO_POS
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
གྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
འདབ་མ་	འདབ་མ་	NOUN
སུམ་ཅུ་རྩ་གཉིས་པ་	སུམ་ཅུ་རྩ་གཉིས་པ་	NO_POS
འི་	གི་	PART
ལྟེ་བ་	ལྟེ་བ་	NOUN
ར་	ལ་	PART
ཧཱ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
འདུ་བྱེད་	འདུ་བྱེད་	NOUN
དག་པ་	དག་པ་	VERB
དོན་ཡོད་	དོན་ཡོད་	ADJ
གྲུབ་པ་	གྲུབ་པ་	VERB
ར་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
།		PUNCT
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
ལྗང་གུ་	ལྗང་གུ་	NO_POS
རལ་གྲི་	རལ་གྲི་	NOUN
དང་	དང་	NO_POS
དྲིལ་བུ་	དྲིལ་བུ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
ཕྱག་	ཕྱག་	NOUN
གིས་	གིས་	PART
ཡུམ་	ཡུམ་	NOUN
རླུང་	རླུང་	NOUN
དག་པ་	དག་པ་	VERB
དམ་ཚིག་	དམ་ཚིག་	NOUN
སྒྲོལ་མ་	སྒྲོལ་མ་	PROPN
ལྗང་གུ་	ལྗང་གུ་	NO_POS
གྲི་གུག་	གྲི་གུག་	NOUN
དང་	དང་	NO_POS
ཐོད་པ་	ཐོད་པ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
ལ་	ལ་	ADP
འཁྱུད་པ་	འཁྱུད་པ་	VERB
།		PUNCT
ཡུམ་	ཡུམ་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
འི་	གི་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
སུམ་ཅུ་རྩ་གཉིས་	སུམ་ཅུ་རྩ་གཉིས་	NO_POS
ཀྱིས་	གིས་	PART
བསྐོར་བ་	བསྐོར་བ་	VERB
༑		PUNCT
བྱ་བ་	བྱ་བ་	VERB
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
གཙོ་བོ་	གཙོ་བོ་	ADJ
ལྔ་པོ་	ལྔ་པོ་	NUM
ནི་	ནི་	NO_POS
དབུ་	དབུ་	NOUN
འི་	གི་	PART
གཙུག་ཏོར་	གཙུག་ཏོར་	PROPN
བལྟ་	བལྟ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
མཐོང་བ་	མཐོང་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
།		PUNCT
མཚན་	མཚན་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
སུམ་ཅུ་རྩ་གཉིས་	སུམ་ཅུ་རྩ་གཉིས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
སེན་མོ་	སེན་མོ་	NOUN
ཟངས་	ཟངས་	NOUN
ཀྱི་	གི་	PART
མདོག་	མདོག་	NOUN
ལྟ་	ལྟ་	OTHER
དམར་བ་	དམར་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དཔེ་བྱད་	དཔེ་བྱད་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
བརྒྱད་ཅུ་	བརྒྱད་ཅུ་	NO_POS
དང་	དང་	NO_POS
