form	lemma	POS	morph
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ཀླུ་དབང་	ཀླུ་དབང་	OTHER
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
དྲི་ཟ་	དྲི་ཟ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
མི་	མི་	PART
འམ་	གམ་	PART
ཅི་	ཅི་	NO_POS
ཡི་	ཡི་	ADP
ཚོགས་	ཚོགས་	NOUN
ཀྱིས་	གིས་	PART
གུ་	གུ་	VERB
མཆོད་	མཆོད་	VERB
མ་	མ་	PART
། །		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཤིང་	ཅིང་	PART
དྲུང་	དྲུང་	NOUN
བཞུགས་	བཞུགས་	VERB
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
ཞགས་པ་	ཞགས་པ་	NOUN
འི་	གི་	PART
འཆིང་བ་	འཆིང་བ་	VERB
གཅོད་	གཅོད་	NO_POS
མཛད་	མཛད་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
གཞན་	གཞན་	DET
གྱི་	གི་	PART
སྔགས་	སྔགས་	NOUN
དང་	དང་	NO_POS
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
རྫས་སྦྱོར་	རྫས་སྦྱོར་	OTHER
དང་	དང་	NO_POS
། །		PUNCT
བྱད་སྟེམས་	བྱད་སྟེམས་	NO_POS
འབྱེད་	འབྱེད་	VERB
དང་	དང་	NO_POS
དྲག་ཤུལ་	དྲག་ཤུལ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམས་	རྣམས་	DET
ཀུན་	ཀུན་	DET
། །		PUNCT
རབ་ཏུ་	རབ་ཏུ་	NO_POS
འཇོམས་	འཇོམས་	NO_POS
མ་	མ་	PART
ཁྱོད་	ཁྱོད་	PRON
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
༑ ༑		PUNCT
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
མཆོད་	མཆོད་	VERB
ལ་	ལ་	ADP
མངོན་པ་	མངོན་པ་	OTHER
བརྩོན་པ་	བརྩོན་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
བརྩེ་བ་	བརྩེ་བ་	VERB
ས་	གིས་	PART
གཞན་དོན་	གཞན་དོན་	NOUN
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
ལྷུར་ལེན་	ལྷུར་ལེན་	ADJ
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
ཐེག་པ་	ཐེག་པ་	NOUN
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
བརྟུལ་ཞུགས་	བརྟུལ་ཞུགས་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
རྣམས་	རྣམས་	DET
། །		PUNCT
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
སྐྱོང་བ་	སྐྱོང་བ་	VERB
ཁྱོད་	ཁྱོད་	PRON
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
རྣམ་ཤེས་	རྣམ་ཤེས་	NOUN
གནས་	གནས་	NOUN
གྱུར་	གྱུར་	VERB
ཞེ་སྡང་	ཞེ་སྡང་	NOUN
རྣམ་དག་པ་	རྣམ་དག་པ་	ADJ
། །		PUNCT
ཆོས་དབྱིངས་	ཆོས་དབྱིངས་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
རང་བཞིན་	རང་བཞིན་	NOUN
ལྷ་མོ་	ལྷ་མོ་	NOUN
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
། །		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
ཀྱི་	གི་	PART
རིགས་	རིགས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་	བྱུང་	VERB
། །		PUNCT
སྟོང་	སྟོང་	NUM
ཆེན་	ཆེན་	NO_POS
རབ་	རབ་	ADV
འཇོམས་	འཇོམས་	NO_POS
ཞབས་	ཞབས་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
མདངས་ལྡན་	མདངས་ལྡན་	NO_POS
ཞལ་	ཞལ་	NOUN
བཞི་	བཞི་	NUM
ཕྱག་	ཕྱག་	NOUN
བརྒྱད་	བརྒྱད་	NUM
མ་	མ་	PART
། །		PUNCT
གཡའ་	གཡའ་	NOUN
ཞལ་	ཞལ་	NOUN
ཀུནྡ་		NON_WORD
ལྟ་	ལྟ་	OTHER
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
རྒྱབ་	རྒྱབ་	NOUN
ཞལ་	ཞལ་	NOUN
སེ་	སེ་	NO_POS
ར་	ལ་	PART
། །		PUNCT
གཡོན་	གཡོན་	NOUN
ཞལ་	ཞལ་	NOUN
ལྗང་	ལྗང་	NO_POS
		
		
ཞ་	ཞ་	OTHER
		
དམར་	དམར་	VERB
		
ཞིང་	ཞིང་	SCONJ
ཞལ་	ཞལ་	NOUN
རེ་	རེ་	DET
ར་	ལ་	PART
སྤྱན་	སྤྱན་	NOUN
གསུམ་	གསུམ་	NUM
ལྡན་	ལྡན་	VERB
"།

།"		PUNCT
རྔམ་པ་	རྔམ་པ་	NO_POS
འི་	གི་	PART
སྒྲ་དབྱངས་	སྒྲ་དབྱངས་	NOUN
སྒྲོགས་	སྒྲོགས་	VERB
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
མདའ་	མདའ་	NOUN
དང་	དང་	NO_POS
རལ་གྲི་	རལ་གྲི་	NOUN
གཡའ་	གཡའ་	NOUN
། །		PUNCT
ཞགས་པ་	ཞགས་པ་	NOUN
དང་	དང་	NO_POS
བཅའ་	བཅའ་	VERB
སྡིགས་	སྡིགས་	NO_POS
འཛུབ་		NON_WORD
དགྲ་སྟ་	དགྲ་སྟ་	NO_POS
གཞུ་	གཞུ་	NOUN
། །		PUNCT
རིན་ཆེན་	རིན་ཆེན་	OTHER
འབར་བ་	འབར་བ་	VERB
གཡོན་པ་	གཡོན་པ་	ADJ
འི་	གི་	PART
ཕྱག་	ཕྱག་	NOUN
ན་	ན་	ADP
བསྣམས་	བསྣམས་	NO_POS
། །		PUNCT
སྟག་	སྟག་	NOUN
དང་	དང་	NO_POS
སྦྲུལ་	སྦྲུལ་	NOUN
གྱི་	གི་	PART
བརྒྱན་	བརྒྱན་	VERB
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
ཉི་མ་	ཉི་མ་	NOUN
ར་	ལ་	PART
རོལ་པ་	རོལ་པ་	VERB
ས་	གིས་	PART
བགེགས་	བགེགས་	NOUN
དང་	དང་	NO_POS
འབྱུང་པོ་	འབྱུང་པོ་	NOUN
མནན་	མནན་	VERB
། །		PUNCT
མ་མོ་	མ་མོ་	NOUN
བདུན་	བདུན་	NUM
དང་	དང་	NO_POS
སྲིན་མོ་	སྲིན་མོ་	NOUN
ཤ་ཟ་	ཤ་ཟ་	NOUN
མོ་	མོ་	PRON
༑ ༑		PUNCT
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
མོ་	མོ་	PRON
རྣམས་	རྣམས་	DET
རབ་ཏུ་	རབ་ཏུ་	NO_POS
སྐྲག་	སྐྲག་	VERB
མཛད་པ་	མཛད་པ་	VERB
། །		PUNCT
ཏཱ་ལ་	ཏཱ་ལ་	OTHER
འི་	གི་	PART
ཤིང་	ཅིང་	PART
དྲུང་	དྲུང་	NOUN
བཞུགས་	བཞུགས་	VERB
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
རླུང་	རླུང་	NOUN
དང་	དང་	NO_POS
བད་ཀན་	བད་ཀན་	OTHER
མཁྲིས་པ་	མཁྲིས་པ་	NO_POS
འི་	གི་	PART
ནད་	ནད་	NOUN
སེལ་	སེལ་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
ཐོག་	ཐོག་	NOUN
དང་	དང་	NO_POS
སེར་བ་	སེར་བ་	NOUN
རླུང་	རླུང་	NOUN
སོགས་	སོགས་	DET
གནོད་པ་	གནོད་པ་	VERB
འཇོམས་	འཇོམས་	NO_POS
། །		PUNCT
དུས་	དུས་	NOUN
མིན་	མིན་	AUX
འཆི་བ་	འཆི་བ་	VERB
ངེས་པ་		
ཟློག་	ཟློག་	VERB
མཛད་པ་	མཛད་པ་	VERB
༑ ༑		PUNCT
འཇིགས་བྱེད་	འཇིགས་བྱེད་	OTHER
ཁྲོ་མོ་	ཁྲོ་མོ་	OTHER
འི་	གི་	PART
ཞབས་	ཞབས་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
ཚོར་བ་	ཚོར་བ་	VERB
གནས་	གནས་	NOUN
གྱུར་	གྱུར་	VERB
སེར་སྣ་	སེར་སྣ་	NOUN
རྣམ་དག་པ་	རྣམ་དག་པ་	ADJ
། །		PUNCT
མཉམ་ཉིད་	མཉམ་ཉིད་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
རང་བཞིན་	རང་བཞིན་	NOUN
ལྷ་མོ་	ལྷ་མོ་	NOUN
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
། །		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
རིགས་	རིགས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་	བྱུང་	VERB
། །		PUNCT
རྨ་བྱ་ཆེན་མོ་	རྨ་བྱ་ཆེན་མོ་	NO_POS
འི་	གི་	PART
ཞབས་	ཞབས་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
གསེར་	གསེར་	NOUN
བཟངས་	བཟངས་	VERB
མདོག་	མདོག་	NOUN
མཚུངས་	མཚུངས་	VERB
ཞལ་	ཞལ་	NOUN
གསུམ་	གསུམ་	NUM
ཕྱག་	ཕྱག་	NOUN
བརྒྱད་	བརྒྱད་	NUM
མ་	མ་	PART
། །		PUNCT
གཡའ་	གཡའ་	NOUN
ཞལ་	ཞལ་	NOUN
མིག་སྨན་	མིག་སྨན་	OTHER
ལྟ་	ལྟ་	OTHER
གནག་	གནག་	VERB
གཡོན་པ་	གཡོན་པ་	ADJ
དམར་	དམར་	VERB
། །		PUNCT
པདྨ་	པདྨ་	NOUN
ཟླ་བ་	ཟླ་བ་	NOUN
ར་	ལ་	PART
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
སྐྱིལ་ཀྲུང་	སྐྱིལ་ཀྲུང་	NOUN
བཞུགས་	བཞུགས་	VERB
། །		PUNCT
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
རྒྱན་	རྒྱན་	NOUN
གྱིས་	གིས་	PART
སྤྲ་	སྤྲ་	NO_POS
ས་	གིས་	PART
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
མཆོག་སྦྱིན་	མཆོག་སྦྱིན་	NOUN
བུམ་པ་	བུམ་པ་	NOUN
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རལ་གྲི་	རལ་གྲི་	NOUN
གཡའ་	གཡའ་	NOUN
། །		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
དང་	དང་	NO_POS
བཅའ་	བཅའ་	VERB
ལྷུང་བཟེད་	ལྷུང་བཟེད་	NOUN
རྨ་བྱ་	རྨ་བྱ་	NOUN
འི་	གི་	PART
སྒྲོ་	སྒྲོ་	NOUN
། །		PUNCT
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ས་	གིས་	PART
མཚན་པ་	མཚན་པ་	VERB
འི་	གི་	PART
བུམ་པ་	བུམ་པ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
གཡོན་པ་	གཡོན་པ་	ADJ
ས་	གིས་	PART
བསྣམས་	བསྣམས་	NO_POS
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
།།		PUNCT
བདེན་པ་	བདེན་པ་	VERB
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
དྲང་སྲོང་	དྲང་སྲོང་	NOUN
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
མཆོད་	མཆོད་	VERB
། །		PUNCT
སྲིན་མོ་	སྲིན་མོ་	NOUN
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
འཇོམས་	འཇོམས་	NO_POS
ཀླུ་	ཀླུ་	NOUN
རྣམས་	རྣམས་	DET
སྐྲག་	སྐྲག་	VERB
མཛད་	མཛད་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
ལྷ་མ་	ལྷ་མ་	PROPN
ཡིན་	ཡིན་	NO_POS
རྣམས་	རྣམས་	DET
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
རྨོངས་	རྨོངས་	VERB
བྱེད་པ་	བྱེད་པ་	VERB
། །		PUNCT
མྱ་ངན་མེད་པ་	མྱ་ངན་མེད་པ་	PROPN
འི་	གི་	PART
ཤིང་	ཅིང་	PART
དྲུང་	དྲུང་	NOUN
བཞུགས་	བཞུགས་	VERB
ལ་	ལ་	ADP
འདུད་	འདུད་	NO_POS
། །		PUNCT
བརྟན་	བརྟན་	VERB
དང་	དང་	NO_POS
གཡོ་བ་	གཡོ་བ་	VERB
འི་	གི་	PART
དུག་	དུག་	NOUN
རྣམས་	རྣམས་	DET
རབ་	རབ་	ADV
འཇོམས་	འཇོམས་	NO_POS
ཤིང་	ཅིང་	PART
། །		PUNCT
དམོད་པ་	དམོད་པ་	VERB
