form	lemma	POS	morph
བསྡུ་	བསྡུ་	VERB
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
ཆུ་	ཆུ་	VERB
དེད་	དེད་	VERB
ན་	ནས་	PART
།		PUNCT
འོག་	འོག་	NOUN
སྒཽ་		NON_WORD
གཉིས་	གཉིས་	NUM
དང་	དང་	NO_POS
རྐང་མཐིལ་	རྐང་མཐིལ་	NOUN
ན་	ནས་	PART
འཐོན་	འཐོན་	NO_POS
ན་	ནས་	PART
ལུས་	ལུས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དཀར་མེ་	དཀར་མེ་	NO_POS
ར་	ལ་	PART
གྱིས་	གིས་	PART
ཁེངས་པ་	ཁེངས་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
ཞིང་	ཞིང་	ADP
༑		PUNCT
ཨོཾ་	ཨོཾ་	X
ཨཱཿ་		NON_WORD
ཁྃ་		NON_WORD
ཧཱུྃ་		NON_WORD
ཕཊ་		NON_WORD
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
ཞེ་	ཅེས་	PART
ལན་	ལན་	NOUN
མང་	མང་	VERB
དུ་	ལ་	PART
བཟླས་	བཟླས་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
ཐུན་	ཐུན་	NOUN
འཇོག་	འཇོག་	VERB
ཁ་	ཁ་	PRON
ར་	ལ་	PART
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ན་མ་	ན་མ་	PROPN
ར་	ལ་	PART
ཐིམ་	ཐིམ་	NO_POS
སྟེ་	སྟེ་	PART
སྡིག་པ་	སྡིག་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
དག་	དག་	DET
ན་	ནས་	PART
བདག་	བདག་	PRON
གི་	གི་	PART
རྒྱུད་	རྒྱུད་	NOUN
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་པ་	བརླབས་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
མོ་	མོ་	PRON
"།

།"		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
གྲངས་	གྲངས་	NOUN
ཀྱི་	གི་	PART
ངེས་པ་	ངེས་པ་	VERB
བདུན་	བདུན་	NUM
འབུམ་	འབུམ་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
གྲངས་	གྲངས་	NOUN
སམ་	གམ་	PART
།		PUNCT
དུས་	དུས་	NOUN
ཀྱི་	གི་	PART
ངེས་པ་	ངེས་པ་	VERB
ཟླ་བ་	ཟླ་བ་	NOUN
དྲུག་	དྲུག་	NUM
གམ་	གམ་	PART
།		PUNCT
མཚན་མ་	མཚན་མ་	NOUN
འི་	གི་	PART
ངེས་པ་	ངེས་པ་	VERB
ལུས་	ལུས་	NOUN
ལས་ངན་	ལས་ངན་	NOUN
སྐྱུགས་	སྐྱུགས་	VERB
འཐོན་པ་	འཐོན་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
གོ་	གོ་	NOUN
དཀར་པོ་	དཀར་པོ་	ADJ
གྱོན་པ་	གྱོན་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
ཁྲུ་	ཁྲུ་	NOUN
བྱས་པ་	བྱས་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ལ་	ལ་	ADP
འགྲོ་བ་	འགྲོ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
རྨི་ལྟས་	རྨི་ལྟས་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
བྱུང་	བྱུང་	VERB
གི་	གི་	PART
བ་	བ་	NOUN
ལ་	ལ་	ADP
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
༑ ༑		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུ་	བུ་	NOUN
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
བཟླས་	བཟླས་	NO_POS
བསྒོམ་	བསྒོམ་	VERB
ཡུན་རིང་	ཡུན་རིང་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ཀྱང་	ཀྱང་	PART
སྒྲིབ་པ་	སྒྲིབ་པ་	VERB
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
མཚན་མ་	མཚན་མ་	NOUN
མ་	མ་	PART
བྱུང་	བྱུང་	VERB
ན་	ན་	ADP
དེ་	དེ་	DET
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུའང་		NON_WORD
གསུམ་པ་	གསུམ་པ་	NUM
ཚུལ་	ཚུལ་	NOUN
གཞན་	གཞན་	DET
གྱི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
སྡིག་པ་	སྡིག་པ་	VERB
བཤགས་པ་	བཤགས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
དེ་	དེ་	DET
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
དང་	དང་	NO_POS
བརྟུལ་བ་	བརྟུལ་བ་	NO_POS
མཆོག་	མཆོག་	ADJ
ཏུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ས་	གིས་	PART
རིམ་པ་	རིམ་པ་	NOUN
གཉིས་	གཉིས་	NUM
མཐུན་	མཐུན་	VERB
བཞི་	བཞི་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ར་	ལ་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བཞི་	བཞི་	NUM
འབུམ་	འབུམ་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
གྲངས་	གྲངས་	NOUN
ཀྱི་	གི་	PART
བསྙེན་པ་	བསྙེན་པ་	VERB
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བསྙེན་པ་	བསྙེན་པ་	VERB
འི་	གི་	PART
བཅུ་ཆ་	བཅུ་ཆ་	OTHER
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
སྦྱིན་སྲེག་	སྦྱིན་སྲེག་	NOUN
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
དང་	དང་	NO_POS
སྡོམ་པ་	སྡོམ་པ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
གྲོག་	གྲོག་	NOUN
ཚངས་པ་	ཚངས་པ་	PROPN
མཚུངས་པ་	མཚུངས་པ་	VERB
ར་	ལ་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
མང་	མང་	VERB
དུ་	ལ་	PART
བསོགས་	བསོགས་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
བསྐང་བ་	བསྐང་བ་	VERB
ནི་	ནི་	NO_POS
གཙོ་བོ་	གཙོ་བོ་	ADJ
སྟེ་	སྟེ་	PART
།		PUNCT
ཐུན་	ཐུན་	NOUN
མཚམས་	མཚམས་	NOUN
རྣམས་	རྣམས་	DET
སུ་	སུ་	ADP
མདོ་	མདོ་	NOUN
བཀླག་པ་	བཀླག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སཱཙྪ་		NON_WORD
གདབ་པ་	གདབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བསྐོར་བ་	བསྐོར་བ་	VERB
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
གཏང་བ་	གཏང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྲོག་ཆགས་	སྲོག་ཆགས་	NOUN
ཀྱི་	གི་	PART
ཚེ་	ཚེ་	NOUN
བསྐྱབ་པ་	བསྐྱབ་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཚུལ་	ཚུལ་	NOUN
གཞན་	གཞན་	DET
གྱི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
སྡིག་པ་	སྡིག་པ་	VERB
བཤགས་པ་	བཤགས་པ་	VERB
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
དྲན་པ་	དྲན་པ་	VERB
ས་	གིས་	PART
མ་ཟིན་	མ་ཟིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
གི་	གི་	PART
ཉེས་པ་	ཉེས་པ་	VERB
མ་	མ་	PART
ཚོར་བ་	ཚོར་བ་	VERB
ར་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
དག་	དག་	DET
དང་	དང་	NO_POS
།		PUNCT
ཚེ་	ཚེ་	NOUN
ཐོག་མ་	ཐོག་མ་	NOUN
མེད་པ་	མེད་པ་	VERB
ན་	ནས་	PART
བསགས་པ་	བསགས་པ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
སྒྲིབ་པ་	སྒྲིབ་པ་	VERB
སྦྱང་བ་	སྦྱང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ས་	ས་	ADP
དང་	དང་	NO_POS
ལམ་	གམ་	PART
གྱི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
རྣམས་	རྣམས་	DET
བགྲོད་པ་	བགྲོད་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རྒྱུན་	རྒྱུན་	NOUN
དུའང་		NON_WORD
ཉམས་	ཉམས་	NOUN
སུ་	སུ་	ADP
བླང་བ་	བླང་བ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ལྟུང་བ་	ལྟུང་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ལྡང་བ་	ལྡང་བ་	VERB
བསྟན་	བསྟན་	VERB
ཟིན་	ཟིན་	VERB
ཏོ་	གོ་	PART
།། །།		PUNCT
ཕྱིར་བཅོས་པ་	ཕྱིར་བཅོས་པ་	OTHER
གཉིས་པ་	གཉིས་པ་	NUM
དམ་ཚིག་	དམ་ཚིག་	NOUN
དང་	དང་	NO_POS
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
བླང་བ་	བླང་བ་	VERB
ནི་	ནི་	NO_POS
ཡན་ལག་	ཡན་ལག་	NOUN
ཚང་	ཚང་	VERB
སྟེ་	སྟེ་	PART
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
ལྟུང་བ་	ལྟུང་བ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ན་	ན་	ADP
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
སླ་	སླ་	ADV
བླང་བ་	བླང་བ་	VERB
འི་	གི་	PART
སྐལ་བ་	སྐལ་བ་	NOUN
མེད་	མེད་	VERB
དམ་	དམ་	PART
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་སྐད་	དེ་སྐད་	NO_POS
དུ་	ལ་	PART
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
ལྟུང་བ་	ལྟུང་བ་	VERB
བྱུང་	བྱུང་	VERB
གྱུར་	གྱུར་	VERB
ན་	ན་	ADP
། །		PUNCT
སླར་ཡང་	སླར་ཡང་	OTHER
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
འདི་རུ་	འདི་རུ་	NO_POS
ནི་	ནི་	NO_POS
། །		PUNCT
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ར་	ལ་	PART
ནི་	ནི་	NO_POS
འཇུག་པ་	འཇུག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དཔལ་	དཔལ་	OTHER
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
བརྟག་པ་	བརྟག་པ་	VERB
གཉིས་པ་	གཉིས་པ་	NUM
འི་	གི་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
བྱེད་པ་	བྱེད་པ་	VERB
གཉིས་པ་	གཉིས་པ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
ཉམས་པ་	ཉམས་པ་	VERB
ས་	གིས་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
བག་མེད་པ་	བག་མེད་པ་	NOUN
ར་	ལ་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཡང་	ཀྱང་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
བླང་བ་	བླང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
ཕྱི་	ཕྱི་	VERB
མི་	མི་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ར་	ལ་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
གཟུང་བ་	གཟུང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ས་	གིས་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ལ་	ལ་	ADP
གནས་པ་	གནས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐེག་པ་	ཐེག་པ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
གཞུང་	གཞུང་	NOUN
མཐའ་དག་	མཐའ་དག་	DET
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
ལྟུང་བ་	ལྟུང་བ་	VERB
བྱུང་བ་	བྱུང་བ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཕྱི་	ཕྱི་	VERB
བླང་	བླང་	NO_POS
དུ་ཡོད་པ་	དུ་ཡོད་པ་	NO_POS
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
འི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
ལས་དབང་	ལས་དབང་	NOUN
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བླང་བ་	བླང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྨིན་པ་	སྨིན་པ་	VERB
		
ཆེ་	ཆེ་	VERB
		
ཞ་	ཞ་	OTHER
		
ཆེ་	ཆེ་	VERB
