form	lemma	POS	morph
བདེ་སྐྱིད་	བདེ་སྐྱིད་	NOUN
དུ་	ལ་	PART
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
བསམ་པ་	བསམ་པ་	VERB
ས་	གིས་	PART
ཟིན་པ་	ཟིན་པ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བདག་	བདག་	PRON
གིས་	གིས་	PART
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
རྒྱུ་	རྒྱུ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
སྤང་	སྤང་	VERB
།		PUNCT
རྣམ་གྲོལ་	རྣམ་གྲོལ་	NOUN
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
དོན་	དོན་	NOUN
དུ་	ལ་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
བླངས་	བླངས་	VERB
ལ་	ལ་	ADP
བསྲུང་	བསྲུང་	NO_POS
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
སྒོམས་	སྒོམས་	VERB
།		PUNCT
འདུན་པ་	འདུན་པ་	PROPN
འི་	གི་	PART
ཀུན་སློང་	ཀུན་སློང་	NO_POS
བདག་	བདག་	PRON
གིས་	གིས་	PART
ཅི་	ཅི་	NO_POS
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
དགེ་ཚུལ་	དགེ་ཚུལ་	VERB
གྱི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཐོབ་	ཐོབ་	VERB
ན་	ན་	ADP
ཅི་མ་རུང་	ཅི་མ་རུང་	NO_POS
སྙམ་པ་	སྙམ་པ་	VERB
འི་	གི་	PART
འདུན་པ་	འདུན་པ་	PROPN
གྱིས་	གིས་	PART
།		PUNCT
ཐོབ་	ཐོབ་	VERB
དུས་	དུས་	NOUN
གོ་བ་	གོ་བ་	VERB
ནི་	ནི་	NO_POS
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
སྐྱེ་	སྐྱེ་	NOUN
འོ་	གོ་	PART
ཞེ་	ཅེས་	PART
གསུང་བ་	གསུང་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
སྐྱེ་	སྐྱེ་	NOUN
འགྱུར་	འགྱུར་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྐྱེ་	སྐྱེ་	VERB
སོ་	སོ་	PART
ཞེ་	ཅེས་	PART
གསུང་པ་	གསུང་པ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
སྐྱེ་	སྐྱེ་	VERB
ཟིན་	ཟིན་	VERB
དུ་	ལ་	PART
གོ་བ་	གོ་བ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
བསམ་པ་	བསམ་པ་	VERB
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
རྐྱེན་	རྐྱེན་	NOUN
ཡིན་	ཡིན་	NO_POS
།		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
རྐྱེན་	རྐྱེན་	NOUN
ལ་	ལ་	ADP
།		PUNCT
བདག་	བདག་	PRON
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
མཁན་སློབ་	མཁན་སློབ་	NOUN
དགེ་འདུན་	དགེ་འདུན་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ས་	གིས་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
དབྱུང་བ་	དབྱུང་བ་	VERB
ར་	ལ་	PART
ཞུ་	ཞུ་	VERB
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
འདུན་པ་	འདུན་པ་	PROPN
བསྐྱེད་	བསྐྱེད་	VERB
ལ་	ལ་	ADP
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཟློས་	ཟློས་	VERB
ཤིག་	ཅིག་	PART
ཅེས་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ན་	ནས་	PART
།		PUNCT
ན་མོ་	ན་མོ་	X
བུདྡྷཱ་		NON_WORD
ཡ་	ཡ་	NOUN
།		PUNCT
ན་མོ་	ན་མོ་	X
དྷརྨཱ་		NON_WORD
ཡ་	ཡ་	NOUN
།		PUNCT
ན་	ན་	ADP
མཿ་		NON_WORD
སཾ་		NON_WORD
གྷཱ་		NON_WORD
ཡ་	ཡ་	NOUN
།		PUNCT
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རིག་པ་	རིག་པ་	VERB
དང་	དང་	NO_POS
ཞབས་	ཞབས་	NOUN
སུ་	སུ་	ADP
ལྡན་པ་	ལྡན་པ་	VERB
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
གཤེགས་པ་	གཤེགས་པ་	VERB
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
མཁྱེན་པ་	མཁྱེན་པ་	VERB
སྐྱེས་བུ་	སྐྱེས་བུ་	NOUN
འདུལ་བ་	འདུལ་བ་	VERB
འི་	གི་	PART
ཁ་ལོ་	ཁ་ལོ་	NO_POS
སྒྱུར་བ་	སྒྱུར་བ་	VERB
།		PUNCT
བླ་	བླ་	NOUN
ན་	ན་	ADP
མེད་པ་	མེད་པ་	VERB
།		PUNCT
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
མི་	མི་	PART
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
སྟོན་པ་	སྟོན་པ་	NOUN
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
འི་	གི་	PART
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ནི་	ནི་	NO_POS
༑		PUNCT
ཐོག་མ་	ཐོག་མ་	NOUN
ར་	ལ་	PART
དགེ་བ་	དགེ་བ་	VERB
།		PUNCT
བ་	བ་	NOUN
དུ་	ལ་	PART
དགེ་བ་	དགེ་བ་	VERB
།		PUNCT
ཐ་མ་	ཐ་མ་	ADJ
ར་	ལ་	PART
དགེ་བ་	དགེ་བ་	VERB
།		PUNCT
དོན་	དོན་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
།		PUNCT
ཚིག་འབྲུ་	ཚིག་འབྲུ་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
།		PUNCT
མ་	མ་	PART
འདྲེས་པ་	འདྲེས་པ་	VERB
།		PUNCT
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
རྫོགས་པ་	རྫོགས་པ་	VERB
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དཀར་བ་	དཀར་བ་	VERB
།		PUNCT
འདི་	འདི་	DET
མཐོང་བ་	མཐོང་བ་	VERB
ལ་དོན་	ལ་དོན་	OTHER
ཡོད་པ་	ཡོད་པ་	VERB
།		PUNCT
མཁས་པ་	མཁས་པ་	VERB
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
སོ་སོ་	སོ་སོ་	PRON
རང་	རང་	PRON
གིས་	གིས་	PART
རིག་པ་	རིག་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ཀྱི་	གི་	PART
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
ཀྱི་	གི་	PART
དགེ་འདུན་	དགེ་འདུན་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
།		PUNCT
རིགས་པ་	རིགས་པ་	VERB
ར་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
།		PUNCT
དྲང་པོ་	དྲང་པོ་	ADJ
ར་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
།		PUNCT
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
།		PUNCT
ཆོས་རྗེ་	ཆོས་རྗེ་	NOUN
ས་	གིས་	PART
སུ་	སུ་	ADP
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
སྟེ་	སྟེ་	PART
༑		PUNCT
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
བདག་	བདག་	PRON
ཀྱང་	ཀྱང་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
དབྱུང་	དབྱུང་	NO_POS
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
།		PUNCT
ཞེ་	ཅེས་	PART
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་བོ་	གདབ་བོ་	NO_POS
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
གསོལ་བ་	གསོལ་བ་	VERB
བཏབ་	བཏབ་	VERB
ན་	ནས་	PART
།		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
དངོ་	དངོ་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
འདུལ་བ་	འདུལ་བ་	VERB
མདོ་	མདོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དགེ་བསྙེན་	དགེ་བསྙེན་	NOUN
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
།		PUNCT
དགེ་ཚུལ་	དགེ་ཚུལ་	VERB
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
།		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
ཉིད་	ཉིད་	DET
སྔ་མ་	སྔ་མ་	ADJ
སྔ་མ་	སྔ་མ་	ADJ
བསྙེན་པ་	བསྙེན་པ་	VERB
ར་	ལ་	PART
མ་	མ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
ཕྱི་མ་	ཕྱི་མ་	ADJ
ཕྱི་མ་	ཕྱི་མ་	ADJ
མི་	མི་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཞེ་	ཅེས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ས་	གིས་	PART
ཐོག་མ་	ཐོག་མ་	NOUN
ར་	ལ་	PART
དགེ་བསྙེན་	དགེ་བསྙེན་	NOUN
བྱ་བ་	བྱ་བ་	VERB
ས་	གིས་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ལ་	ལ་	ADP
།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
དོན་	དོན་	NOUN
དུ་	ལ་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
དོན་	དོན་	NOUN
དུ་	ལ་	PART
དགེ་བསྙེན་	དགེ་བསྙེན་	NOUN
གྱི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
བླང་	བླང་	NO_POS
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
སྒོམས་	སྒོམས་	VERB
ལ་	ལ་	ADP
།		PUNCT
ལད་མོ་	ལད་མོ་	NO_POS
གྱིས་	གིས་	PART
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ན་	ནས་	PART
བཙུན་པ་	བཙུན་པ་	NOUN
དགོངས་	དགོངས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
༑		PUNCT
དགེ་བསྙེན་	དགེ་བསྙེན་	NOUN
གྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གཉིས་པ་	གཉིས་པ་	NUM
དགེ་ཚུལ་	དགེ་ཚུལ་	VERB
དུ་	ལ་	PART
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ལ་	ལ་	ADP
སྦྱོར་བ་	སྦྱོར་བ་	VERB
