form	lemma	POS	morph
རོ་	རོ་	NOUN
མེད་	མེད་	VERB
༑ ༑		PUNCT
འགའ་ཡང་	འགའ་ཡང་	NO_POS
མཐོང་བ་	མཐོང་བ་	VERB
མེད་པ་	མེད་པ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
ཆོས་ཉིད་	ཆོས་ཉིད་	NOUN
མཐོང་	མཐོང་	VERB
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
༑ ༑		PUNCT
དགེ་	དགེ་	NOUN
དང་	དང་	NO_POS
སྡིག་པ་	སྡིག་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
། །		PUNCT
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
གཟིགས་པ་	གཟིགས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལགས་	ལགས་	AUX
༑ ༑		PUNCT
དེ་དག་	དེ་དག་	OTHER
རང་ལྡོག་	རང་ལྡོག་	NOUN
ཆོས་ཉིད་	ཆོས་ཉིད་	NOUN
ཀྱི་	གི་	PART
། །		PUNCT
མིང་	མིང་	NOUN
གིས་	གིས་	PART
འདོགས་	འདོགས་	VERB
ན་	ན་	ADP
མདོ་	མདོ་	NOUN
དང་	དང་	NO_POS
འགལ་	འགལ་	VERB
༑ ༑		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དབྱིངས་	དབྱིངས་	NOUN
ལས་མ་	ལས་མ་	NO_POS
གཏོགས་པ་	གཏོགས་པ་	VERB
འི་	གི་	PART
། །		PUNCT
ཆོ་	ཆོ་	NOUN
མེད་	མེད་	VERB
ཅེས་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
དོན་དམ་	དོན་དམ་	NOUN
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཀུན་རྫོབ་	ཀུན་རྫོབ་	NOUN
དེ་བཞིན་ཉིད་	དེ་བཞིན་ཉིད་	NOUN
གང་ཡིན་	གང་ཡིན་	NO_POS
། །		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
དམ་པ་	དམ་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
གྱི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
ཞེ་	ཅེས་	PART
སོགས་	སོགས་	DET
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
། །		PUNCT
ཀུན་རྫོབ་	ཀུན་རྫོབ་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
དོན་དམ་	དོན་དམ་	NOUN
གྱི་	གི་	PART
། །		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དབྱིངས་	དབྱིངས་	NOUN
ལ་	ལ་	ADP
དབྱེ་བ་	དབྱེ་བ་	VERB
མེད་	མེད་	VERB
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
བསྔོ་	བསྔོ་	VERB
རྒྱུ་	རྒྱུ་	NOUN
འི་	གི་	PART
དགེ་བ་	དགེ་བ་	VERB
ཞེ་	ཅེས་	PART
། །		PUNCT
འདོད་པ་	འདོད་པ་	VERB
འཁྲུལ་བ་	འཁྲུལ་བ་	VERB
ར་	ལ་	PART
འཆད་པ་	འཆད་པ་	VERB
ལགས་	ལགས་	AUX
། །		PUNCT
བསྔོ་	བསྔོ་	VERB
རྒྱུ་	རྒྱུ་	NOUN
དགེ་བ་	དགེ་བ་	VERB
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ན་	ན་	ADP
། །		PUNCT
དགེ་བ་	དགེ་བ་	VERB
ར་	ལ་	PART
བཏགས་པ་	བཏགས་པ་	VERB
ངེད་	ངེད་	PRON
མི་	མི་	PART
འགོག་	འགོག་	NO_POS
༑		PUNCT
བླུན་པོ་	བླུན་པོ་	ADJ
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
བ་ལང་	བ་ལང་	NOUN
བཞིན་	བཞིན་	NOUN
། །		PUNCT
དགོངས་པ་	དགོངས་པ་	VERB
ཅན་	ཅན་	PART
དང་	དང་	NO_POS
དྲང་བ་	དྲང་བ་	VERB
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
། །		PUNCT
བདག་	བདག་	PRON
གིས་	གིས་	PART
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
ཕྱེ་	ཕྱེ་	VERB
སྟེ་	སྟེ་	PART
བཤད་	བཤད་	VERB
། །		PUNCT
གཞན་དག་	གཞན་དག་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
མ་	མ་	PART
ཕྱེ་བ་	ཕྱེ་བ་	VERB
ར་	ལ་	PART
། །		PUNCT
པོམ་		NON_WORD
ཡོ་	ཡོ་	OTHER
ར་	ལ་	PART
སྨྲ་བ་	སྨྲ་བ་	VERB
དེ་	དེ་	DET
གསུངས་	གསུངས་	VERB
རིགས་	རིགས་	NOUN
། །		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
འི་	གི་	PART
གསུང་	གསུང་	VERB
ལ་	ལ་	ADP
འགལ་བ་	འགལ་བ་	VERB
མེད་	མེད་	VERB
། །		PUNCT
འགལ་བ་	འགལ་བ་	VERB
ར་	ལ་	PART
སྣང་	སྣང་	VERB
ན་	ན་	ADP
གཅིག་	གཅིག་	NUM
དྲང་དོན་	དྲང་དོན་	NOUN
། །		PUNCT
བསྔོ་བ་	བསྔོ་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
ན་	ན་	ADP
ཆུ་	ཆུ་	NOUN
སྦྲེང་བ་	སྦྲེང་བ་	NO_POS
། །		PUNCT
སངས་རྒྱས་པ་	སངས་རྒྱས་པ་	NOUN
ལ་	ལ་	ADP
འདི་	འདི་	DET
མ་	མ་	PART
གྲག་	གྲག་	VERB
། །		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
སྒྲོལ་	སྒྲོལ་	VERB
གྱིས་	གིས་	PART
བྲམ་ཟེ་	བྲམ་ཟེ་	NOUN
ལ་	ལ་	ADP
། །		PUNCT
མཛད་པ་	མཛད་པ་	VERB
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
མགུ་	མགུ་	VERB
ཕྱི་	ཕྱི་	OTHER
ཡིན་	ཡིན་	NO_POS
༑ ༑		PUNCT
བལ་པོ་	བལ་པོ་	PROPN
འི་	གི་	PART
སྡོམ་བརྩོན་	སྡོམ་བརྩོན་	NOUN
ཕལ་ཆེ་	ཕལ་ཆེ་	ADJ
ལ་	ལ་	ADP
"།

།"		PUNCT
འདུལ་བ་	འདུལ་བ་	VERB
འཛིན་པ་	འཛིན་པ་	VERB
ཤ་	ཤ་	DET
ཆུང་པ་	ཆུང་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
ལག་ལེན་	ལག་ལེན་	NOUN
ལོག་པ་	ལོག་པ་	VERB
མང་	མང་	VERB
དུ་	ལ་	PART
གྲག་	གྲག་	VERB
། །		PUNCT
དེས་ན་	དེས་ན་	NO_POS
སྡེ་སྣོད་	སྡེ་སྣོད་	NOUN
གཙོ་	གཙོ་	NOUN
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
བླུན་པོ་	བླུན་པོ་	ADJ
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
རྗེས་	རྗེས་	NOUN
མི་	མི་	PART
འབྲངས་	འབྲངས་	VERB
༑ ༑		PUNCT
ངེད་	ངེད་	PRON
ཀྱི་	གི་	PART
མཁན་པོ་	མཁན་པོ་	NOUN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྗེས་	རྗེས་	NOUN
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ར་	ལ་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
དེ་	དེ་	DET
མ་	མ་	PART
མཛད་	མཛད་	VERB
༑ ༑		PUNCT
དད་	དད་	VERB
ལྡན་	ལྡན་	VERB
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
ཡང་ཡང་	ཡང་ཡང་	NO_POS
ཞུ་	ཞུ་	VERB
། །		PUNCT
དབུ་མ་	དབུ་མ་	PROPN
འི་	གི་	PART
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
མཛད་	མཛད་	VERB
འདོད་	འདོད་	VERB
མོད་	མོད་	VERB
། །		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
དཔེ་	དཔེ་	NOUN
མ་	མ་	PART
རྙེད་	རྙེད་	VERB
། །		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
སྤྱོད་པ་	སྤྱོད་པ་	VERB
འི་	གི་	PART
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
འདི་	འདི་	DET
༑ ༑		PUNCT
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
རིགས་	རིགས་	NOUN
བདུན་	བདུན་	NUM
གྱི་	གི་	PART
། །		PUNCT
སྡོམ་པ་	སྡོམ་པ་	NOUN
མེད་	མེད་	VERB
ལ་	ལ་	ADP
སྦྱར་	སྦྱར་	VERB
མི་	མི་	PART
རུང་	རུང་	SCONJ
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཡིན་ཡང་	ཡིན་ཡང་	NO_POS
ནན་	ནན་	NOUN
གྱིས་	གིས་	PART
ཞུ་	ཞུ་	VERB
། །		PUNCT
དེ་	དེ་	DET
ཚེ་	ཚེ་	NOUN
བོད་	བོད་	PROPN
ལ་མ་	ལ་མ་	NO_POS
མཉེས་	མཉེས་	VERB
མོད་	མོད་	VERB
། །		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
དགེ་སློང་	དགེ་སློང་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
གཞི་མེད་	གཞི་མེད་	ADJ
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
ངོ་མཚར་	ངོ་མཚར་	ADJ
ཆེ་	ཆེ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
བསྟིངས་	བསྟིངས་	NO_POS
ཤིང་	ཅིང་	PART
		
ཞ་	ཞ་	OTHER
		
ཚིག་	ཚིག་	NOUN
		
མཛད་པ་	མཛད་པ་	VERB
མཐོང་	མཐོང་	VERB
། །		PUNCT
རྒྱ་གར་	རྒྱ་གར་	PROPN
དུ་	ལ་	PART
ཡང་	ཀྱང་	PART
མང་པོ་	མང་པོ་	ADJ
འི་	གི་	PART
ངོ་	ངོ་	PART
ར་	ལ་	PART
། །		PUNCT
ལྷུང་བཟེད་	ལྷུང་བཟེད་	NOUN
བྱིན་ལེན་	བྱིན་ལེན་	NO_POS
བྱ་	བྱ་	VERB
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
། །		PUNCT
དེས་ན་	དེས་ན་	NO_POS
དེ་	དེ་	DET
འདྲ་	འདྲ་	VERB
འི་	གི་	PART
ལག་ལེན་	ལག་ལེན་	NOUN
ཀུན་	ཀུན་	DET
། །		PUNCT
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
མཐུན་	མཐུན་	VERB
ཞེ་	ཅེས་	PART
སྦྱར་	སྦྱར་	VERB
མི་	མི་	PART
རུང་	རུང་	SCONJ
། །		PUNCT
འཇིགས་མེད་	འཇིགས་མེད་	PROPN
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
ཀྱིས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
། །		PUNCT
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
ཆོ་ག་	ཆོ་ག་	NOUN
མ་	མ་	PART
མཐོང་	མཐོང་	VERB
མོད་	མོད་	VERB
། །		PUNCT
རྟེན་	རྟེན་	NOUN
མེད་	མེད་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
སེམས་	སེམས་	NOUN
ཙམ་	ཙམ་	DET
གྱི་	གི་	PART
། །		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
མཛད་	མཛད་	VERB
ན་	ན་	ADP
འཁྲུལ་པ་	འཁྲུལ་པ་	NO_POS
སྟེ་	སྟེ་	PART
། །		PUNCT
བྱང་	བྱང་	NOUN
ས་	ས་	ADP
འི་	གི་	PART
གཞུང་	གཞུང་	NOUN
དང་	དང་	NO_POS
འགལ་	འགལ་	VERB
ཕྱི་	ཕྱི་	OTHER
རོ་	རོ་	NOUN
། །		PUNCT
དབུ་མ་	དབུ་མ་	PROPN
འི་	གི་	PART
ལུགས་	ལུགས་	NOUN
ཀྱི་	གི་	PART
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
ཀྱི་	གི་	PART
༑ ༑		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གསུམ་	གསུམ་	NUM
གྱིས་	གིས་	PART
གསུངས་	གསུངས་	VERB
། །		PUNCT
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
བསླབ་བྱ་	བསླབ་བྱ་	VERB
རྒྱ་	རྒྱ་	VERB
བསྡུ་	བསྡུ་	VERB
མང་	མང་	VERB
༑༑		PUNCT
རྒྱས་པ་	རྒྱས་པ་	VERB
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ར་	ལ་	PART
གསུངས་	གསུངས་	VERB
། །		PUNCT
འབྲིང་པོ་	འབྲིང་པོ་	ADJ
དཀོན་	དཀོན་	NO_POS
བརྩེགས་	བརྩེགས་	NO_POS
ལ་སོགས་	ལ་སོགས་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ར་	ལ་	PART
གདམས་པ་	གདམས་པ་	VERB
ར་	ལ་	PART
བསྡུ་	བསྡུ་	VERB
ཏེ་	སྟེ་	PART
བསྟན་	བསྟན་	VERB
། །		PUNCT
ཕལ་པོ་	ཕལ་པོ་	NOUN
ཆེ་	ཆེ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
འཐད་	འཐད་	VERB
བཅའ་	བཅའ་	VERB
གསུངས་	གསུངས་	VERB
། །		PUNCT
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
ཐོབ་	ཐོབ་	VERB
ན་	ནས་	PART
བསླབ་པ་	བསླབ་པ་	VERB
ལ་	ལ་	ADP
། །		PUNCT
མ་	མ་	PART
བསླབས་པ་	བསླབས་པ་	VERB
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
འཚང་	འཚང་	VERB
མི་	མི་	PART
རྒྱ་	རྒྱ་	NOUN
། །		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
བསླབ་བྱ་	བསླབ་བྱ་	VERB
བསླབ་པ་	བསླབ་པ་	VERB
ལ་	ལ་	ADP
། །		PUNCT
དགོངས་	དགོངས་	VERB
ན་	ནས་	PART
དབུ་མ་	དབུ་མ་	PROPN
འི་	གི་	PART
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
མཛད་	མཛད་	VERB
། །		PUNCT
སྤྱོད་འཇུག་	སྤྱོད་འཇུག་	PROPN
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
སྦྲང་བུ་	སྦྲང་བུ་	NOUN
སོགས་	སོགས་	DET
། །		PUNCT
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
འཐོབ་པ་	འཐོབ་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
མདོ་སྡེ་	མདོ་སྡེ་	NOUN
རྒྱན་	རྒྱན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཞུམ་པ་	ཞུམ་པ་	VERB
བཀག་	བཀག་	VERB
།		PUNCT
ཟླ་བ་	ཟླ་བ་	NOUN
སྒྲོན་མ་	སྒྲོན་མ་	NOUN
ར་	ལ་	PART
དཔའ་	དཔའ་	NOUN
བྱིན་	བྱིན་	VERB
དང་	དང་	NO_POS
། །		PUNCT
ཤན་པ་	ཤན་པ་	NOUN
དགའ་བྱེད་	དགའ་བྱེད་	OTHER
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཐོབ་	ཐོབ་	VERB
། །		PUNCT
དེ་	དེ་	DET
ཀུན་	ཀུན་	DET
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
སྦྱངས་པ་	སྦྱངས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
བྱུང་	བྱུང་	VERB
གི་	གི་	PART
ཅིག་ཅར་	ཅིག་ཅར་	ADV
སངས་	སངས་	VERB
མ་	མ་	PART
རྒྱ་	རྒྱ་	VERB
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
བསླབ་པ་	བསླབ་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
༑ ༑		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
དམ་པ་	དམ་པ་	VERB
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
གསུངས་	གསུངས་	VERB
། །		PUNCT
ཐབས་	ཐབས་	NOUN
ལ་	ལ་	ADP
མཁས་པ་	མཁས་པ་	VERB
འི་	གི་	PART
མདོ་སྡེ་	མདོ་སྡེ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
༑ ༑		PUNCT
ཆུ་	ཆུ་	NOUN
ཙམ་	ཙམ་	DET
སྦྱིན་	སྦྱིན་	VERB
དང་	དང་	NO_POS
སྤྱོད་འཇུག་	སྤྱོད་འཇུག་	PROPN
ལ་	ལ་	ADP
ས་	གིས་	PART
"།

།"		PUNCT
ཚོད་མ་	ཚོད་མ་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
སྦྱིན་པ་	སྦྱིན་པ་	VERB
ར་	ལ་	PART
གསུངས་	གསུངས་	VERB
༑ ༑		PUNCT
ཕྱི་	ཕྱི་	NOUN
ན་	ནས་	PART
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
སྦྱིན་པ་	སྦྱིན་པ་	VERB
སོགས་	སོགས་	DET
། །		PUNCT
གོམས་	གོམས་	VERB
ན་	ན་	ADP
དཀའ་བ་	དཀའ་བ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
བཤད་	བཤད་	VERB
༑ ༑		PUNCT
དེ་	དེ་	DET
འདྲ་	འདྲ་	VERB
འི་	གི་	PART
གསུང་	གསུང་	VERB
གི་	གི་	PART
རྗེས་	རྗེས་	NOUN
འབྲངས་	འབྲངས་	VERB
ན་	ནས་	PART
། །		PUNCT
དབུ་མ་	དབུ་མ་	PROPN
འི་	གི་	PART
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
མཛད་	མཛད་	VERB
། །		PUNCT
སྤྱོད་འཇུག་	སྤྱོད་འཇུག་	PROPN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
བསླབ་	བསླབ་	VERB
བཏུས་	བཏུས་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
གསུངས་པ་	གསུངས་པ་	VERB
གང་ཟག་	གང་ཟག་	NOUN
མཆོག་	མཆོག་	ADJ
དམན་	དམན་	VERB
གྱི་	གི་	PART
། །		PUNCT
བསླབ་བྱ་	བསླབ་བྱ་	VERB
འི་	གི་	PART
དབྱེ་བ་	དབྱེ་བ་	VERB
གཉིས་	གཉིས་	NUM
ལ་	ལ་	ADP
དགོངས་	དགོངས་	VERB
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
འི་	གི་	PART
ལས་ཅན་	ལས་ཅན་	ADJ
ཁོ་ན་	ཁོ་ན་	DET
ལ་	ལ་	ADP
།།		PUNCT
དགོངས་	དགོངས་	VERB
ན་	ནས་	PART
དེ་དག་	དེ་དག་	OTHER
གསུངས་པ་	གསུངས་པ་	VERB
མིན་	མིན་	AUX
		
ཞ་	ཞ་	OTHER
		
ཡིན་	ཡིན་	NO_POS
		
། །		PUNCT
དཔེར་ན་	དཔེར་ན་	NO_POS
ཡན་ལག་	ཡན་ལག་	NOUN
བརྒྱད་པ་	བརྒྱད་པ་	NUM
འི་	གི་	PART
སྨན་	སྨན་	NOUN
། །		PUNCT
གསུངས་	གསུངས་	VERB
ཚད་ནད་པ་	ཚད་ནད་པ་	NO_POS
གཅིག་	གཅིག་	NUM
ཁོ་ན་	ཁོ་ན་	DET
ས་	གིས་	PART
། །		PUNCT
དུས་	དུས་	NOUN
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
ནི་	ནི་	NO_POS
བཟའ་	བཟའ་	NOUN
བྱ་	བྱ་	VERB
མིན་	མིན་	AUX
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
བསླབ་བྱ་	བསླབ་བྱ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱང་	ཀྱང་	PART
། །		PUNCT
གང་ཟག་	གང་ཟག་	NOUN
གཅིག་	གཅིག་	NUM
གིས་	གིས་	PART
དུས་	དུས་	NOUN
ཅིག་ཅར་	ཅིག་ཅར་	ADV
༑ ༑		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
མིན་	མིན་	AUX
། །		PUNCT
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
གཏོང་བ་	གཏོང་བ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
གསུངས་པ་	གསུངས་པ་	VERB
། །		PUNCT
ཕལ་ཆེ་		
གཏན་	གཏན་	NOUN
ན་	ནས་	PART
གཏོང་	གཏོང་	VERB
རྒྱུ་	རྒྱུ་	NOUN
མིན་	མིན་	AUX
། །		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
རིང་བ་	རིང་བ་	VERB
