form	lemma	POS	morph
བཀ་	བཀའ་	NOUN
ཆོས་འཁོར་	ཆོས་འཁོར་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
མཛད་	མཛད་	VERB
ན་	ནས་	PART
།		PUNCT
འབུམ་	འབུམ་	NUM
ཆ་	ཆ་	NOUN
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
སོ་	སོ་	PART
བདུན་	བདུན་	NUM
།		PUNCT
ཉི་ཁྲི་	ཉི་ཁྲི་	OTHER
བརྒྱད་ཅུ་	བརྒྱད་ཅུ་	NO_POS
ཙམ་	ཙམ་	DET
།		PUNCT
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
བརྩེགས་པ་	བརྩེགས་པ་	VERB
ལྔ་	ལྔ་	NUM
བཅུ་	བཅུ་	NUM
ཙམ་	ཙམ་	DET
།		PUNCT
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
བརྒྱད་	བརྒྱད་	NUM
སྟོང་པ་	སྟོང་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
འཇམ་	འཇམ་	VERB
སྡུད་	སྡུད་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བདོག་པ་	བདོག་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
བཏང་	བཏང་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཐ་ན་	ཐ་ན་	NO_POS
ན་བཟའ་	ན་བཟའ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཞལ་	ཞལ་	NOUN
བུ་	བུ་	NOUN
ཚུན་ཆད་	ཚུན་ཆད་	ADV
བཏང་བ་	བཏང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཡང་སློབ་	ཡང་སློབ་	NOUN
དཔོན་	དཔོན་	NOUN
གཅུང་	གཅུང་	NOUN
སྐུ་	སྐུ་	NOUN
འདས་པ་	འདས་པ་	VERB
ན་	ན་	ADP
།		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
ཀྱི་	གི་	PART
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
རྣམས་	རྣམས་	DET
གདན་	གདན་	NOUN
དྲངས་	དྲངས་	NO_POS
ན་	ནས་	PART
བསྙེན་བཀུར་	བསྙེན་བཀུར་	NOUN
མཛད་	མཛད་	VERB
༑		PUNCT
འབུམ་	འབུམ་	NUM
ཆ་	ཆ་	NOUN
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
རྩ་	རྩ་	NUM
ལྔ་	ལྔ་	NUM
།		PUNCT
ཉི་ཁྲི་	ཉི་ཁྲི་	OTHER
བརྒྱ་	བརྒྱ་	NUM
ཉི་ཤུ་	ཉི་ཤུ་	NUM
ཙམ་	ཙམ་	DET
།		PUNCT
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
བརྩེགས་པ་	བརྩེགས་པ་	VERB
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
།		PUNCT
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
བརྒྱད་	བརྒྱད་	NUM
སྟོང་པ་	སྟོང་པ་	VERB
གསུམ་	གསུམ་	NUM
།		PUNCT
དེ་	དེ་	DET
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཟང་ཟིང་	ཟང་ཟིང་	NOUN
གི་	གི་	PART
སྦྱིན་པ་	སྦྱིན་པ་	VERB
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
མཛད་	མཛད་	VERB
དོ་	གོ་	PART
། །		PUNCT
ཡང་	ཀྱང་	PART
དེ་དག་	དེ་དག་	OTHER
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
སྐུ་གདུང་	སྐུ་གདུང་	NOUN
གི་	གི་	PART
བཞུགས་	བཞུགས་	VERB
ས་	ས་	ADP
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
གདུང་རྟེན་	གདུང་རྟེན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
བཀྲ་ཤིས་	བཀྲ་ཤིས་	NOUN
སྒོ་	སྒོ་	NOUN
མང་	མང་	VERB
དང་	དང་	NO_POS
།		PUNCT
གསེར་	གསེར་	NOUN
ཀྱི་	གི་	PART
སྐུ་	སྐུ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
མཛད་	མཛད་	VERB
ན་	ནས་	PART
བླ་མ་	བླ་མ་	NOUN
དང་	དང་	NO_POS
མཆེད་ཟླ་	མཆེད་ཟླ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
ཐུགས་དགོངས་	ཐུགས་དགོངས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
གྲུབ་པ་	གྲུབ་པ་	VERB
ར་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
གཙུག་ལག་ཁང་	གཙུག་ལག་ཁང་	NOUN
མང་	མང་	VERB
དུ་	ལ་	PART
བཞེངས་པ་	བཞེངས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
སྐུ་གཟུགས་	སྐུ་གཟུགས་	NOUN
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
ལ་	ལ་	ADP
ས་	གིས་	PART
བསྒྲུབས་པ་	བསྒྲུབས་པ་	VERB
དུ་མ་	དུ་མ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
གསུང་རབ་	གསུང་རབ་	NOUN
མདོ་སྡེ་	མདོ་སྡེ་	NOUN
དང་	དང་	NO_POS
རྒྱུད་སྡེ་	རྒྱུད་སྡེ་	NOUN
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
ཅོག་	ཅོག་	DET
ཕལ་	ཕལ་	NOUN
མོ་	མོ་	PRON
ཆེ་	ཆེ་	VERB
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
ས་	གིས་	PART
བཞེངས་པ་	བཞེངས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཆོས་བཞིན་	ཆོས་བཞིན་	NO_POS
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
དགེ་འདུན་	དགེ་འདུན་	NOUN
བརྒྱ་རྩ་	བརྒྱ་རྩ་	OTHER
བརྒྱད་	བརྒྱད་	NUM
ཞབས་འབྲིང་	ཞབས་འབྲིང་	NOUN
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
ཐུགས་དགོངས་	ཐུགས་དགོངས་	NOUN
མཛད་	མཛད་	VERB
ན་	ནས་	PART
ཡོ་བྱད་	ཡོ་བྱད་	NOUN
ཕལ་ཆེ་		
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ཉེ་བ་		
མཁོ་བ་	མཁོ་བ་	VERB
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
བཀོད་པ་	བཀོད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མར་མེ་	མར་མེ་	NOUN
འི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཆེན་པོ་	ཆེན་པོ་	ADJ
ལ་	ལ་	ADP
འོས་པ་	འོས་པ་	VERB
འི་	གི་	PART
གདུགས་	གདུགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རོལ་མོ་	རོལ་མོ་	NOUN
འི་	གི་	PART
ཆ་བྱད་	ཆ་བྱད་	NOUN
མཐའ་དག་	མཐའ་དག་	DET
དང་	དང་	NO_POS
།		PUNCT
བླ་རེ་	བླ་རེ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལྷབ་ལྷུབ་	ལྷབ་ལྷུབ་	OTHER
ཀྱི་	གི་	PART
བཀོད་པ་	བཀོད་པ་	VERB
མཐའ་དག་	མཐའ་དག་	DET
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
མི་	མི་	PART
ཉམས་	ཉམས་	NOUN
ཤིང་འཕེལ་	ཤིང་འཕེལ་	NO_POS
བ་	བ་	NOUN
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
ཁོ་ན་	ཁོ་ན་	DET
མཛད་	མཛད་	VERB
དོ་	གོ་	PART
། །		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
འབུམ་	འབུམ་	NUM
ལ་	ལ་	ADP
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
དང་	དང་	NO_POS
སྣག་ཚ་	སྣག་ཚ་	NOUN
འདྲེས་པ་	འདྲེས་པ་	VERB
ཕྱེད་	ཕྱེད་	NUM
དང་	དང་	NO_POS
སུམ་བརྒྱ་	སུམ་བརྒྱ་	OTHER
ལྷག་པ་	ལྷག་པ་	VERB
གཅིག་	གཅིག་	NUM
ཕྱག་	ཕྱག་	NOUN
ཏུ་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
ལ་	ལ་	ADP
བརྒྱ་	བརྒྱ་	NUM
ཙམ་	ཙམ་	DET
ཞིག་	ཅིག་	PART
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
གདུང་	གདུང་	NOUN
རྣམས་	རྣམས་	DET
ས་སྐྱ་	ས་སྐྱ་	PROPN
འི་	གི་	PART
གཙུག་ལག་ཁང་	གཙུག་ལག་ཁང་	NOUN
ན་	ན་	ADP
བཞུགས་པ་	བཞུགས་པ་	VERB
ལ་	ལ་	ADP
ཕུལ་	ཕུལ་	VERB
ལོ་	ལོ་	NOUN
"།

།"		PUNCT
གཞན་	གཞན་	DET
དང་	དང་	NO_POS
གཞན་	གཞན་	DET
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
གཞན་	གཞན་	DET
དང་	དང་	NO_POS
གཙུག་ལག་ཁང་	གཙུག་ལག་ཁང་	NOUN
གཞན་	གཞན་	DET
རྣམས་	རྣམས་	DET
སུ་	སུ་	ADP
ཕུལ་	ཕུལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
དེ་	དེ་	DET
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཆོ་	ཆོ་	NOUN
གཞན་	གཞན་	DET
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
ཡོ་བྱད་	ཡོ་བྱད་	NOUN
རྣམས་	རྣམས་	DET
ཀྱང་	ཀྱང་	PART
ཇི་སྙེད་	ཇི་སྙེད་	OTHER
ཅིག་	ཅིག་	PART
བྱུང་	བྱུང་	VERB
ཡང་	ཀྱང་	PART
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
དང་	དང་	NO_POS
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཕུལ་བ་	ཕུལ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མགོན་མེད་པ་	མགོན་མེད་པ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
བཏང་བ་	བཏང་བ་	VERB
ས་	གིས་	PART
བདེ་བ་	བདེ་བ་	VERB
ཅན་	ཅན་	PART
དུ་	ལ་	PART
གཤེགས་	གཤེགས་	VERB
ན་	ནས་	PART
།		PUNCT
གདན་	གདན་	NOUN
དང་	དང་	NO_POS
ན་བཟའ་	ན་བཟའ་	NOUN
ཕྲུགས་	ཕྲུགས་	NO_POS
གཅིག་	གཅིག་	NUM
མ་གཏོགས་པ་	མ་གཏོགས་པ་	NO_POS
།		PUNCT
གསེར་ཏིལ་	གསེར་ཏིལ་	NO_POS
འབྲུ་	འབྲུ་	NOUN
ཙམ་	ཙམ་	DET
མམ་	གམ་	PART
།		PUNCT
ཡོ་བྱད་	ཡོ་བྱད་	NOUN
གཞན་	གཞན་	DET
བྲཻ་		NON_WORD
གང་	གང་	NO_POS
རི་བ་	རི་བ་	VERB
མ་	མ་	PART
བཟུང་བ་	བཟུང་བ་	VERB
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
ངོ་མཚར་བ་	ངོ་མཚར་བ་	ADJ
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཐར་པ་	ཐར་པ་	VERB
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བརྗོད་	བརྗོད་	VERB
ཀྱིས་	གིས་	PART
མི་	མི་	PART
ལང་བ་	ལང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
འདི་	འདི་	DET
ར་	ལ་	PART
རེ་ཞིག་	རེ་ཞིག་	NO_POS
མ་	མ་	PART
བརྗོད་	བརྗོད་	VERB
དོ་	གོ་	PART
།། །།		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འདི་	འདི་	DET
ས་	གིས་	PART
མཚན་	མཚན་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ཞལ་	ཞལ་	NOUN
ཐོན་	ཐོན་	VERB
དུ་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
ལན་	ལན་	NOUN
གཉིས་	གཉིས་	NUM
མནལ་ལམ་	མནལ་ལམ་	NOUN
དུ་	ལ་	PART
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
འཕགས་པ་	འཕགས་པ་	VERB
འཇམ་དཔལ་	འཇམ་དཔལ་	PROPN
གྱི་	གི་	PART
མཚན་	མཚན་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
སྐྱེ་བ་	སྐྱེ་བ་	VERB
བདུན་	བདུན་	NUM
གྱི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
ཡི་དམ་	ཡི་དམ་	NOUN
གྱི་	གི་	PART
ལྷ་	ལྷ་	NOUN
འོ་	གོ་	PART
ཞེ་	ཅེས་	PART
མནལ་ལམ་	མནལ་ལམ་	NOUN
དུ་	ལ་	PART
བྱུང་	བྱུང་	VERB
ན་	ནས་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
དྲན་པ་	དྲན་པ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
འཐད་པ་	འཐད་པ་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
རྨིའོ་		NON_WORD
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
འདི་	འདི་	DET
ལ་	ལ་	ADP
ངེས་པ་	ངེས་པ་	VERB
འི་	གི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ཁོ་བོ་	ཁོ་བོ་	PRON
ཅག་	ཅག་	NO_POS
ལ་	ལ་	ADP
སྐྱེ་	སྐྱེ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཅིས་	ཅིས་	NO_POS
མངོན་	མངོན་	VERB
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
མཚན་	མཚན་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
མ་	མ་	PART
བཟུང་བ་	བཟུང་བ་	VERB
ར་	ལ་	PART
ཐུགས་	ཐུགས་	NOUN
ལ་	ལ་	ADP
ཤ་	ཤ་	VERB
ན་	ནས་	PART
ཞལ་	ཞལ་	NOUN
ཏོན་		NON_WORD
དུ་	ལ་	PART
མཛད་པ་	མཛད་པ་	VERB
མངོན་སུམ་	མངོན་སུམ་	NOUN
དུ་	ལ་	PART
མཐོང་བ་	མཐོང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མཚན་	མཚན་	NOUN
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
འི་	གི་	PART
ཕན་ཡོན་	ཕན་ཡོན་	NOUN
སྐྱེ་བ་	སྐྱེ་བ་	VERB
དྲན་པ་	དྲན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
འཇིགས་པ་	འཇིགས་པ་	VERB
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
སྨྲ་མཁས་པ་	སྨྲ་མཁས་པ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཤེས་ཉེན་	ཤེས་ཉེན་	NO_POS
ཅན་	ཅན་	PART
དང་	དང་	NO_POS
།		PUNCT
ལེ་ལོ་	ལེ་ལོ་	NOUN
མེད་པ་	མེད་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
སྔོན་མ་	སྔོན་མ་	ADV
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
བཟོ་	བཟོ་	NO_POS
དང་	དང་	NO_POS
སྒྱུ་	སྒྱུ་	NOUN
སྩལ་	སྩལ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
མངོན་པ་	མངོན་པ་	OTHER
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
དོན་	དོན་	NOUN
དང་	དང་	NO_POS
ཡི་གེ་	ཡི་གེ་	NOUN
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
ཤེས་པ་	ཤེས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འཚོ་བ་	འཚོ་བ་	VERB
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
དག་པ་	དག་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཕན་ཡོན་	ཕན་ཡོན་	NOUN
ཇི་ལྟ་		
བཤད་པ་	བཤད་པ་	VERB
རྣམས་	རྣམས་	DET
འདུག་པ་	འདུག་པ་	VERB
མཐོང་བ་	མཐོང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
ངེས་པ་	ངེས་པ་	VERB
འི་	གི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ཁྱད་པར་ཅན་	ཁྱད་པར་ཅན་	ADJ
འགའ་ཞིག་	འགའ་ཞིག་	OTHER
སྐྱེ་	སྐྱེ་	VERB
མོད་	མོད་	VERB
ཀྱི་	གི་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
