form	lemma	POS	morph
དོར་	དོར་	VERB
ར་	ལ་	PART
སྦྱོར་	སྦྱོར་	VERB
༑		PUNCT
བདག་	བདག་	PRON
སྐྱིད་	སྐྱིད་	NO_POS
གཞན་	གཞན་	DET
ནི་	ནི་	NO_POS
མི་	མི་	PART
སྐྱིད་	སྐྱིད་	NO_POS
ལ་	ལ་	ADP
། །		PUNCT
བདག་	བདག་	PRON
མཐོ་	མཐོ་	VERB
གཞན་	གཞན་	DET
ནི་	ནི་	NO_POS
དམའ་བ་	དམའ་བ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
ཕན་	ཕན་	NOUN
བྱེད་	བྱེད་	VERB
གཞན་	གཞན་	DET
མིན་	མིན་	AUX
ཞེ་	ཅེས་	PART
། །		PUNCT
བདག་	བདག་	PRON
ལ་	ལ་	ADP
ཕྲག་དོག་	ཕྲག་དོག་	NOUN
ཅིས་	ཅིས་	NO_POS
མི་	མི་	PART
བྱེད་	བྱེད་	VERB
། །		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
བདག་	བདག་	PRON
སྐྱིད་	སྐྱིད་	NO_POS
ཅིང་	ཅིང་	PART
མཐོ་	མཐོ་	VERB
དྲགས་	དྲགས་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
གཞན་	གཞན་	DET
སྡུག་	སྡུག་	VERB
ཅིང་	ཅིང་	PART
དམའ་	དམའ་	NO_POS
དྲགས་	དྲགས་	NO_POS
ཞེ་	ཅེས་	PART
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
རང་	རང་	PRON
ལ་	ལ་	ADP
རང་	རང་	PRON
གིས་	གིས་	PART
ཕྲག་དོག་	ཕྲག་དོག་	NOUN
བསྒོམ་	བསྒོམ་	VERB
མོ་	མོ་	PRON
། །		PUNCT
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
བདེ་	བདེ་	VERB
དང་	དང་	NO_POS
ཕྲལ་	ཕྲལ་	NO_POS
གྱིས་	གིས་	PART
ཏེ་	སྟེ་	PART
། །		PUNCT
གཞན་	གཞན་	DET
གྱི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
བདག་	བདག་	PRON
ལ་	ལ་	ADP
སྦྱོར་	སྦྱོར་	VERB
། །		PUNCT
རང་	རང་	PRON
ལ་	ལ་	ADP
བདེ་བ་	བདེ་བ་	VERB
གང་ཡོད་པ་	གང་ཡོད་པ་	NO_POS
། །		PUNCT
ཕྲལ་	ཕྲལ་	NO_POS
ལ་	ལ་	ADP
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
བྱིན་	བྱིན་	VERB
། །		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
གྱི་	གི་	PART
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
གྱི་	གི་	PART
ཁུ་	ཁུ་	NOUN
གང་ཡོད་པ་	གང་ཡོད་པ་	NO_POS
བདག་	བདག་	PRON
གིས་	གིས་	PART
བླང་	བླང་	NO_POS
ངོ་	ངོ་	PART
། །		PUNCT
གང་	གང་	NO_POS
ཚེ་	ཚེ་	NOUN
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
ཅི་	ཅི་	NO_POS
བྱེད་	བྱེད་	VERB
ཅེས་	ཅེས་	PART
། །		PUNCT
བདག་	བདག་	PRON
གི་	གི་	PART
སྐྱོན་	སྐྱོན་	NOUN
ལ་	ལ་	ADP
བརྟག་པ་	བརྟག་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
ཉེས་པ་	ཉེས་པ་	VERB
བྱ་	བྱ་	VERB
ན་	ན་	ADP
ཡང་	ཀྱང་	PART
། །		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
སྐྱོན་	སྐྱོན་	NOUN
དུ་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
བྱོས་	བྱོས་	VERB
ལ་	ལ་	ADP
། །		PUNCT
བདག་	བདག་	PRON
གིས་	གིས་	PART
ཉེས་པ་	ཉེས་པ་	VERB
ཆུང་	ཆུང་	VERB
བྱ་	བྱ་	VERB
ཀྱང་	ཀྱང་	PART
། །		PUNCT
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
མང་	མང་	VERB
ལ་	ལ་	ADP
རབ་ཏུ་	རབ་ཏུ་	NO_POS
ཤོགས་	ཤོགས་	NO_POS
། །		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
ལུས་ངག་	ལུས་ངག་	NOUN
ཡིད་	ཡིད་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
བརྟག་	བརྟག་	VERB
ལ་	ལ་	ADP
།		PUNCT
སྤྱོད་པ་	སྤྱོད་པ་	VERB
ཕྱིན་	ཕྱིན་	VERB
ཅི་	ཅི་	NO_POS
ལོག་	ལོག་	VERB
བྱེད་	བྱེད་	VERB
ན་	ན་	ADP
དེ་	དེ་	DET
		
ཞ་	ཞ་	OTHER
		
དེ་	དེ་	DET
		
སྔ་	སྔ་	NOUN
དེ་ཙམ་	དེ་ཙམ་	NO_POS
གྱིས་	གིས་	PART
འཁྱམས་པ་	འཁྱམས་པ་	VERB
ས་	གིས་	PART
མི་	མི་	PART
འཇིགས་པ་	འཇིགས་པ་	VERB
ར་	ལ་	PART
ད་དུང་	ད་དུང་	ADV
འཁོར་བ་	འཁོར་བ་	NOUN
དང་	དང་	NO_POS
ངན་སོང་	ངན་སོང་	NOUN
དུ་	ལ་	PART
འཁྱམ་	འཁྱམ་	NO_POS
མམ་	གམ་	PART
ཞེ་	ཅེས་	PART
རང་	རང་	PRON
གི་	གི་	PART
སེམས་	སེམས་	NOUN
ལ་	ལ་	ADP
ཁྲེལ་	ཁྲེལ་	NO_POS
འདེད་	འདེད་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
བདག་	བདག་	PRON
ལ་	ལ་	ADP
གནོད་པ་	གནོད་པ་	VERB
བྱ་	བྱ་	VERB
ན་	ན་	ADP
འང་	ཀྱང་	PART
འདི་	འདི་	DET
ས་	གིས་	PART
མ་ལན་	མ་ལན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཀྱི་	གི་	PART
ལས་ངན་	ལས་ངན་	NOUN
ཡིན་	ཡིན་	NO_POS
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
བསམ་	བསམ་	NOUN
།		PUNCT
རང་	རང་	PRON
གིས་	གིས་	PART
གཞན་	གཞན་	DET
ལ་ཉེ་	ལ་ཉེ་	NO_POS
ས་པ་	ས་པ་	PART
ཅུང་ཟད་	ཅུང་ཟད་	ADV
ཙམ་	ཙམ་	DET
བྱ་	བྱ་	VERB
ན་	ན་	ADP
བདག་	བདག་	PRON
གིས་	གིས་	PART
འདི་	འདི་	DET
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
མ་	མ་	PART
ལེགས་པ་	ལེགས་པ་	VERB
བྱ་	བྱ་	VERB
ཞེ་	ཅེས་	PART
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
མང་པོ་	མང་པོ་	ADJ
འི་	གི་	PART
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
བཤགས་པ་	བཤགས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
སྤྱོད་འཇུག་	སྤྱོད་འཇུག་	PROPN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
གཞན་	གཞན་	DET
གྱི་	གི་	PART
གྲགས་པ་	གྲགས་པ་	VERB
ལྷག་	ལྷག་	NOUN
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
གྲགས་པ་	གྲགས་པ་	VERB
ཟིལ་	ཟིལ་	NOUN
གྱིས་	གིས་	PART
གནོན་	གནོན་	VERB
། །		PUNCT
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
བྲན་	བྲན་	NOUN
གྱི་	གི་	PART
ཐ་མ་	ཐ་མ་	ADJ
ལྟ་	ལྟ་	OTHER
། །		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམས་	རྣམས་	DET
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
བཀོལ་བ་	བཀོལ་བ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
བདག་	བདག་	PRON
ལ་	ལ་	ADP
འགའ་ཞིག་	འགའ་ཞིག་	OTHER
བསྟོད་	བསྟོད་	VERB
ན་	ན་	ADP
རིགས་	རིགས་	NOUN
དང་	དང་	NO_POS
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
ང་	ང་	PRON
བ་	བ་	ADP
ཀྱང་	ཀྱང་	PART
ལྷག་པ་	ལྷག་པ་	VERB
འདི་	འདི་	DET
ལྟ་བུ་	ལྟ་བུ་	NOUN
ཡོད་	ཡོད་	VERB
ཅེས་	ཅེས་	PART
གཞན་	གཞན་	DET
གྱི་	གི་	PART
གྲགས་པ་	གྲགས་པ་	VERB
བརྗོད་	བརྗོད་	VERB
ལ་	ལ་	ADP
རང་	རང་	PRON
ཟིལ་	ཟིལ་	NOUN
གྱིས་	གིས་	PART
མནན་	མནན་	VERB
ཅིང་	ཅིང་	PART
ང་རྒྱལ་	ང་རྒྱལ་	NOUN
མི་	མི་	PART
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
༑		PUNCT
བླ་མ་	བླ་མ་	NOUN
དང་	དང་	NO_POS
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
དང་སེམས་	དང་སེམས་	NO_POS
ཅན་	ཅན་	PART
གཞན་	གཞན་	DET
གྱི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་	ལ་	ADP
བྲན་	བྲན་	NOUN
བཞིན་	བཞིན་	NOUN
བཀོལ་བ་	བཀོལ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཡང་	ཀྱང་	PART
།		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
སྐྱོན་	སྐྱོན་	NOUN
ཅན་	ཅན་	PART
རང་བཞིན་པ་	རང་བཞིན་པ་	NOUN
ས་	གིས་	PART
། །		PUNCT
གློ་བུ་	གློ་བུ་	OTHER
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཆེ་	ཆེ་	VERB
མི་	མི་	PART
བསྟོད་	བསྟོད་	VERB
། །		PUNCT
བདག་	བདག་	PRON
ལ་	ལ་	ADP
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཅུང་ཟད་	ཅུང་ཟད་	ADV
མཐོང་	མཐོང་	VERB
ཡང་	ཀྱང་	PART
འདི་འདྲ་	འདི་འདྲ་	NO_POS
གློ་བུ་	གློ་བུ་	OTHER
		
བ་	བ་	X
		
ཞ་	ཞ་	OTHER
		
བ་	བ་	X
འི་	གི་	PART
ཆ་	ཆ་	NOUN
		
ཡིན་	ཡིན་	NO_POS
།		PUNCT
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཅན་	ཅན་	PART
ཡིན་	ཡིན་	NO_POS
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
ང་རྒྱལ་	ང་རྒྱལ་	NOUN
བཅག་	བཅག་	VERB
ཡང་	ཀྱང་	PART
།		PUNCT
འདི་	འདི་	DET
ཡི་	ཡི་	ADP
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཅི་	ཅི་	NO_POS
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
། །		PUNCT
འག་	འགའ་	DET
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
མི་	མི་	PART
ཤེ་	ཤེ་	VERB
དེ་ལྟ་	དེ་ལྟ་	NO_POS
གྱིས་	གིས་	PART
༑༑		PUNCT
མདོར་ན་	མདོར་ན་	NO_POS
བདག་	བདག་	PRON
གི་	གི་	PART
དོན་	དོན་	NOUN
གྱི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
གཞན་	གཞན་	DET
ལ་	ལ་	ADP
གནོད་	གནོད་	VERB
བྱ་	བྱ་	VERB
གང་	གང་	NO_POS
།།		PUNCT
གནོད་	གནོད་	VERB
དེ་	དེ་	DET
སེམས་ཅན་	སེམས་ཅན་	NOUN
དོན་	དོན་	NOUN
གྱི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
བདག་ཉིད་	བདག་ཉིད་	NOUN
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
འབབ་པ་	འབབ་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
གཉའ་དྲག་	གཉའ་དྲག་	NO_POS
འགྱུར་	འགྱུར་	VERB
ཚུལ་	ཚུལ་	NOUN
དུ་	ལ་	PART
། །		PUNCT
ཤེད་	ཤེད་	NOUN
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
ར་	ལ་	PART
ནི་	ནི་	NO_POS
མི་	མི་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
བག་མ་	བག་མ་	NOUN
གསར་པ་	གསར་པ་	VERB
འི་	གི་	PART
ཚུལ་བཞིན་	ཚུལ་བཞིན་	NOUN
དུ་	ལ་	PART
། །		PUNCT
ངོ་ཚ་	ངོ་ཚ་	NOUN
འཇིགས་	འཇིགས་	VERB
དང་	དང་	NO_POS
བསྡམས་	བསྡམས་	NO_POS
ཏེ་	སྟེ་	PART
བཞག་	བཞག་	VERB
།		PUNCT
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
དོན་	དོན་	NOUN
བསམས་	བསམས་	VERB
ལ་	ལ་	ADP
རང་	རང་	PRON
ལ་	ལ་	ADP
འབད་པ་	འབད་པ་	VERB
ས་	གིས་	PART
ཕྲག་དོག་	ཕྲག་དོག་	NOUN
བསྒོམ་	བསྒོམ་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
གཞན་	གཞན་	DET
ལ་	ལ་	ADP
ཕན་པ་	ཕན་པ་	VERB
ལ་	ལ་	ADP
སྦྱར་	སྦྱར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
རང་དོན་	རང་དོན་	NOUN
སྤངས་	སྤངས་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
གཞན་དོན་	གཞན་དོན་	NOUN
བསྒྲུབས་པ་	བསྒྲུབས་པ་	VERB
ས་	གིས་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
རང་དོན་	རང་དོན་	NOUN
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
ཚོགས་པ་	ཚོགས་པ་	VERB
འགྲུབ་པ་	འགྲུབ་པ་	VERB
རྟེན་འབྲེལ་	རྟེན་འབྲེལ་	NOUN
གྱི་	གི་	PART
ཆེ་བ་	ཆེ་བ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཡང་	ཀྱང་	PART
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
འབད་པ་	འབད་པ་	VERB
ས་	གིས་	PART
གཞན་དག་	གཞན་དག་	NO_POS
གི་	གི་	PART
།		PUNCT
དོན་	དོན་	NOUN
ལ་	ལ་	ADP
རབ་ཏུ་	རབ་ཏུ་	NO_POS
འཇུག་	འཇུག་	VERB
གིས་	གིས་	PART
དང་	དང་	NO_POS
། །		PUNCT
ཐུབ་པ་	ཐུབ་པ་	VERB
འི་	གི་	PART
བཀའ་	བཀའ་	NOUN
ནི་	ནི་	NO_POS
མི་	མི་	PART
སླུ་བ་	སླུ་བ་	VERB
ས་	གིས་	PART
། །		PUNCT
འདི་	འདི་	DET
ཡི་	ཡི་	ADP
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཕྱི་	ཕྱི་	VERB
མཐོང་	མཐོང་	VERB
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
རྫོགས་པ་	རྫོགས་པ་	VERB
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལ་	ལ་	ADP
བརྫུན་	བརྫུན་	NOUN
མི་	མི་	PART
མངའ་བ་	མངའ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
གཞན་དོན་	གཞན་དོན་	NOUN
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
རང་དོན་	རང་དོན་	NOUN
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཡང་	ཀྱང་	PART
དེ་	དེ་	DET
འང་	ཀྱང་	PART
།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
སྔ་དུས་	སྔ་དུས་	NO_POS
སུ་	སུ་	ADP
། །		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
འདི་	འདི་	DET
བྱས་པ་	བྱས་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ན་	ན་	ADP
ནི་	ནི་	NO_POS
། །		PUNCT
