form	lemma	POS	morph
དཀར་ཆག་	དཀར་ཆག་	NOUN
འི་	གི་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
རྒྱས་པ་	རྒྱས་པ་	VERB
།		PUNCT
		
སྤྱན་མ་	སྤྱན་མ་	NO_POS
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
གཟའ་	གཟའ་	NOUN
ཡུམ་	ཡུམ་	NOUN
གྱི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
སྔགས་	སྔགས་	NOUN
ཀྱི་	གི་	PART
དག་བྱེད་	དག་བྱེད་	OTHER
།		PUNCT
		
འདོད་ལྷ་	འདོད་ལྷ་	NO_POS
འི་	གི་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
།		PUNCT
		
རིག་མ་	རིག་མ་	NOUN
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
ཆོས་ཚན་	ཆོས་ཚན་	OTHER
གཉིས་	གཉིས་	NUM
།		PUNCT
		
བསྲུང་བ་	བསྲུང་བ་	VERB
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
དབང་	དབང་	NOUN
ཆོག་	ཆོག་	VERB
གི་	གི་	PART
སྡོམ་	སྡོམ་	NOUN
།		PUNCT
		
བསྲུང་བ་	བསྲུང་བ་	VERB
ལྔ་	ལྔ་	NUM
ཡི་	ཡི་	ADP
མཚམས་	མཚམས་	NOUN
གཅོད་	གཅོད་	NO_POS
།		PUNCT
		
དེ་	དེ་	DET
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
དེ་	དེ་	DET
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
།		PUNCT
		
དེ་	དེ་	DET
འི་	གི་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
།		PUNCT
		
དེ་	དེ་	DET
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ལྷ་ཚོགས་	ལྷ་ཚོགས་	NOUN
ལ་	ལ་	ADP
བསྟོད་པ་	བསྟོད་པ་	VERB
།		PUNCT
		
ཕྱོགས་	ཕྱོགས་	NOUN
ཀྱི་	གི་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
།		PUNCT
		
གཟའ་སྐར་	གཟའ་སྐར་	OTHER
གྱི་	གི་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
།		PUNCT
		
བྱུར་	བྱུར་	NO_POS
བསལ་བ་	བསལ་བ་	VERB
།		PUNCT
		
དུག་	དུག་	NOUN
དབྱུང་བ་	དབྱུང་བ་	VERB
།		PUNCT
		
དབང་	དབང་	NOUN
བསྐུར་བ་	བསྐུར་བ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
འི་	གི་	PART
སྡོམ་	སྡོམ་	NOUN
།		PUNCT
		
དབང་	དབང་	NOUN
བསྐུར་བ་	བསྐུར་བ་	VERB
འི་	གི་	PART
དངོ་	དངོ་	NOUN
།		PUNCT
		
རྒྱུད་སྡེ་	རྒྱུད་སྡེ་	NOUN
འི་	གི་	PART
དཀར་ཆག་	དཀར་ཆག་	NOUN
		
མགོན་པོ་	མགོན་པོ་	NOUN
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
བདུད་རྩི་	བདུད་རྩི་	NOUN
ལྔ་མཆོད་	ལྔ་མཆོད་	NO_POS
།		PUNCT
		
མགོན་པོ་	མགོན་པོ་	NOUN
འི་	གི་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
།		PUNCT
		
ལྕམ་དྲལ་	ལྕམ་དྲལ་	NOUN
གྱི་	གི་	PART
གཏོ་	གཏོ་	VERB
ཆོག་	ཆོག་	VERB
		
དེ་	དེ་	DET
འི་	གི་	PART
བཤགས་པ་	བཤགས་པ་	VERB
།		PUNCT
		
གདོང་	གདོང་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
འི་	གི་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
།		PUNCT
		
ཛམ་		NON_WORD
བྷ་	བྷ་	NO_POS
ལ་	ལ་	ADP
སེར་པོ་	སེར་པོ་	ADJ
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
ཕྱོགས་	ཕྱོགས་	NOUN
བཞི་	བཞི་	NUM
འི་	གི་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཤར་ཕྱོགས་	ཤར་ཕྱོགས་	NOUN
ལྷ་	ལྷ་	NOUN
ཡི་	ཡི་	ADP
གཏོར་མ་	གཏོར་མ་	NOUN
།		PUNCT
		
ལྷོ་ཕྱོགས་	ལྷོ་ཕྱོགས་	NOUN
འབྱུང་པོ་	འབྱུང་པོ་	NOUN
འི་	གི་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
།		PUNCT
		
ནུབ་ཕྱོགས་	ནུབ་ཕྱོགས་	NOUN
ཀླུ་	ཀླུ་	NOUN
ཡི་	ཡི་	ADP
གཏོར་མ་	གཏོར་མ་	NOUN
།		PUNCT
		
བྱང་ཕྱོགས་	བྱང་ཕྱོགས་	NOUN
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
གྱི་	གི་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
།		PUNCT
		
ས་སྐྱ་པ་	ས་སྐྱ་པ་	PROPN
འི་	གི་	PART
ཉིན་ཞག་	ཉིན་ཞག་	NOUN
ཕྲུགས་	ཕྲུགས་	NO_POS
གཅིག་	གཅིག་	NUM
གི་	གི་	PART
ཐུགས་དམ་	ཐུགས་དམ་	NOUN
གཏོར་མ་	གཏོར་མ་	NOUN
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
།		PUNCT
		
ཆ་གསུམ་	ཆ་གསུམ་	NO_POS
གཏོར་མ་	གཏོར་མ་	NOUN
འབྲིང་པོ་	འབྲིང་པོ་	ADJ
ལ་	ལ་	ADP
ས་	གིས་	PART
བགེགས་གཏོར་	བགེགས་གཏོར་	NO_POS
།		PUNCT
		
ཀླུ་གཏོར་	ཀླུ་གཏོར་	NO_POS
།		PUNCT
		
ཆུ་	ཆུ་	NOUN
གཏོར་གསུམ་	གཏོར་གསུམ་	NO_POS
།		PUNCT
		
དཀར་ཆག་	དཀར་ཆག་	NOUN
		
