form	lemma	POS	morph
བཟླས་	བཟླས་	NO_POS
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
འི་	གི་	PART
མེ་ལྷ་	མེ་ལྷ་	NO_POS
ར་སྐྱེས་	ར་སྐྱེས་	NO_POS
ལ་	ལ་	ADP
ཆིབས་པ་	ཆིབས་པ་	VERB
།		PUNCT
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
དམར་སེར་	དམར་སེར་	NO_POS
ཞལ་	ཞལ་	NOUN
གཅིག་པ་	གཅིག་པ་	ADJ
ཕྱག་	ཕྱག་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
།		PUNCT
གཡས་པ་	གཡས་པ་	VERB
ན་	ན་	ADP
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
དབྱུག་	དབྱུག་	NO_POS
ཏོ་	གོ་	PART
།		PUNCT
གཡོན་	གཡོན་	NOUN
བགྲང་ཕྲེང་	བགྲང་ཕྲེང་	NO_POS
དང་	དང་	NO_POS
གུནྡྷེ་		NON_WORD
བསྣམས་པ་	བསྣམས་པ་	NO_POS
བསམ་	བསམ་	NOUN
ལ་	ལ་	ADP
།		PUNCT
དད་པ་	དད་པ་	VERB
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
དམ་ཚིག་	དམ་ཚིག་	NOUN
གིས་	གིས་	PART
། །		PUNCT
ཚུར་སྤྱོན་	ཚུར་སྤྱོན་	NO_POS
ཚུ་		
སྤྱཽན་		NON_WORD
འབྱུང་པོ་	འབྱུང་པོ་	NOUN
ཆེ་	ཆེ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
ཡེ་ཤེས་པ་	ཡེ་ཤེས་པ་	NOUN
སྤྱན་	སྤྱན་	NOUN
དྲངས་	དྲངས་	NO_POS
།		PUNCT
དགུག་གཞུག་	དགུག་གཞུག་	NO_POS
བྱ་	བྱ་	VERB
།		PUNCT
མཆོད་ཡོན་	མཆོད་ཡོན་	OTHER
དང་	དང་	NO_POS
ཞབས་བསིལ་	ཞབས་བསིལ་	NO_POS
དབུལ་	དབུལ་	NO_POS
།		PUNCT
རྒྱ་	རྒྱ་	NOUN
བཞི་	བཞི་	NUM
ས་	གིས་	PART
གདབ་	གདབ་	NO_POS
།		PUNCT
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཆེ་	ཆེ་	VERB
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་	བརླབས་	NO_POS
།།		PUNCT
གལ་ཏེ་	གལ་ཏེ་	NO_POS
དམ་	དམ་	PART
ལ་	ལ་	ADP
འདའ་	འདའ་	VERB
གྱུར་	གྱུར་	VERB
ན་	ན་	ADP
། །		PUNCT
འཇིགས་པ་	འཇིགས་པ་	VERB
ར་	ལ་	PART
འདི་	འདི་	DET
ལ་	ལ་	ADP
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
མེད་	མེད་	VERB
། །		PUNCT
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
ས་	གིས་	PART
དམ་	དམ་	PART
ལ་	ལ་	ADP
བཞག་	བཞག་	VERB
ལ་	ལ་	ADP
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
བཅོལ་	བཅོལ་	NO_POS
ཉེ་རེག་	ཉེ་རེག་	NO_POS
བྱིན་	བྱིན་	VERB
ལ་	ལ་	ADP
མཆོད་	མཆོད་	VERB
།		PUNCT
ཚངས་པ་	ཚངས་པ་	PROPN
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
མགོན་	མགོན་	NOUN
གྱི་	གི་	PART
སྲ་	སྲ་	NOUN
། །		PUNCT
མེ་ལྷ་	མེ་ལྷ་	NO_POS
འི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དྲང་སྲོང་	དྲང་སྲོང་	NOUN
མཆོག་	མཆོག་	ADJ
།		PUNCT
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
བསྟོད་	བསྟོད་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་	དང་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
ཡམ་ཤིང་	ཡམ་ཤིང་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དབུལ་	དབུལ་	NO_POS
ཞིང་	ཞིང་	SCONJ
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
མཆོད་བསྟོད་	མཆོད་བསྟོད་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
འཐོར་འཐུང་	འཐོར་འཐུང་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བྱིན་	བྱིན་	VERB
ལ་	ལ་	ADP
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
འི་	གི་	PART
མེ་ལྷ་	མེ་ལྷ་	NO_POS
འབར་བ་	འབར་བ་	VERB
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བཏང་	བཏང་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
མེ་ལྷ་	མེ་ལྷ་	NO_POS
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ནི་	ནི་	NO_POS
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
ཀྱིས་	གིས་	PART
ཐབས་	ཐབས་	NOUN
བསང་བ་	བསང་བ་	NO_POS
འམ་	གམ་	PART
མ་	མ་	PART
བསངས་	བསངས་	NO_POS
ཀྱང་	ཀྱང་	PART
བཏུབ་		NON_WORD
སྟེ་	སྟེ་	PART
།		PUNCT
ཐབ་	ཐབ་	NO_POS
དེ་	དེ་	DET
ཡྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
རླུང་	རླུང་	NOUN
གི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ན་	ནས་	PART
བཟུང་	བཟུང་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
འབྱུང་བ་	འབྱུང་བ་	VERB
རིམ་	རིམ་	NOUN
བརྩེགས་	བརྩེགས་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
སུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
རི་རབ་	རི་རབ་	PROPN
བསྐྱེད་	བསྐྱེད་	VERB
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
དེ་དག་	དེ་དག་	OTHER
མ་	མ་	PART
བསྐྱེད་	བསྐྱེད་	VERB
ཀྱང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
སྟེ་	སྟེ་	PART
།		PUNCT
ཉི་མ་	ཉི་མ་	NOUN
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
བྷྲཱུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
གཞལ་ཡས་	གཞལ་ཡས་	ADJ
ཁང་	ཁང་	NOUN
གདན་	གདན་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བསམ་	བསམ་	NOUN
མོ་	མོ་	PRON
"།

།"		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
དཔལ་	དཔལ་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འཇིགས་བྱེད་	འཇིགས་བྱེད་	OTHER
དམ་ཚིག་	དམ་ཚིག་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
ར་	ལ་	PART
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གནས་	གནས་	NOUN
གསུམ་	གསུམ་	NUM
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབ་པ་	བརླབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཡེ་ཤེས་པ་	ཡེ་ཤེས་པ་	NOUN
ཚུལ་བཞིན་	ཚུལ་བཞིན་	NOUN
དུ་	ལ་	PART
བཞུག་པ་	བཞུག་པ་	NON_WORD
དང་	དང་	NO_POS
།		PUNCT
སྔ་	སྔ་	NOUN
བུམ་པ་	བུམ་པ་	NOUN
ལྷག་གནས་	ལྷག་གནས་	NO_POS
ལྷ་	ལྷ་	NOUN
ར་	ལ་	PART
བསྐྱེད་	བསྐྱེད་	VERB
ལ་	ལ་	ADP
དེ་	དེ་	DET
སུམ་ཅུ་	སུམ་ཅུ་	OTHER
སོ་	སོ་	PART
གཉིས་པ་	གཉིས་པ་	NUM
བཟླས་པ་	བཟླས་པ་	VERB
འི་	གི་	PART
ཆུ་	ཆུ་	VERB
མེ་ལོང་	མེ་ལོང་	NOUN
ལ་	ལ་	ADP
དབང་	དབང་	NOUN
བསྐུར་བ་	བསྐུར་བ་	VERB
འི་	གི་	PART
བུམ་པ་	བུམ་པ་	NOUN
འི་	གི་	PART
ཆུ་	ཆུ་	VERB
བཀྲུ་	བཀྲུ་	NO_POS
ཞིང་	ཞིང་	SCONJ
།		PUNCT
ཇི་ལྟ་		
བལྟམས་པ་	བལྟམས་པ་	VERB
ཙམ་	ཙམ་	DET
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
དབང་	དབང་	NOUN
བསྐུར་བ་	བསྐུར་བ་	VERB
འམ་	གམ་	PART
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
བུམ་པ་	བུམ་པ་	NOUN
འི་	གི་	PART
ཆུ་	ཆུ་	VERB
ཐབ་	ཐབ་	NO_POS
ཏུ་	ལ་	PART
གཏོ་	གཏོ་	VERB
ཞིང་	ཞིང་	SCONJ
དབང་	དབང་	NOUN
བསྐུར་བ་	བསྐུར་བ་	VERB
འི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
ཞི་བ་	ཞི་བ་	VERB
ལ་	ལ་	ADP
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྣང་	སྣང་	VERB
མཛད་	མཛད་	VERB
།		PUNCT
རྒྱས་པ་	རྒྱས་པ་	VERB
ལ་	ལ་	ADP
རིན་ཆེན་	རིན་ཆེན་	OTHER
འབྱུང་	འབྱུང་	VERB
ལྡན་	ལྡན་	VERB
།		PUNCT
དབང་	དབང་	NOUN
ལ་	ལ་	ADP
སྣང་བ་	སྣང་བ་	VERB
མཐའ་	མཐའ་	NOUN
ཡ་		
།		PUNCT
དྲག་པོ་	དྲག་པོ་	ADJ
ལ་	ལ་	ADP
མི་བསྐྱོད་པ་	མི་བསྐྱོད་པ་	NO_POS
ས་	གིས་	PART
དབུ་	དབུ་	NOUN
ར་	ལ་	PART
བརྒྱན་པ་	བརྒྱན་པ་	VERB
ར་	ལ་	PART
བསམ་	བསམ་	NOUN
མོ་	མོ་	PRON
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
བཞི་	བཞི་	NUM
འི་	གི་	PART
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
གིས་	གིས་	PART
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
ཞལ་	ཞལ་	NOUN
ཡང་	ཀྱང་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ར་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཨརྒྷཾ་		NON_WORD
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
མཆོད་	མཆོད་	VERB
ཅིང་	ཅིང་	PART
ནང་	ནང་	NOUN
གི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
མཆོད་	མཆོད་	VERB
ལ་	ལ་	ADP
།		PUNCT
བསྟོད་པ་	བསྟོད་པ་	VERB
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
བསྟོད་	བསྟོད་	VERB
དེ་	དེ་	DET
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཧཱུྃ་		NON_WORD
གིས་	གིས་	PART
འཐོར་འཐུང་	འཐོར་འཐུང་	NO_POS
སྦྱིན་	སྦྱིན་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བསྲེག་རྫས་	བསྲེག་རྫས་	NO_POS
རྣམས་	རྣམས་	DET
རིམ་པ་	རིམ་པ་	NOUN
ས་	གིས་	PART
དབུལ་	དབུལ་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཡམ་ཤིང་	ཡམ་ཤིང་	NO_POS
ནི་	ནི་	NO_POS
འོད་	འོད་	NOUN
ཀྱི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ལ་	ལ་	ADP
དབུལ་	དབུལ་	NO_POS
ལོ་	ལོ་	NOUN
། །		PUNCT
རྫས་ཆོས་	རྫས་ཆོས་	NO_POS
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
སྔ་	སྔ་	NOUN
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
འི་	གི་	PART
མེ་ལྷ་	མེ་ལྷ་	NO_POS
ལ་	ལ་	ADP
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ཇི་ལྟ་བ་	ཇི་ལྟ་བ་	ADJ
བཞིན་	བཞིན་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
དབུལ་བ་	དབུལ་བ་	VERB
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
ནི་	ནི་	NO_POS
འདི་	འདི་	DET
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཧྲཱིཿ་		NON_WORD
ཥྟི་		NON_WORD
ཝི་		NON_WORD
ཀྲྀ་		NON_WORD
ཏཱ་	ཏཱ་	NO_POS
ན་	ན་	ADP
ན་	ན་	ADP
ཧཱུྃ་		NON_WORD
ཕཊ་		NON_WORD
།		PUNCT
ཨགྣ་		NON_WORD
ཡེ་	ཡེ་	ADV
སརྦ་	སརྦ་	NO_POS
པཱ་	པཱ་	NO_POS
པཾ་		NON_WORD
ཤཱནྟིཾ་		NON_WORD
ཀུ་རུ་	ཀུ་རུ་	NO_POS
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
ལ་མ་	ལ་མ་	NO_POS
ར་	ལ་	PART
གྱི་	གི་	PART
སྔགས་	སྔགས་	NOUN
སོ་	སོ་	PART
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དུ་	ལ་	PART
བསྲེག་རྫས་	བསྲེག་རྫས་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ལ་	ལ་	ADP
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
དང་པོ་	དང་པོ་	ADJ
ར་	ལ་	PART
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
དང་བ་	དང་བ་	NOUN
ར་	ལ་	PART
དུ་	ལ་	PART
རྫ་	རྫ་	NOUN
ཀྱི་	གི་	PART
སྔགས་	སྔགས་	NOUN
དང་	དང་	NO_POS
ཐ་མ་	ཐ་མ་	ADJ
ར་	ལ་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
སྔགས་	སྔགས་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
སྦྲགས་	སྦྲགས་	NO_POS
ལ་	ལ་	ADP
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
འི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
ཤམ་བུ་	ཤམ་བུ་	NOUN
ནི་	ནི་	NO_POS
གོང་	གོང་	NOUN
དུ་	ལ་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
མ་	མ་	PART
བྲིས་	བྲིས་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
པཱུ་		NON_WORD
ཛ་	ཛ་	OTHER
དང་	དང་	NO_POS
ནང་	ནང་	NOUN
གི་	གི་	PART
པཱུ་		NON_WORD
ཛ་	ཛ་	OTHER
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
མཆོད་	མཆོད་	VERB
ཅིང་	ཅིང་	PART
བསྟོད་	བསྟོད་	VERB
དེ་	དེ་	DET
།		PUNCT
ཆོ་ག་	ཆོ་ག་	NOUN
ལྷག་པ་	ལྷག་པ་	VERB
དང་	དང་	NO_POS
མ་ཚང་བ་	མ་ཚང་བ་	NO_POS
ཁ་	ཁ་	PRON
བསྐང་བ་	བསྐང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
བཟོད་པ་	བཟོད་པ་	VERB
ར་	ལ་	PART
གསོལ་	གསོལ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
དང་	དང་	NO_POS
མ་ཧེ་	མ་ཧེ་	NO_POS
འི་	གི་	PART
ཞལ་	ཞལ་	NOUN
བསྒྱུར་བ་	བསྒྱུར་བ་	VERB
དེ་	དེ་	DET
འི་	གི་	PART
ཁ་དོག་	ཁ་དོག་	NOUN
སོ་སོ་	སོ་སོ་	PRON
ལ་	ལ་	ADP
དམིགས་	དམིགས་	VERB
ཏེ་	སྟེ་	PART
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
གསུམ་	གསུམ་	NUM
འཆར་	འཆར་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱི་	གི་	PART
ཤམ་བུ་	ཤམ་བུ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ཅུང་ཞིག་	ཅུང་ཞིག་	NO_POS
བཟླའོ་		NON_WORD
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
འཐོར་འཐུང་	འཐོར་འཐུང་	NO_POS
ཕུལ་	ཕུལ་	VERB
ཏེ་	སྟེ་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དམ་ཚིག་པ་	དམ་ཚིག་པ་	NOUN
ར་	ལ་	PART
རང་	རང་	PRON
ལ་	ལ་	ADP
བསྡུ་	བསྡུ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ཙམ་	དེ་ཙམ་	NO_POS
གྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
མཆོད་པ་	མཆོད་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
མཇུག་	མཇུག་	NOUN
གི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ནི་	ནི་	NO_POS
སྔ་	སྔ་	NOUN
གཏོར་མ་	གཏོར་མ་	NOUN
བཤམས་པ་	བཤམས་པ་	VERB
གྲུབ་	གྲུབ་	VERB
ན་	ན་	ADP
དུར་ཁྲོད་	དུར་ཁྲོད་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ལ་བ་	ལ་བ་	NOUN
ར་	ལ་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
དབུལ་	དབུལ་	NO_POS
ལོ་	ལོ་	NOUN
། །		PUNCT
མ་	མ་	PART
གྲུབ་	གྲུབ་	VERB
ན་	ན་	ADP
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
འི་	གི་	PART
མེ་ལྷ་	མེ་ལྷ་	NO_POS
ཐབ་	ཐབ་	NO_POS
ཏུ་	ལ་	PART
དམིགས་	དམིགས་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
གི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
མཆོད་	མཆོད་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
བསྲེག་རྫས་	བསྲེག་རྫས་	NO_POS
ལྷག་མ་	ལྷག་མ་	NOUN
རྣམས་	རྣམས་	DET
རེ་རེ་	རེ་རེ་	DET
ཞིང་	ཞིང་	ADP
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
མམ་	གམ་	PART
བདུན་	བདུན་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྔ་མ་	སྔ་མ་	ADJ
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ས་	གིས་	PART
དབུལ་	དབུལ་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
ཡང་	ཀྱང་	PART
མཆོད་བསྟོད་	མཆོད་བསྟོད་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བཟོད་པ་	བཟོད་པ་	VERB
ར་	ལ་	PART
གསོལ་	གསོལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
