form	lemma	POS	morph
གོང་བ་	གོང་བ་	NO_POS
ཏུ་	ལ་	PART
		
ོ་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཨཱཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
		
།		PUNCT
སྐུ་	སྐུ་	NOUN
		
སུ་	སུ་	ADP
		
ཐུ་	ཐུ་	NO_POS
		
སྟི་	སྟི་	NO_POS
		
ོ་		NON_WORD
། །		PUNCT
		
ོ་		NON_WORD
། །		PUNCT
		
ོ་		NON_WORD
		
ོ་		NON_WORD
།། །།༈		PUNCT
གུ་རུ་	གུ་རུ་	PROPN
		
རྦྦ་		NON_WORD
སྨེ་	སྨེ་	NO_POS
		
ི་		NON_WORD
		
ཏུ་	ལ་	PART
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
དུ་	ལ་	PART
། །		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
སྟ་	སྟ་	OTHER
		
དུ་	ལ་	PART
		
སྟེ་	སྟེ་	PART
། །		PUNCT
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ཎྜ་		NON_WORD
		
ི་		NON_WORD
། །		PUNCT
གྲུ་	གྲུ་	NOUN
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
༑ ༑		PUNCT
སྟེ་	སྟེ་	PART
		
དུ་	ལ་	PART
ཟླུ་		NON_WORD
		
ོ་		NON_WORD
ཁྲུ་	ཁྲུ་	NOUN
		
། །		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
སྟེ་	སྟེ་	PART
		
དུ་	ལ་	PART
གྲུ་	གྲུ་	NOUN
		
སུ་	སུ་	ADP
		
། །		PUNCT
		
ི་		NON_WORD
		
བྱུ་	བྱུ་	NO_POS
		
། །		PUNCT
ཟུ་		NON_WORD
		
སུ་	སུ་	ADP
		
ོ་		NON_WORD
		
ཕུ་	ཕུ་	NOUN
		
སུ་	སུ་	ADP
		
། །		PUNCT
སྟེ་	སྟེ་	PART
		
དུ་	ལ་	PART
		
པཱ་	པཱ་	NO_POS
		
༑ ༑		PUNCT
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
། །		PUNCT
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
བུ་	བུ་	NOUN
		
ི་		NON_WORD
		
།།		PUNCT
སྒྲུ་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
དུ་	ལ་	PART
		
། །		PUNCT
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
།།		PUNCT
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
སྐུ་	སྐུ་	NOUN
། །		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
དུ་	ལ་	PART
		
། །		PUNCT
		
ེ་		NON_WORD
		
དུ་	ལ་	PART
		
། །		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
སྦྱ་		NON_WORD
		
། །		PUNCT
		
ེ་		NON_WORD
		
སྟོ་	སྟོ་	NO_POS
		
ི་		NON_WORD
		
ི་		NON_WORD
		
༑ ༑		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
		
རུ་	ལ་	PART
		
སྐྱེ་	སྐྱེ་	NOUN
		
། །		PUNCT
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
།།		PUNCT
སྐུ་	སྐུ་	NOUN
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
སྐུ་	སྐུ་	NOUN
། །		PUNCT
སྤྱ་		NON_WORD
		
སུ་	སུ་	ADP
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
།།		PUNCT
		
ོ་		NON_WORD
		
བྱུ་	བྱུ་	NO_POS
		
སྟེ་	སྟེ་	PART
། །		PUNCT
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
། །		PUNCT
		
ི་		NON_WORD
		
སྐུ་	སྐུ་	NOUN
		
སྟ་	སྟ་	OTHER
		
ཚུ་	ཚུ་	OTHER
		
། །		PUNCT
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
།།		PUNCT
		
སུ་	སུ་	ADP
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
སྐྱེ་	སྐྱེ་	NOUN
		
། །		PUNCT
		
ོ་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
སྐྱེ་	སྐྱེ་	NOUN
		
༑ ༑		PUNCT
		
དུ་	ལ་	PART
		
ི་		NON_WORD
		
སྣ་	སྣ་	NOUN
		
ི་		NON_WORD
།།		PUNCT
བུངྔྷ་		NON_WORD
		
ོ་		NON_WORD
		
ངྷི་		NON_WORD
		
ཏྭ་		NON_WORD
		
།།		PUNCT
		
ི་		NON_WORD
		
། །		PUNCT
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
བུ་	བུ་	NOUN
		
ི་		NON_WORD
། །		PUNCT
		
བྱུ་	བྱུ་	NO_POS
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
། །		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
གྷྲྀ་		NON_WORD
རཱ་	རཱ་	NO_POS
		
གྷྲྀ་		NON_WORD
རཱ་	རཱ་	NO_POS
		
།		PUNCT
ཀུ་	ཀུ་	NO_POS
		
ཀུ་	ཀུ་	NO_POS
		
ཁུཾ་		NON_WORD
		
ི་		NON_WORD
		
སྭཱཧཱ་		NON_WORD
།		PUNCT
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ེ་		NON_WORD
		
། །		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
		
སྲུ་	སྲུ་	NO_POS
		
ེ་		NON_WORD
		
། །		PUNCT
སྟོ་	སྟོ་	NO_POS
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
སྲུ་	སྲུ་	NO_POS
		
ེ་		NON_WORD
		
། །		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
སྒྲུ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
།		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
།། །།༈		PUNCT
གུ་	གུ་	OTHER
		
ེ་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
སྦ་	སྦ་	PROPN
		
ི་		NON_WORD
།		PUNCT
		
ཏྣ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
སྐུ་	སྐུ་	NOUN
		
།		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
		
བྱུ་	བྱུ་	NO_POS
		
།		PUNCT
		
ཟུ་		NON_WORD
		
ི་		NON_WORD
		
བུ་	བུ་	NOUN
		
སུ་	སུ་	ADP
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ཨོཾ་	ཨོཾ་	X
		
ི་		NON_WORD
།		PUNCT
ཟུ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
མུ་	མུ་	NOUN
		
ཁྱུ་	ཁྱུ་	NOUN
		
ཨོཾ་	ཨོཾ་	X
གྷྲྀ་		NON_WORD
རཱ་	རཱ་	NO_POS
		
གྷྲྀ་		NON_WORD
རཱ་	རཱ་	NO_POS
		
།		PUNCT
ཀུ་	ཀུ་	NO_POS
		
ཁུཾ་		NON_WORD
		
ི་		NON_WORD
		
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
།		PUNCT
		
ཏྣ་		NON_WORD
གྷྲྀ་		NON_WORD
		
ེ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
སྒུ་	སྒུ་	NO_POS
		
སྒུ་	སྒུ་	NO_POS
		
ི་		NON_WORD
།		PUNCT
		
།		PUNCT
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
སྐུ་	སྐུ་	NOUN
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ཅུ་	ཅུ་	NUM
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
དུ་	ལ་	PART
སྦ་	སྦ་	PROPN
		
ོ་		NON_WORD
༑ ༑		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ཙུ་	ཙུ་	NO_POS
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
བུ་	བུ་	NOUN
		
བུ་	བུ་	NOUN
		
གྱུ་	གྱུ་	NO_POS
		
ོ་		NON_WORD
། །		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
།། །།༈		PUNCT
		
ེ་		NON_WORD
རུ་	ལ་	PART
		
ོ་		NON_WORD
། །		PUNCT
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
སྐུ་	སྐུ་	NOUN
		
དུ་	ལ་	PART
		
དུ་	ལ་	PART
		
།		PUNCT
		
ོ་		NON_WORD
		
།		PUNCT
		
རུ་	ལ་	PART
		
།		PUNCT
ཏུ་	ལ་	PART
རུཥྐ་		NON_WORD
		
།		PUNCT
གུ་	གུ་	OTHER
གུ་	གུ་	OTHER
		
ོ་		NON_WORD
		
།		PUNCT
		
ནྡ་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
སུ་	སུ་	ADP
		
སུ་	སུ་	ADP
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
		
སུ་	སུ་	ADP
		
།		PUNCT
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
།		PUNCT
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
དྲུ་	དྲུ་	NO_POS
		
ེ་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
།		PUNCT
		
ཡུ་	ཡུ་	NO_POS
		
དྲུ་	དྲུ་	NO_POS
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
སྤྱ་		NON_WORD
		
།		PUNCT
		
དུ་	ལ་	PART
		
ི་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
ལུ་	ལུ་	NO_POS
		
ོ་		NON_WORD
		
སྤྱོ་	སྤྱོ་	NO_POS
		
དུ་	ལ་	PART
		
སུ་	སུ་	ADP
		
དུ་	ལ་	PART
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
བུ་	བུ་	NOUN
		
།		PUNCT
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
བུ་	བུ་	NOUN
		
།		PUNCT
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
		
སུ་	སུ་	ADP
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
སུ་	སུ་	ADP
		
ོ་		NON_WORD
		
།		PUNCT
དུ་	ལ་	PART
		
ེ་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
།		PUNCT
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
སྦྱོ་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ཏུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
ཤུ་	ཤུ་	NO_POS
		
ི་		NON_WORD
		
།		PUNCT
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
སྐུ་	སྐུ་	NOUN
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
ནུ་	ནུ་	NO_POS
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ཏུ་	ལ་	PART
		
།		PUNCT
སྐྱ་	སྐྱ་	VERB
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
སུ་	སུ་	ADP
		
སུ་	སུ་	ADP
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
གུ་	གུ་	OTHER
		
དུ་	ལ་	PART
		
ི་		NON_WORD
		
ོ་		NON_WORD
༑ ༑		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
།། །།༈		PUNCT
གུ་	གུ་	OTHER
		
ེ་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
		
སྒྲོ་	སྒྲོ་	NOUN
		
ི་		NON_WORD
		
།		PUNCT
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
སུ་	སུ་	ADP
།		PUNCT
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
ཤུ་	ཤུ་	NO_POS
		
།		PUNCT
		
ེ་		NON_WORD
		
གྲུ་	གྲུ་	NOUN
		
སུ་	སུ་	ADP
		
ི་		NON_WORD
		
༑		PUNCT
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
བྱུ་	བྱུ་	NO_POS
		
།		PUNCT
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཏྣ་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
		
སྦྲུ་	སྦྲུ་	NO_POS
		
།		PUNCT
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
		
ཟུ་		NON_WORD
		
ོ་		NON_WORD
		
སྦྱ་		NON_WORD
		
།		PUNCT
དུ་	ལ་	PART
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
རུ་	ལ་	PART
		
ི་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
ཐུ་	ཐུ་	NO_POS
		
དུ་	ལ་	PART
		
སྟ་	སྟ་	OTHER
		
གྲུ་	གྲུ་	NOUN
		
སུ་	སུ་	ADP
		
དུ་	ལ་	PART
		
ིངྒ་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ཞུ་	ཞུ་	VERB
		
སྟེ་	སྟེ་	PART
		
དུ་	ལ་	PART
		
གུ་	གུ་	OTHER
		
ོ་		NON_WORD
ཕུ་	ཕུ་	NOUN
		
།		PUNCT
		
ི་		NON_WORD
		
ཤུ་	ཤུ་	NO_POS
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
བྱུ་	བྱུ་	NO_POS
		
།		PUNCT
གྲུ་	གྲུ་	NOUN
		
སུ་	སུ་	ADP
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
སུ་	སུ་	ADP
		
ོ་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
		
ིཾ་		NON_WORD
		
།		PUNCT
ཐུ་	ཐུ་	NO_POS
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
།		PUNCT
དུ་	ལ་	PART
		
སྣ་	སྣ་	NOUN
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
དུ་	ལ་	PART
		
ི་		NON_WORD
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
ོ་		NON_WORD
		
།		PUNCT
སྐུ་	སྐུ་	NOUN
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
		
སྣ་	སྣ་	NOUN
		
།		PUNCT
		
ི་		NON_WORD
		
སུ་	སུ་	ADP
རུ་	ལ་	PART
		
ི་		NON_WORD
		
སྐ྄ུ་		NON_WORD
		
ི་		NON_WORD
		
ཞུ་	ཞུ་	VERB
		
།		PUNCT
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ཏུ་	ལ་	PART
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ཐུ་	ཐུ་	NO_POS
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ེ་		NON_WORD
		
སྟི་	སྟི་	NO_POS
		
༑		PUNCT
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
ི་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
དུ་	ལ་	PART
		
ི་		NON_WORD
		
བུ་	བུ་	NOUN
		
༑		PUNCT
		
ོ་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ཐུ་	ཐུ་	NO_POS
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
ཡུ་	ཡུ་	NO_POS
		
བྲུ་	བྲུ་	PROPN
		
ོ་		NON_WORD
		
ཐུ་	ཐུ་	NO_POS
		
།		PUNCT
ཨོཾ་	ཨོཾ་	X
གྷྲྀ་		NON_WORD
རཱ་	རཱ་	NO_POS
		
།		PUNCT
གྷྲྀ་		NON_WORD
རཱ་	རཱ་	NO_POS
		
།		PUNCT
		
ེ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ིཾ་		NON_WORD
		
ིཾ་		NON_WORD
ཀུ་	ཀུ་	NO_POS
		
ཀུ་	ཀུ་	NO_POS
		
ཁུཾ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
མཱ་	མཱ་	NO_POS
		
།		PUNCT
		
ེ་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
༑ ༑		PUNCT
		
ེ་		NON_WORD
		
བུ་	བུ་	NOUN
		
ེ་		NON_WORD
		
ཻ་		NON_WORD
		
དུ་	ལ་	PART
སྨྲ་	སྨྲ་	VERB
		
།		PUNCT
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ེ་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
		
ཕྲུ་	ཕྲུ་	NOUN
		
ི་		NON_WORD
		
སྟོ་	སྟོ་	NO_POS
		
ེ་		NON_WORD
སྐྲ་	སྐྲ་	NOUN
		
ི་		NON_WORD
		
ོ་		NON_WORD
། །		PUNCT
		
ེ་		NON_WORD
		
ིངྒ་		NON_WORD
		
སྐུ་	སྐུ་	NOUN
		
ེ་		NON_WORD
		
ཏུ་	ལ་	PART
		
ི་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
། །		PUNCT
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
།།		PUNCT
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
།།		PUNCT
		
ི་		NON_WORD
		
ཏུ་	ལ་	PART
		
ེ་		NON_WORD
		
ོ་		NON_WORD
། །		PUNCT
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
		
ལུ་	ལུ་	NO_POS
		
ི་		NON_WORD
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
སྒྲུ་		NON_WORD
		
ི་		NON_WORD
		
སྟོ་	སྟོ་	NO_POS
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ོ་		NON_WORD
། །		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
། །		PUNCT
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
། །		PUNCT
		
ི་		NON_WORD
		
ི་		NON_WORD
།། ༈		PUNCT
ཨོཾ་	ཨོཾ་	X
		
།		PUNCT
		
ེ་		NON_WORD
		
།		PUNCT
		
དུ་	ལ་	PART
		
ཾ་		NON_WORD
དུ་	ལ་	PART
		
ེ་		NON_WORD
		
།		PUNCT
		
ཏུ་	ལ་	PART
		
ལུ་	ལུ་	NO_POS
		
རུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
།། ༈ །།		PUNCT
སྨྱོ་	སྨྱོ་	NO_POS
		
དུ་	ལ་	PART
		
།		PUNCT
		
ེ་		NON_WORD
		
།		PUNCT
ཡུ་	ཡུ་	NO_POS
		
།		PUNCT
གུ་	གུ་	OTHER
		
གུ་	གུ་	OTHER
		
ོ་		NON_WORD
།		PUNCT
		
ོ་		NON_WORD
		
།		PUNCT
		
སྐྱེ་	སྐྱེ་	NOUN
		
།		PUNCT
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
།		PUNCT
མུ་	མུ་	NOUN
		
ི་		NON_WORD
།		PUNCT
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ོ་		NON_WORD
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
དུ་	ལ་	PART
		
ོ་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
དུ་	ལ་	PART
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
དུ་	ལ་	PART
		
ཡུ་	ཡུ་	NO_POS
		
ི་		NON_WORD
སྐྲ་	སྐྲ་	NOUN
		
ི་		NON_WORD
		
ི་		NON_WORD
		
ེ་		NON_WORD
		
ི་		NON_WORD
		
།		PUNCT
		
ི་		NON_WORD
		
ོ་		NON_WORD
		
ཟུ་		NON_WORD
		
སྟེ་	སྟེ་	PART
།		PUNCT
		
ི་		NON_WORD
		
དུ་	ལ་	PART
		
ཡུ་	ཡུ་	NO_POS
		
།		PUNCT
