form	lemma	POS	morph
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དམ་ཚིག་པ་	དམ་ཚིག་པ་	NOUN
བདག་	བདག་	PRON
ལ་	ལ་	ADP
བསྡུ་	བསྡུ་	VERB
ཏེ་	སྟེ་	PART
ད་དུང་	ད་དུང་	ADV
མཆོད་པ་	མཆོད་པ་	VERB
ལ་	ལ་	ADP
མི་དབང་བ་	མི་དབང་བ་	OTHER
མཚོན་པ་	མཚོན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རྟེན་	རྟེན་	NOUN
ཞལ་	ཞལ་	NOUN
བསྒྱུར་བ་	བསྒྱུར་བ་	VERB
འམ་	གམ་	PART
།		PUNCT
ན་བཟའ་	ན་བཟའ་	NOUN
སེར་པོ་	སེར་པོ་	ADJ
ས་	གིས་	PART
གཡོགས་	གཡོགས་	VERB
ལ་	ལ་	ADP
བཞག་	བཞག་	VERB
གོ་	གོ་	VERB
།		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
རྟེན་	རྟེན་	NOUN
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
གསུམ་	གསུམ་	NUM
བསྲུང་བ་	བསྲུང་བ་	VERB
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
བར་ཆད་	བར་ཆད་	NOUN
མི་	མི་	PART
འཇུག་པ་	འཇུག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
རབ་ཏུ་	རབ་ཏུ་	NO_POS
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
སྟ་གོན་	སྟ་གོན་	NOUN
གྱི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཕྱི་	ཕྱི་	NOUN
དེ་	དེ་	DET
ཉིན་པ་	ཉིན་པ་	NOUN
ར་	ལ་	PART
རབ་གནས་	རབ་གནས་	NOUN
ཀྱི་	གི་	PART
དངོས་གཞི་	དངོས་གཞི་	NOUN
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
འབྱོར་པ་	འབྱོར་པ་	NOUN
ཡོད་	ཡོད་	VERB
ན་	ན་	ADP
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
ཡོ་བྱད་	ཡོ་བྱད་	NOUN
གསར་པ་	གསར་པ་	VERB
རྒྱ་ཆེ་བ་	རྒྱ་ཆེ་བ་	NO_POS
ར་	ལ་	PART
བཤམ་	བཤམ་	NO_POS
།		PUNCT
རྒྱ་	རྒྱ་	NOUN
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
འབྱོར་	འབྱོར་	VERB
ན་	ན་	ADP
འང་	ཀྱང་	PART
ཇི་ལྟ་		
འབྱོར་པ་	འབྱོར་པ་	NOUN
བཤམས་	བཤམས་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
བསང་བ་	བསང་བ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྔར་བཞིན་	སྔར་བཞིན་	NO_POS
བྱས་པ་	བྱས་པ་	VERB
ས་	གིས་	PART
ཆོག་	ཆོག་	VERB
གསུང་	གསུང་	VERB
།		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
རྒྱ་	རྒྱ་	NOUN
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དངོས་གཞི་	དངོས་གཞི་	NOUN
ལ་	ལ་	ADP
འང་	ཀྱང་	PART
བདུན་	བདུན་	NUM
ཏེ་	སྟེ་	PART
།		PUNCT
རང་	རང་	PRON
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
གསལ་བཏབ་	གསལ་བཏབ་	NO_POS
།		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
བཏང་	བཏང་	VERB
སྟེ་	སྟེ་	PART
ཁྲུ་	ཁྲུ་	NOUN
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
རྟེན་	རྟེན་	NOUN
སྦྱང་	སྦྱང་	VERB
ཞིང་	ཞིང་	SCONJ
ཤིས་པ་	ཤིས་པ་	VERB
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྟོང་པ་	སྟོང་པ་	VERB
ར་	ལ་	PART
སྦྱང་བ་	སྦྱང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཡན་ལག་	ཡན་ལག་	NOUN
བཞི་	བཞི་	NUM
ས་	གིས་	PART
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སྤྱན་	སྤྱན་	NOUN
དབྱེ་བ་	དབྱེ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྙིང་པོ་	སྙིང་པོ་	NOUN
བཟླས་	བཟླས་	NO_POS
ཏེ་	སྟེ་	PART
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
བཞུགས་པ་	བཞུགས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མངའ་	མངའ་	VERB
དབུལ་བ་	དབུལ་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
དང་པོ་	དང་པོ་	ADJ
གཏོར་མ་	གཏོར་མ་	NOUN
བཏང་བ་	བཏང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཁྲུ་	ཁྲུ་	NOUN
བྱ་	བྱ་	VERB
ན་	ནས་	PART
དམ་ཚིག་པ་	དམ་ཚིག་པ་	NOUN
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
འི་	གི་	PART
བ་	བ་	NOUN
ནི་	ནི་	NO_POS
སྟ་གོན་	སྟ་གོན་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཡེ་ཤེས་པ་	ཡེ་ཤེས་པ་	NOUN
སྤྱན་	སྤྱན་	NOUN
དྲངས་པ་	དྲངས་པ་	VERB
འི་	གི་	PART
སྐབས་	སྐབས་	NOUN
སུ་	སུ་	ADP
།		PUNCT
འདི་	འདི་	DET
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
སྙན་གསན་	སྙན་གསན་	NO_POS
དབབ་	དབབ་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
ནངས་པ་	ནངས་པ་	ADV
ར་	ལ་	PART
རབ་གནས་	རབ་གནས་	NOUN
བགྱིད་པ་	བགྱིད་པ་	VERB
ར་	ལ་	PART
འཚལ་	འཚལ་	VERB
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
སྐབས་	སྐབས་	NOUN
སུ་	སུ་	ADP
།		PUNCT
ད་ནི་	ད་ནི་	NO_POS
རབ་གནས་	རབ་གནས་	NOUN
བགྱིད་པ་	བགྱིད་པ་	VERB
ར་	ལ་	PART
འཚལ་	འཚལ་	VERB
ཞེས་་	ཞེས་པ་	PART
གཞུག་	གཞུག་	VERB
གོ་	གོ་	VERB
།		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
སྤྱན་	སྤྱན་	NOUN
དྲང་བ་	དྲང་བ་	VERB
འི་	གི་	PART
ཚིགས་བཅད་	ཚིགས་བཅད་	NOUN
འདི་	འདི་	DET
སྤྲོས་པ་	སྤྲོས་པ་	VERB
ལ་	ལ་	ADP
དགའ་	དགའ་	VERB
ན་	ན་	ADP
བརྗོད་	བརྗོད་	VERB
དེ་	དེ་	DET
།		PUNCT
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
གཙོ་	གཙོ་	NOUN
། །		PUNCT
བཙོ་མ་	བཙོ་མ་	ADJ
གསེར་	གསེར་	NOUN
གྱི་	གི་	PART
མདོག་	མདོག་	NOUN
འདྲ་	འདྲ་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
ཉི་མ་	ཉི་མ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ལྷག་	ལྷག་	NOUN
གཟི་བརྗིད་	གཟི་བརྗིད་	NOUN
ཆེ་	ཆེ་	VERB
། །		PUNCT
དད་པ་	དད་པ་	VERB
ས་	གིས་	PART
སྤྱན་	སྤྱན་	NOUN
ནི་	ནི་	NO_POS
དྲང་བ་	དྲང་བ་	VERB
ར་	ལ་	PART
བགྱི་	བགྱི་	VERB
༑ ༑		PUNCT
ཞི་	ཞི་	VERB
ཞིང་	ཞིང་	SCONJ
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
ལྡན་པ་	ལྡན་པ་	VERB
། །		PUNCT
དུལ་	དུལ་	VERB
ཞིང་	ཞིང་	SCONJ
བསམ་གཏན་	བསམ་གཏན་	NOUN
ས་	ས་	ADP
ལ་	ལ་	ADP
བཞུགས་	བཞུགས་	VERB
།།		PUNCT
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཆགས་བྲལ་བ་	ཆགས་བྲལ་བ་	NOUN
། །		PUNCT
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
མི་	མི་	PART
བཟད་	བཟད་	NOUN
ནུས་པ་	ནུས་པ་	VERB
ར་	ལ་	PART
ལྡན་	ལྡན་	VERB
། །		PUNCT
ཚུར་སྤྱོན་	ཚུར་སྤྱོན་	NO_POS
ཚུར་སྤྱོན་	ཚུར་སྤྱོན་	NO_POS
ཞི་	ཞི་	VERB
བདག་	བདག་	PRON
ལྷ་	ལྷ་	NOUN
། །		PUNCT
ཐུབ་པ་	ཐུབ་པ་	VERB
འི་	གི་	PART
སྐྱེས་མཆོག་	སྐྱེས་མཆོག་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཁྱེན་	མཁྱེན་	VERB
། །		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དག་	དག་	DET
བྱ་	བྱ་	VERB
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
འདི་རུ་	འདི་རུ་	NO_POS
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
། །		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
གཟུགས་	གཟུགས་	NOUN
དང་	དང་	NO_POS
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
ཏུ་	ལ་	PART
། །		PUNCT
འཁོར་བ་	འཁོར་བ་	NOUN
འི་	གི་	PART
སྲིད་	སྲིད་	NOUN
དུ་	ལ་	PART
བཞུགས་	བཞུགས་	VERB
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
། །		PUNCT
ནད་མེད་	ནད་མེད་	ADJ
ཚེ་	ཚེ་	NOUN
དང་	དང་	NO_POS
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
མཆོག་	མཆོག་	ADJ
རྣམས་	རྣམས་	DET
སྦྱིན་པ་	སྦྱིན་པ་	VERB
ར་	ལ་	PART
མཛད་	མཛད་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
དང་	དང་	NO_POS
༑		PUNCT
ཡང་	ཀྱང་	PART
།		PUNCT
དམིགས་མེད་	དམིགས་མེད་	NO_POS
མཁའ་	མཁའ་	NOUN
ལྟ་	ལྟ་	OTHER
དག་པ་	དག་པ་	VERB
ས་	གིས་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
། །		PUNCT
ཆོས་སྐུ་	ཆོས་སྐུ་	NOUN
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
དབྱེ་	དབྱེ་	VERB
ར་	ལ་	PART
མེད་	མེད་	VERB
ཀྱང་	ཀྱང་	PART
། །		PUNCT
ཐབས་	ཐབས་	NOUN
དང་	དང་	NO_POS
ཤེས་རབ་	ཤེས་རབ་	NOUN
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
སྐུ་	སྐུ་	NOUN
སྟོན་པ་	སྟོན་པ་	NOUN
༑ ༑		PUNCT
བཅོམ་ལྡན་	བཅོམ་ལྡན་	NOUN
འཁོར་བཅས་	འཁོར་བཅས་	ADJ
འདི་	འདི་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
། །		PUNCT
མ་	མ་	PART
ལུས་སེམས་	ལུས་སེམས་	NOUN
ཅན་	ཅན་	PART
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
དོན་	དོན་	NOUN
སླད་	སླད་	NOUN
དུ་	ལ་	PART
། །		PUNCT
བདུད་	བདུད་	NOUN
སྡེ་	སྡེ་	NOUN
དཔུང་	དཔུང་	NOUN
བཅའ་	བཅའ་	VERB
མ་	མ་	PART
ལུས་	ལུས་	NOUN
འཇོམས་	འཇོམས་	NO_POS
མཛད་	མཛད་	VERB
ཅིང་	ཅིང་	PART
༑ ༑		PUNCT
དངོ་	དངོ་	NOUN
རྣམས་	རྣམས་	DET
མ་	མ་	PART
ལུས་	ལུས་	NOUN
ཇི་བཞིན་	ཇི་བཞིན་	OTHER
མཁྱེན་	མཁྱེན་	VERB
གྱུར་པ་	གྱུར་པ་	VERB
། །		PUNCT
བཅོམ་ལྡན་	བཅོམ་ལྡན་	NOUN
འཁོར་བཅས་	འཁོར་བཅས་	ADJ
འདི་	འདི་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
ཨེ་	ཨེ་	PART
ཧྱེ་		NON_WORD
ཧི་	ཧི་	NO_POS
བྷ་	བྷ་	NO_POS
ག་	ག་	PRON
བི་	བི་	NO_POS
ཏ་	ཏ་	OTHER
།		PUNCT
བྷ་	བྷ་	NO_POS
ག་	ག་	PRON
ཝན་		NON_WORD
ས་	ས་	ADP
མ་	མ་	PART
ཡེ་	ཡེ་	ADV
ན་མ་	ན་མ་	PROPN
ཙ་	ཙ་	NOUN
།		PUNCT
ཨརྒྷཾ་		NON_WORD
པཱ་	པཱ་	NO_POS
ཏྱཾ་		NON_WORD
ཏཱིཙྪེ་		NON_WORD
དྷ་		NON_WORD
པཱུ་		NON_WORD
ཛ་	ཛ་	OTHER
ན་	ན་	ADP
ཙརྱ་		NON_WORD
པྲ་	པྲ་	NOUN
སིད་	སིད་	NO_POS
དྷ་		NON_WORD
མེ་	མེ་	NOUN
།		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ས་	གིས་	PART
སྤྱན་	སྤྱན་	NOUN
དྲངས་	དྲངས་	NO_POS
ལ་	ལ་	ADP
༑		PUNCT
མཆོད་ཡོན་	མཆོད་ཡོན་	OTHER
ཕུལ་	ཕུལ་	VERB
ཏེ་	སྟེ་	PART
ཅི་	ཅི་	NO_POS
འབྱོར་	འབྱོར་	VERB
གྱིས་	གིས་	PART
བསྟོད་	བསྟོད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བསྲུང་བ་	བསྲུང་བ་	VERB
ནི་	ནི་	NO_POS
སྐུ་གཟུགས་	སྐུ་གཟུགས་	NOUN
དམ་ཚིག་པ་	དམ་ཚིག་པ་	NOUN
འི་	གི་	PART
གནས་	གནས་	NOUN
སུ་	སུ་	ADP
ཡི་གེ་	ཡི་གེ་	NOUN
བཀོད་	བཀོད་	VERB
ལ་	ལ་	ADP
།		PUNCT
རྩ་སྔགས་	རྩ་སྔགས་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
བཟླས་	བཟླས་	NO_POS
ཤིང་	ཅིང་	PART
།		PUNCT
ཡེ་ཤེས་པ་	ཡེ་ཤེས་པ་	NOUN
འི་	གི་	PART
ཕྱི་	ཕྱི་	NOUN
ན་	ནས་	PART
འབྲངས་པ་	འབྲངས་པ་	VERB
འི་	གི་	PART
བགེགས་	བགེགས་	NOUN
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དགུག་གཞུག་	དགུག་གཞུག་	NO_POS
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཇི་ལྟ་		
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དག་	དག་	DET
།		PUNCT
དགའ་ལྡན་	དགའ་ལྡན་	PROPN
དུ་	ལ་	PART
ནི་	ནི་	NO_POS
གནས་	གནས་	NOUN
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
། །		PUNCT
ལྷ་མོ་	ལྷ་མོ་	NOUN
སྒྱུ་འཕྲུལ་	སྒྱུ་འཕྲུལ་	PROPN
ལྷུམས་	ལྷུམས་	NOUN
ཞུགས་	ཞུགས་	VERB
ལྟ་	ལྟ་	OTHER
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
འདི་	འདི་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
དང་	དང་	NO_POS
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
བཛྲ་	བཛྲ་	NO_POS
གཽ་	གཽ་	NO_POS
རི་	རི་	NOUN
ཨཱ་	ཨཱ་	NO_POS
ཀརྵ་		NON_WORD
ཡ་	ཡ་	NOUN
ཛཿ་		NON_WORD
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
སྔགས་	སྔགས་	NOUN
དང་	དང་	NO_POS
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
དང་	དང་	NO_POS
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
གྱི་	གི་	PART
དགུག་གཞུག་	དགུག་གཞུག་	NO_POS
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
"།

།"		PUNCT
འདི་	འདི་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
བཞུགས་	བཞུགས་	VERB
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
། །		PUNCT
བརྩེ་བ་	བརྩེ་བ་	VERB
ས་	གིས་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
གཟུང་བ་	གཟུང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་	སེམས་	NOUN
ནི་	ནི་	NO_POS
རབ་	རབ་	ADV
འཕེལ་	འཕེལ་	VERB
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
འདི་	འདི་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
བཞུགས་	བཞུགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
བཛྲ་	བཛྲ་	NO_POS
དྷ་		NON_WORD
ར་	ར་	ADP
དྷ་		NON_WORD
ར་	ར་	ADP
།		PUNCT
དྷ་		NON_WORD
ར་	ར་	ADP
ཡ་	ཡ་	NOUN
དྷ་		NON_WORD
ར་	ར་	ADP
ཡ་	ཡ་	NOUN
།		PUNCT
མརྡྷ་		NON_WORD
མརྡྷ་		NON_WORD
།		PUNCT
བཛྲ་	བཛྲ་	NO_POS
དྷྲྀཀ་		NON_WORD
ཨ་	ཨ་	X
དྷི་		NON_WORD
ཏིཥྛ་		NON_WORD
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤ་	ཤ་	NOUN
ཤྭ་	ཤྭ་	NO_POS
ཏ་པ་	ཏ་པ་	OTHER
ར་མ་	ར་མ་	NOUN
ཤ་	ཤ་	NOUN
ཤྭ་	ཤྭ་	NO_POS
ཏ་	ཏ་	OTHER
ཨེ་	ཨེ་	PART
ཧྱེ་		NON_WORD
ཧི་	ཧི་	NO_POS
ཛི་ན་	ཛི་ན་	NO_POS
ཛིག་		NON_WORD
ཨ་	ཨ་	X
དྷཱི་		NON_WORD
ཏིཥྛ་		NON_WORD
།		PUNCT
ཨོཾ་	ཨོཾ་	X
བཛྲ་	བཛྲ་	NO_POS
སུརྱ་		NON_WORD
ཏ་	ཏ་	OTHER
མོ་	མོ་	PRON
བི་	བི་	NO_POS
དྷ་		NON_WORD
མ་	མ་	PART
ན་	ན་	ADP
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
སྟྭཾ་		NON_WORD
ཧཾ་		NON_WORD
རད་	རད་	NO_POS
དྷྲིག་		NON_WORD
ཨ་	ཨ་	X
དྷི་		NON_WORD
ཏིཥྛ་		NON_WORD
།		PUNCT
ཨོཾ་	ཨོཾ་	X
བཛྲ་	བཛྲ་	NO_POS
དྷརྨཱཿ་		NON_WORD
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
སྟྭཾ་		NON_WORD
ཧུ་	ཧུ་	NO_POS
ལུ་	ལུ་	NO_POS
ཧུ་	ཧུ་	NO_POS
ལུ་	ལུ་	NO_POS
ཨ་རོ་	ཨ་རོ་	NO_POS
ལིག་	ལིག་	NO_POS
ཨ་	ཨ་	X
དྷི་		NON_WORD
ཏིཥྛ་		NON_WORD
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཕུཿ་		NON_WORD
ཕུཿ་		NON_WORD
ཧི་ཧི་	ཧི་ཧི་	NO_POS
ཧི་	ཧི་	NO_POS
པྲཛྙཱ་	པྲཛྙཱ་	NO_POS
དྷྲྀག་		NON_WORD
ཨ་	ཨ་	X
དྷི་		NON_WORD
