form	lemma	POS	morph
རང་བཞིན་	རང་བཞིན་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
བསྟོད་པ་	བསྟོད་པ་	VERB
འི་	གི་	PART
སྒྲ་དབྱངས་	སྒྲ་དབྱངས་	NOUN
ཀྱི་	གི་	PART
། །		PUNCT
རྒྱན་	རྒྱན་	NOUN
རྣམས་	རྣམས་	DET
ཀུན་	ཀུན་	DET
གྱིས་	གིས་	PART
མགོན་པོ་	མགོན་པོ་	NOUN
ཁྱོད་	ཁྱོད་	PRON
། །		PUNCT
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
བརྒྱན་	བརྒྱན་	VERB
ཕྱི་	ཕྱི་	OTHER
སྤོབས་པ་	སྤོབས་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
། །		PUNCT
འདི་ལྟར་	འདི་ལྟར་	NO_POS
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ར་	ལ་	PART
བགྱི་	བགྱི་	VERB
ར་	ལ་	PART
འོ་	འོ་	VERB
མ་	མ་	PART
ལུས་	ལུས་	NOUN
ཀུན་བདག་	ཀུན་བདག་	NO_POS
མགོན་པོ་	མགོན་པོ་	NOUN
མཆོག་	མཆོག་	ADJ
ཁྱོད་	ཁྱོད་	PRON
མཆོད་སྤྲིན་	མཆོད་སྤྲིན་	OTHER
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
སྙན་ཚིག་	སྙན་ཚིག་	OTHER
ཆར་རྒྱུན་	ཆར་རྒྱུན་	OTHER
བསྟོད་དབྱངས་	བསྟོད་དབྱངས་	NO_POS
འབྲུག་	འབྲུག་	NOUN
གི་	གི་	PART
སྒྲ་དབྱངས་	སྒྲ་དབྱངས་	NOUN
ལྡན་པ་	ལྡན་པ་	VERB
ས་	གིས་	PART
ལེགས་	ལེགས་	VERB
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
མཆོད་	མཆོད་	VERB
བྱེད་	བྱེད་	VERB
དུ་	ལ་	PART
འོ་	འོ་	VERB
མ་	མ་	PART
ལུས་	ལུས་	NOUN
ལུས་ཅན་	ལུས་ཅན་	NOUN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དབྱིངས་	དབྱིངས་	NOUN
གཏུགས་	གཏུགས་	VERB
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
མཐ་	མཐའ་	NOUN
ས་	གིས་	PART
ཀླས་	ཀླས་	NO_POS
ཀུན་	ཀུན་	DET
གྱིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
ནི་	ནི་	NO_POS
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
རྣམ་འཕྲུལ་	རྣམ་འཕྲུལ་	NOUN
མཆོད་སྤྲིན་	མཆོད་སྤྲིན་	OTHER
ལྟ་བུ་	ལྟ་བུ་	NOUN
ས་	གིས་	PART
ལེགས་	ལེགས་	VERB
མཆོད་	མཆོད་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
དད་པ་	དད་པ་	VERB
ས་	གིས་	PART
དབང་	དབང་	NOUN
བྱ་	བྱ་	VERB
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
བསྔགས་པ་	བསྔགས་པ་	VERB
འི་	གི་	PART
བསྟོད་དབྱངས་	བསྟོད་དབྱངས་	NO_POS
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
དབྱངས་ཅན་	དབྱངས་ཅན་	PROPN
		
		
ལུ་	ལུ་	NO_POS
		
སྙན་	སྙན་	NOUN
		
ཚིག་	ཚིག་	NOUN
དང་	དང་	NO_POS
ཚངས་དབྱངས་	ཚངས་དབྱངས་	NOUN
ལྟ་	ལྟ་	OTHER
སྙན་	སྙན་	NOUN
ལེགས་	ལེགས་	VERB
བསྒྲགས་པ་	བསྒྲགས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
སྡུག་བསྔལ་	སྡུག་བསྔལ་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྦྱངས་	སྦྱངས་	VERB
ནས་བསོད་	ནས་བསོད་	NO_POS
ནམས་		NON_WORD
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
རྒྱས་པ་	རྒྱས་པ་	VERB
འི་	གི་	PART
དཔལ་	དཔལ་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
ལེགས་	ལེགས་	VERB
བྱུང་	བྱུང་	VERB
མཆོད་སྤྲིན་	མཆོད་སྤྲིན་	OTHER
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ས་	གིས་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
སྲ་	སྲ་	NOUN
བཅའ་	བཅའ་	VERB
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
མཆོད་	མཆོད་	VERB
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
།		PUNCT
གཅིག་	གཅིག་	NUM
ལ་	ལ་	ADP
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
མཆོད་འོས་	མཆོད་འོས་	NO_POS
ཀུན་	ཀུན་	DET
། །		PUNCT
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
མཆོད་པ་	མཆོད་པ་	VERB
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
བདེ་བླག་	བདེ་བླག་	ADJ
ཉིད་	ཉིད་	DET
སྩོལ་བ་	སྩོལ་བ་	VERB
ས་	གིས་	PART
། །		PUNCT
ཡུལ་	ཡུལ་	NOUN
འདི་	འདི་	DET
བླ་	བླ་	NOUN
ན་	ན་	ADP
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
འཚལ་	འཚལ་	VERB
། །		PUNCT
ངོ་བོ་	ངོ་བོ་	NOUN
རྣམ་དག་	རྣམ་དག་	ADJ
བཀོད་པ་	བཀོད་པ་	VERB
རྨད་	རྨད་	VERB
། །		PUNCT
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
རྣམ་འཕྲུལ་	རྣམ་འཕྲུལ་	NOUN
ཕུལ་བྱུང་	ཕུལ་བྱུང་	OTHER
བ་	བ་	ADP
། །		PUNCT
ཞིང་	ཞིང་	SCONJ
ཀུན་	ཀུན་	DET
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
འགེངས་པ་	འགེངས་པ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
། །		PUNCT
མཆོད་རྫས་	མཆོད་རྫས་	NOUN
དམ་པ་	དམ་པ་	VERB
ཉིད་	ཉིད་	DET
ལགས་	ལགས་	AUX
གྲང་	གྲང་	VERB
། །		PUNCT
དམིགས་པ་	དམིགས་པ་	VERB
མེད་	མེད་	VERB
བཞིན་	བཞིན་	NOUN
གཞན་དོན་	གཞན་དོན་	NOUN
དམིགས་	དམིགས་	VERB
། །		PUNCT
སྙན་དངགས་	སྙན་དངགས་	NOUN
སྙན་པ་	སྙན་པ་	VERB
འི་	གི་	PART
བསྟོད་དབྱངས་	བསྟོད་དབྱངས་	NO_POS
བཅའ་	བཅའ་	VERB
། །		PUNCT
གུས་པ་	གུས་པ་	VERB
ས་	གིས་	PART
འདུད་	འདུད་	NO_POS
བཞིན་	བཞིན་	NOUN
གུ་	གུ་	VERB
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
། །		PUNCT
ཚུལ་	ཚུལ་	NOUN
འདི་	འདི་	DET
ཆོ་	ཆོ་	NOUN
ཚུལ་	ཚུལ་	NOUN
མ་	མ་	PART
ལགས་	ལགས་	AUX
སམ་	གམ་	PART
། །		PUNCT
ཕྱག་འོས་	ཕྱག་འོས་	NO_POS
ཕྱག་	ཕྱག་	NOUN
དང་	དང་	NO_POS
མཆོད་པ་	མཆོད་པ་	VERB
ས་	གིས་	PART
མཆོད་	མཆོད་	VERB
སླད་	སླད་	NOUN
བདག་	བདག་	PRON
དང་	དང་	NO_POS
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
ཚུལ་མིན་	ཚུལ་མིན་	NO_POS
བགྱིས་པ་	བགྱིས་པ་	VERB
འི་	གི་	PART
ནོངས་པ་	ནོངས་པ་	VERB
གང་དེ་	གང་དེ་	NO_POS
སླན་ཆད་	སླན་ཆད་	ADV
བསྡམ་པ་	བསྡམ་པ་	NO_POS
འི་	གི་	PART
ཡིད་	ཡིད་	NOUN
ཀྱིས་	གིས་	PART
བཤགས་	བཤགས་	NO_POS
། །		PUNCT
དགེ་	དགེ་	NOUN
དང་	དང་	NO_POS
དགེ་	དགེ་	NOUN
འབྲས་	འབྲས་	NOUN
གང་དང་གང་	གང་དང་གང་	NO_POS
ཡོད་	ཡོད་	VERB
དེ་	དེ་	DET
དང་	དང་	NO_POS
དེ་	དེ་	DET
ལ་	ལ་	ADP
དགའ་བ་	དགའ་བ་	VERB
ས་	གིས་	PART
ཡི་	ཡི་	ADP
རངས་	རངས་	NO_POS
དགེ་ལེགས་	དགེ་ལེགས་	OTHER
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
སྤེལ་	སྤེལ་	VERB
སླད་	སླད་	NOUN
རྫོགས་	རྫོགས་	VERB
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
། །		PUNCT
གང་དང་གང་	གང་དང་གང་	NO_POS
བཞུགས་	བཞུགས་	VERB
དེ་	དེ་	DET
དང་	དང་	NO_POS
དེ་	དེ་	DET
ལ་	ལ་	ADP
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
བསྐོར་བ་	བསྐོར་བ་	VERB
ར་	ལ་	PART
བསྐུལ་	བསྐུལ་	VERB
ཞིང་	ཞིང་	SCONJ
འཁོར་བ་	འཁོར་བ་	NOUN
ཇི་སྲིད་	ཇི་སྲིད་	PRON
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
བཞུགས་	བཞུགས་	VERB
གསོལ་	གསོལ་	VERB
དེ་དག་	དེ་དག་	OTHER
གིས་	གིས་	PART
། །		PUNCT
ཇི་ལྟ་	ཇི་ལྟ་	ADJ
ཇི་ལྟ་		
སྤྱོད་པ་	སྤྱོད་པ་	VERB
སྤྱད་པ་	སྤྱད་པ་	VERB
དེ་ལྟ་	དེ་ལྟ་	NO_POS
དེ་ལྟ་	དེ་ལྟ་	NO_POS
གཞན་	གཞན་	DET
གྱི་	གི་	PART
དོན་	དོན་	NOUN
ཕྱི་	ཕྱི་	OTHER
བདག་	བདག་	PRON
གིས་	གིས་	PART
སྤྱད་	སྤྱད་	VERB
བགྱི་	བགྱི་	VERB
མ་	མ་	PART
ལུས་	ལུས་	NOUN
སྐྱེ་རྒུ་	སྐྱེ་རྒུ་	NOUN
འང་	ཀྱང་	PART
སྤྱོད་	སྤྱོད་	VERB
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
།		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སྤྱོད་པ་	སྤྱོད་པ་	VERB
འི་	གི་	PART
ཡན་ལག་	ཡན་ལག་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
བདུན་	བདུན་	NUM
། །		PUNCT
བདག་	བདག་	PRON
གིས་	གིས་	PART
ཇི་ལྟ་		
སྤྱད་པ་	སྤྱད་པ་	VERB
སྤྱོད་པ་	སྤྱོད་པ་	VERB
ལྟ་	ལྟ་	OTHER
༑ ༑		PUNCT
སྐྱེ་རྒུ་	སྐྱེ་རྒུ་	NOUN
ཀུན་	ཀུན་	DET
གྱིས་	གིས་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
སྤྱད་	སྤྱད་	VERB
བྱ་	བྱ་	VERB
ན་	ནས་	PART
། །		PUNCT
རང་བྱུང་	རང་བྱུང་	NOUN
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ལྷ་	ལྷ་	NOUN
ཡི་	ཡི་	ADP
ལྷ་	ལྷ་	NOUN
ར་	ལ་	PART
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
༑		PUNCT
མཆོད་འོས་	མཆོད་འོས་	NO_POS
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ལེགས་	ལེགས་	VERB
མཆོད་པ་	མཆོད་པ་	VERB
འི་	གི་	PART
། །		PUNCT
དགེ་	དགེ་	NOUN
དེ་	དེ་	DET
ས་	གིས་	PART
འགྲོ་	འགྲོ་	VERB
ཀུན་	ཀུན་	DET
མཆོད་	མཆོད་	VERB
བྱ་	བྱ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
ཐོབ་	ཐོབ་	VERB
ན་	ནས་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
མཆོད་སྤྲིན་	མཆོད་སྤྲིན་	OTHER
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཡི་	གིས་	PART
། །		PUNCT
མཆོད་	མཆོད་	VERB
བྱཻད་		NON_WORD
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
བཟང་པོ་	བཟང་པོ་	ADJ
བདག་	བདག་	PRON
གྱུར་ཅིག་	གྱུར་ཅིག་	NO_POS
།		PUNCT
བསྟོད་འོས་	བསྟོད་འོས་	NO_POS
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
བསྟོད་དབྱངས་	བསྟོད་དབྱངས་	NO_POS
སྙན་པ་	སྙན་པ་	VERB
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
ས་	གིས་	PART
། །		PUNCT
བསྟོད་པ་	བསྟོད་པ་	VERB
འི་	གི་	PART
དགེ་བ་	དགེ་བ་	VERB
གང་དེ་	གང་དེ་	NO_POS
ས་	གིས་	PART
ལུས་ཅན་	ལུས་ཅན་	NOUN
ཀུན་	ཀུན་	DET
། །		PUNCT
བསྟོད་	བསྟོད་	VERB
བྱ་	བྱ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ན་	ནས་	PART
དེ་དག་	དེ་དག་	OTHER
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
བདག་	བདག་	PRON
།		PUNCT
སྟོད་	སྟོད་	NOUN
བྱེད་	བྱེད་	VERB
སྙན་དངགས་	སྙན་དངགས་	NOUN
མཁན་	མཁན་	PROPN
དུའང་		NON_WORD
འགྱུར་བ་	འགྱུར་བ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
བདག་	བདག་	PRON
ཀྱང་	ཀྱང་	PART
སྐྱེ་	སྐྱེ་	NOUN
ཞིང་	ཞིང་	ADP
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
། །		PUNCT
རྒྱལ་	རྒྱལ་	VERB
དང་	དང་	NO_POS
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
སྲས་པོ་	སྲས་པོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
། །		PUNCT
བླ་མེད་	བླ་མེད་	ADJ
མཆོད་སྤྲིན་	མཆོད་སྤྲིན་	OTHER
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ས་	གིས་	PART
མཆོད་	མཆོད་	VERB
བྱེད་	བྱེད་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
བསྟོད་དབྱངས་	བསྟོད་དབྱངས་	NO_POS
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
ཡི་	གིས་	PART
བསྟོད་པ་	བསྟོད་པ་	VERB
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
ཆོ་	ཆོ་	NOUN
		
		
ཞ་	ཞ་	OTHER
		
ཚེ་	ཚེ་	NOUN
		
འདི་	འདི་	DET
ར་	ལ་	PART
ཆོ་	ཆོ་	NOUN
ལ་	ལ་	ADP
རབ་	རབ་	ADV
དད་པ་	དད་པ་	VERB
འི་	གི་	PART
། །		PUNCT
ཆོས་རྒྱལ་	ཆོས་རྒྱལ་	NOUN
ཆོ་	ཆོ་	NOUN
ཀྱིས་	གིས་	PART
རྒྱལ་	རྒྱལ་	VERB
ཞིང་	ཞིང་	SCONJ
ཞབས་བརྟན་	ཞབས་བརྟན་	OTHER
ལ་	ལ་	ADP
། །		PUNCT
ཆོས་བཞིན་	ཆོས་བཞིན་	NO_POS
ཆབ་སྲིད་	ཆབ་སྲིད་	NOUN
ལེགས་	ལེགས་	VERB
སྐྱོང་	སྐྱོང་	VERB
སྐྱེ་རྒུ་	སྐྱེ་རྒུ་	NOUN
ཀུན་	ཀུན་	DET
། །		PUNCT
ཆོ་	ཆོ་	NOUN
དང་	དང་	NO_POS
ཟང་ཟིང་	ཟང་ཟིང་	NOUN
དཔལ་	དཔལ་	OTHER
གྱིས་	གིས་	PART
འབྱོར་པ་	འབྱོར་པ་	NOUN
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
།		PUNCT
འདི་	འདི་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
ཆོ་	ཆོ་	NOUN
དོན་	དོན་	NOUN
ཕུན་ཚོགས་པ་	ཕུན་ཚོགས་པ་	ADJ
། །		PUNCT
ཡང་དག་	ཡང་དག་	ADJ
སྤོབས་པ་	སྤོབས་པ་	VERB
ས་	གིས་	PART
དབང་	དབང་	NOUN
བྱ་	བྱ་	VERB
ན་	ནས་	PART
། །		PUNCT
ཚིག་སྦྱོར་	ཚིག་སྦྱོར་	OTHER
སྙན་པ་	སྙན་པ་	VERB
ས་	གིས་	PART
བསྡེབས་པ་	བསྡེབས་པ་	VERB
གང་	གང་	NO_POS
། །		PUNCT
དབྱངས་	དབྱངས་	NOUN
ཀྱི་	གི་	PART
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
བསྙད་པ་	བསྙད་པ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
། །		PUNCT
འཕགས་པ་	འཕགས་པ་	VERB
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
དགྱེས་	དགྱེས་	NO_POS
འགྱུར་	འགྱུར་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
བློ་གསལ་	བློ་གསལ་	OTHER
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ཡིད་འཕྲོག་	ཡིད་འཕྲོག་	ADJ
ལ་	ལ་	ADP
། །		PUNCT
བླུན་པོ་	བླུན་པོ་	ADJ
འི་	གི་	PART
རྣ་བ་	རྣ་བ་	NOUN
འི་	གི་	PART
དཔལ་	དཔལ་	OTHER
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
། །		PUNCT
འདི་འདྲ་	འདི་འདྲ་	NO_POS
སོ་སོ་	སོ་སོ་	PRON
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
༑ ༑		PUNCT
ཚིག་	ཚིག་	NOUN
གི་	གི་	PART
སྡེབ་སྦྱོར་	སྡེབ་སྦྱོར་	NOUN
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
ལ་	ལ་	ADP
ཚུལ་བཞིན་	ཚུལ་བཞིན་	NOUN
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
ཤེས་ལྡན་	ཤེས་ལྡན་	NO_POS
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
དོན་	དོན་	NOUN
གྱི་	གི་	PART
རིན་ཆེན་	རིན་ཆེན་	OTHER
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
ཆེན་པོ་	ཆེན་པོ་	ADJ
ས་	གིས་	PART
ཆེ་	ཆེ་	VERB
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
མཛེས་བྱེད་	མཛེས་བྱེད་	OTHER
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
ཀྱིས་	གིས་	PART
། །		PUNCT
གང་	གང་	NO_POS
བློ་	བློ་	NOUN
འི་	གི་	PART
ཁང་	ཁང་	NOUN
མཛེ་	མཛེ་	VERB
མཛེས་པ་	མཛེས་པ་	VERB
ར་	ལ་	PART
རབ་	རབ་	ADV
སྤྲ་	སྤྲ་	NO_POS
ས་	གིས་	PART
སྤྲོས་པ་	སྤྲོས་པ་	VERB
ས་	གིས་	PART
སྤྲོས་པ་	སྤྲོས་པ་	VERB
འི་	གི་	PART
ཡིད་དབང་	ཡིད་དབང་	OTHER
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
གཞན་	གཞན་	DET
གྱི་	གི་	PART
སྙན་དངགས་	སྙན་དངགས་	NOUN
ངག་	ངག་	NOUN
གི་	གི་	PART
དཔལ་	དཔལ་	OTHER
འཕྲོག་	འཕྲོག་	VERB
འཕྲོག་བྱེད་	འཕྲོག་བྱེད་	NO_POS
ཡིད་	ཡིད་	NOUN
རབ་	རབ་	ADV
འཕྲོག་པ་	འཕྲོག་པ་	VERB
སྦྱར་	སྦྱར་	VERB
༑ ༑		PUNCT
ཀུནྡའི་		NON_WORD
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
བསྟར་	བསྟར་	NO_POS
འདྲ་	འདྲ་	VERB
འི་	གི་	PART
སོ་	སོ་	PART
ཡི་	ཡི་	ADP
ཟེའུ་འབྲུ་	ཟེའུ་འབྲུ་	NOUN
འི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
དཀར་ནག་	དཀར་ནག་	ADJ
རྣམ་	རྣམ་	NOUN
འབྱེས་	འབྱེས་	NO_POS
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
མདངས་ལྡན་	མདངས་ལྡན་	NO_POS
མིག་	མིག་	NOUN
གི་	གི་	PART
པད་འདབ་	པད་འདབ་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྒྱ་	རྒྱ་	VERB
༑ ༑		PUNCT
རབ་ཏུ་	རབ་ཏུ་	NO_POS
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
རླུང་	རླུང་	NOUN
གི་	གི་	PART
ཤུགས་	ཤུགས་	NOUN
ཀྱིས་	གིས་	PART
རོ་འཛིན་	རོ་འཛིན་	NOUN
སྙིང་པོ་	སྙིང་པོ་	NOUN
བསྐྱོད་པ་	བསྐྱོད་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
སྙན་ཚིག་	སྙན་ཚིག་	OTHER
དྲི་བསུང་	དྲི་བསུང་	NOUN
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་		
ཁྱབ་པ་	ཁྱབ་པ་	VERB
ས་	གིས་	PART
ཤེས་ལྡན་	ཤེས་ལྡན་	NO_POS
བུང་བ་	བུང་བ་	NOUN
འི་	གི་	PART
ཡིད་	ཡིད་	NOUN
རབ་	རབ་	ADV
འཕྲོག་	འཕྲོག་	VERB
།		PUNCT
ཚུལ་	ཚུལ་	NOUN
འདི་	འདི་	DET
མཁྱེན་རབ་	མཁྱེན་རབ་	NOUN
རྒྱ་	རྒྱ་	NOUN
ཆེ་	ཆེ་	VERB
རབ་	རབ་	ADV
རྒྱ་	རྒྱ་	VERB
ཀུན་	ཀུན་	DET
ན་	ནས་	PART
བརྩེ་བ་	བརྩེ་བ་	VERB
འི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
མངའ་བ་	མངའ་བ་	VERB
འི་	གི་	PART
། །		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
འི་	གི་	PART
ཞབས་	ཞབས་	NOUN
ཀྱི་	གི་	PART
ཞབས་པད་	ཞབས་པད་	NOUN
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ས་	གིས་	PART
གུ་	གུ་	VERB
བླངས་	བླངས་	VERB
ཤིང་	ཅིང་	PART
། །		PUNCT
བློ་གྲོས་	བློ་གྲོས་	NOUN
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ནོར་བུ་	ནོར་བུ་	NOUN
