form	lemma	POS	morph
ཁོར་ཡུག་	ཁོར་ཡུག་	NOUN
སྣང་	སྣང་	VERB
མཐ་	མཐའ་	NOUN
འི་	གི་	PART
པདྨ་	པདྨ་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
འདབ་མ་	འདབ་མ་	NOUN
བརྒྱད་པ་	བརྒྱད་པ་	NUM
དང་	དང་	NO_POS
།		PUNCT
དོན་གྲུབ་	དོན་གྲུབ་	PROPN
ཀྱི་	གི་	PART
རལ་གྲི་	རལ་གྲི་	NOUN
ལྗང་	ལྗང་	NO_POS
སྔོན་	སྔོན་	ADV
སོ་	སོ་	PART
ར་	ལ་	PART
དྲུག་པ་	དྲུག་པ་	NUM
ས་	གིས་	PART
མཚན་པ་	མཚན་པ་	VERB
རྣམས་	རྣམས་	DET
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
བྲིས་	བྲིས་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཡང་	ཀྱང་	PART
ཐབ་ཁུང་	ཐབ་ཁུང་	NOUN
གི་	གི་	PART
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
།		PUNCT
པདྨ་	པདྨ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཀུ་	ཀུ་	NO_POS
མུ་	མུ་	NOUN
ཏ་	ཏ་	OTHER
དང་	དང་	NO_POS
།		PUNCT
ཨུག་		NON_WORD
ཆོ་	ཆོ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
དངོ་	དངོ་	NOUN
སམ་	གམ་	PART
བྲིས་པ་	བྲིས་པ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
སིལ་མ་	སིལ་མ་	NOUN
ར་	ལ་	PART
གཅལ་	གཅལ་	NO_POS
དུ་	ལ་	PART
བཀྲམ་	བཀྲམ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རང་	རང་	PRON
འདུག་པ་	འདུག་པ་	VERB
འི་	གི་	PART
གཡོན་ཕྱོགས་	གཡོན་ཕྱོགས་	NO_POS
སུ་	སུ་	ADP
།		PUNCT
མཆོད་གཏོར་	མཆོད་གཏོར་	OTHER
གྱི་	གི་	PART
གདན་	གདན་	NOUN
ཁྲུ་	ཁྲུ་	NOUN
གང་པ་	གང་པ་	NO_POS
འི་	གི་	PART
དབུ་	དབུ་	NOUN
སུ་	སུ་	ADP
།		PUNCT
པདྨ་	པདྨ་	NOUN
འདབ་	འདབ་	OTHER
བརྒྱད་	བརྒྱད་	NUM
བྲིས་པ་	བྲིས་པ་	VERB
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
།		PUNCT
མཆོད་ཡོན་	མཆོད་ཡོན་	OTHER
།		PUNCT
ཞབས་བསིལ་	ཞབས་བསིལ་	NO_POS
།		PUNCT
ཞལ་བསིལ་	ཞལ་བསིལ་	NO_POS
།		PUNCT
བསང་གཏོར་	བསང་གཏོར་	OTHER
༑		PUNCT
མེ་ཏོག་	མེ་ཏོག་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
མཆོད་པ་	མཆོད་པ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ལྔ་	ལྔ་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཅི་	ཅི་	NO_POS
འབྱོར་བ་	འབྱོར་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
བཟང་བ་	བཟང་བ་	VERB
རྒྱན་	རྒྱན་	NOUN
ལྡན་	ལྡན་	VERB
གསུམ་	གསུམ་	NUM
མམ་	གམ་	PART
།		PUNCT
བཞི་	བཞི་	NUM
ཙམ་	ཙམ་	DET
བཤམས་	བཤམས་	NO_POS
ལ་	ལ་	ADP
ཅི་རིགས་པ་	ཅི་རིགས་པ་	OTHER
ར་	ལ་	PART
དབུལ་	དབུལ་	NO_POS
ཞིང་	ཞིང་	SCONJ
།		PUNCT
ཡང་	ཀྱང་	PART
གཡས་ཕྱོགས་	གཡས་ཕྱོགས་	NOUN
སུ་	སུ་	ADP
ཡམ་ཤིང་	ཡམ་ཤིང་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
གདན་	གདན་	NOUN
ཁྲུ་	ཁྲུ་	NOUN
གང་བ་	གང་བ་	VERB
འི་	གི་	PART
དབུ་	དབུ་	NOUN
སུ་	སུ་	ADP
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འམ་	གམ་	PART
།		PUNCT
ཆོས་འབྱུང་	ཆོས་འབྱུང་	NOUN
བྲིས་པ་	བྲིས་པ་	VERB
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
།		PUNCT
བསྲེག་རྫས་	བསྲེག་རྫས་	NO_POS
༑		PUNCT
མེ་ཏོག་	མེ་ཏོག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
ཤིང་	ཅིང་	PART
གི་	གི་	PART
རིགས་	རིགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
པདྨ་	པདྨ་	NOUN
ཆེ་ཆུང་	ཆེ་ཆུང་	ADJ
དང་	དང་	NO_POS
།		PUNCT
ཀུ་	ཀུ་	NO_POS
མུ་	མུ་	NOUN
ཏ་	ཏ་	OTHER
དམར་པོ་	དམར་པོ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
ཐང་མ་	ཐང་མ་	OTHER
སྒྲོན་ཤིང་	སྒྲོན་ཤིང་	NOUN
ངམ་	གམ་	PART
ཤུག་པ་	ཤུག་པ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
ཤིང་	ཅིང་	PART
ཐང་ཆུ་	ཐང་ཆུ་	NO_POS
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
རིགས་	རིགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཁྱད་པར་	ཁྱད་པར་	NOUN
དུ་	ལ་	PART
ཡང་	ཀྱང་	PART
དབང་	དབང་	NOUN
གི་	གི་	PART
ཡམ་ཤིང་	ཡམ་ཤིང་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
ཙནྡན་	ཙནྡན་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
།		PUNCT
སེང་ལྡེང་	སེང་ལྡེང་	NOUN
།		PUNCT
པ་ལ་ཤ་	པ་ལ་ཤ་	NO_POS
ཀ་ར་	ཀ་ར་	OTHER
བཱི་		NON_WORD
ར་	ར་	ADP
དང་	དང་	NO_POS
།		PUNCT
བིལ་བ་	བིལ་བ་	NO_POS
འི་	གི་	PART
ཤིང་	ཅིང་	PART
དང་	དང་	NO_POS
།		PUNCT
མཛོ་མོ་	མཛོ་མོ་	NO_POS
ཤིང་	ཅིང་	PART
དང་	དང་	NO_POS
།		PUNCT
ཙམ་པ་ཀ་	ཙམ་པ་ཀ་	NOUN
འི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མེ་ཏོག་	མེ་ཏོག་	NOUN
དང་	དང་	NO_POS
ཤིང་ཐོག་	ཤིང་ཐོག་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
འི་	གི་	PART
རིགས་	རིགས་	NOUN
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
ཇི་སྙེད་པ་	ཇི་སྙེད་པ་	OTHER
དང་	དང་	NO_POS
།		PUNCT
ཞུན་མ་	ཞུན་མ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
འབྲུ་མ་	འབྲུ་མ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དཀར་གསུམ་	དཀར་གསུམ་	NO_POS
མངར་གསུམ་	མངར་གསུམ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
སྐེ་ཚེ་	སྐེ་ཚེ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ལན་ཚྭ་	ལན་ཚྭ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
མངར་གསུམ་	མངར་གསུམ་	NO_POS
དང་	དང་	NO_POS
སྦྱར་བ་	སྦྱར་བ་	VERB
འི་	གི་	PART
ཟས་མཆོག་	ཟས་མཆོག་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
ཞོ་	ཞོ་	NOUN
ཟན་	ཟན་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འབྲས་ཆན་	འབྲས་ཆན་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
འབྲས་	འབྲས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
འབྲུ་སྣ་	འབྲུ་སྣ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ད་	ད་	NOUN
སྣ་	སྣ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འི་	གི་	PART
རིགས་	རིགས་	NOUN
སྣ་ཚོགས་པ་	སྣ་ཚོགས་པ་	DET
དང་	དང་	NO_POS
།		PUNCT
སྨན་སྣ་	སྨན་སྣ་	OTHER
།		PUNCT
རྩྭ་	རྩྭ་	NOUN
ཀུ་ཤ་	ཀུ་ཤ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དཱུར་བ་	དཱུར་བ་	NON_WORD
དང་	དང་	NO_POS
།		PUNCT
པྲི་ཡང་ཀུ་	པྲི་ཡང་ཀུ་	PROPN
།		PUNCT
རྡོ་ཐལ་	རྡོ་ཐལ་	NOUN
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
སོ་རྩི་	སོ་རྩི་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དྲག་པོ་	དྲག་པོ་	ADJ
འི་	གི་	PART
རྫ་	རྫ་	NOUN
མ་གཏོགས་པ་	མ་གཏོགས་པ་	NO_POS
རྣམས་	རྣམས་	DET
སྟ་གོན་	སྟ་གོན་	NOUN
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
ས་	གིས་	PART
རང་	རང་	PRON
གི་	གི་	PART
མི་བསྐྱོད་པ་	མི་བསྐྱོད་པ་	NO_POS
ལ་	ལ་	ADP
ཙནྡན་	ཙནྡན་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
འི་	གི་	PART
ཕྱེ་མ་	ཕྱེ་མ་	OTHER
བཏབ་པ་	བཏབ་པ་	VERB
འི་	གི་	PART
ཆུ་	ཆུ་	VERB
ལུས་	ལུས་	NOUN
རིལ་པོ་	རིལ་པོ་	ADJ
འམ་	གམ་	PART
།		PUNCT
ཡན་ལག་	ཡན་ལག་	NOUN
སྨད་	སྨད་	NOUN
ལྔ་	ལྔ་	NUM
ཙམ་	ཙམ་	DET
ཁྲུ་	ཁྲུ་	NOUN
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཐོག་མ་	ཐོག་མ་	NOUN
ར་	ལ་	PART
བསང་གཏོར་	བསང་གཏོར་	OTHER
གྱི་	གི་	PART
ཆུ་	ཆུ་	NOUN
ལ་	ལ་	ADP
།		PUNCT
རང་	རང་	PRON
གིས་	གིས་	PART
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
བདུད་རྩི་	བདུད་རྩི་	NOUN
འཁྱིལ་བ་	འཁྱིལ་བ་	NO_POS
འི་	གི་	PART
བསྒོམ་	བསྒོམ་	VERB
བཟླས་	བཟླས་	NO_POS
ཅུང་ཟད་	ཅུང་ཟད་	ADV
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
༑		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ལག་པ་	ལག་པ་	NOUN
གཡས་པ་	གཡས་པ་	VERB
ས་	གིས་	PART
རྩྭ་	རྩྭ་	NOUN
ཀུ་ཤ་	ཀུ་ཤ་	NOUN
འམ་	གམ་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
ས་	གིས་	PART
བསང་གཏོར་	བསང་གཏོར་	OTHER
གྱི་	གི་	PART
ཆུ་	ཆུ་	NOUN
ན་	ནས་	PART
གཏོ་	གཏོ་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
ཨ་	ཨ་	X
མྲྀ་		NON_WORD
ཏ་	ཏ་	OTHER
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
ཀྱིས་	གིས་	PART
རང་	རང་	PRON
དང་	དང་	NO_POS
།		PUNCT
གནས་ཁང་	གནས་ཁང་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མཆོད་རྫས་	མཆོད་རྫས་	NOUN
བསྲེག་རྫས་	བསྲེག་རྫས་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
མ་	མ་	PART
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
སྐྱོན་	སྐྱོན་	NOUN
དང་	དང་	NO_POS
དྲི་མ་	དྲི་མ་	NOUN
འི་	གི་	PART
རིགས་	རིགས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཕྱི་	ཕྱི་	OTHER
བསངས་	བསངས་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སྒྲུབ་པ་པོ་	སྒྲུབ་པ་པོ་	VERB
རང་	རང་	PRON
གིས་	གིས་	PART
དར་ལ་	དར་ལ་	NO_POS
སོགས་པ་	སོགས་པ་	DET
འི་	གི་	PART
གོ་	གོ་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
མཛེ་	མཛེ་	VERB
ཤིང་	ཅིང་	PART
གསར་པ་	གསར་པ་	VERB
གྱོན་	གྱོན་	NO_POS
ཞིང་	ཞིང་	SCONJ
།		PUNCT
རྫ་	རྫ་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
ཡང་	ཀྱང་	PART
བཏགས་	བཏགས་	VERB
ན་	ནས་	PART
འབོལ་སྟན་	འབོལ་སྟན་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
སྟན་	སྟན་	NOUN
ཆེ་	ཆེ་	VERB
མཐོན་པོ་	མཐོན་པོ་	ADJ
ལ་	ལ་	ADP
།		PUNCT
སྤྱོད་ལམ་	སྤྱོད་ལམ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སྐྱིལ་ཀྲུང་	སྐྱིལ་ཀྲུང་	NOUN
ངམ་	གམ་	PART
ཕྱེད་ཀྲུང་	ཕྱེད་ཀྲུང་	NOUN
གིས་	གིས་	PART
།		PUNCT
དབང་	དབང་	NOUN
ལ་ཁ་	ལ་ཁ་	NOUN
ནུབ་	ནུབ་	ADV
བམ་	གམ་	PART
།		PUNCT
དབང་ལྡན་	དབང་ལྡན་	NO_POS
དུ་	ལ་	PART
བལྟ་	བལྟ་	VERB
ལ་	ལ་	ADP
འདུག་	འདུག་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཐོག་མ་	ཐོག་མ་	NOUN
ར་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
ཡི་དམ་	ཡི་དམ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ལ་	ལ་	ADP
སྐྱབས་འགྲོ་	སྐྱབས་འགྲོ་	OTHER
མང་	མང་	VERB
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཁྱད་པར་	ཁྱད་པར་	NOUN
གྱི་	གི་	PART
སེམས་བསྐྱེད་	སེམས་བསྐྱེད་	NOUN
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
ཐུན་མོང་བ་	ཐུན་མོང་བ་	ADJ
འི་	གི་	PART
སྲུང་འཁོར་	སྲུང་འཁོར་	NOUN
བསྒོམས་པ་	བསྒོམས་པ་	VERB
འི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
།		PUNCT
རང་	རང་	PRON
ཡི་དམ་	ཡི་དམ་	NOUN
གྱི་	གི་	PART
ལྷ་	ལྷ་	NOUN
གང་ཡིན་པ་	གང་ཡིན་པ་	NO_POS
དེ་	དེ་	DET
།		PUNCT
འདི་	འདི་	DET
ར་	ལ་	PART
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
བསྐྱེད་	བསྐྱེད་	VERB
ན་	ནས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
བཟླས་པ་	བཟླས་པ་	VERB
ཅུང་ཟད་	ཅུང་ཟད་	ADV
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
སྔ་	སྔ་	NOUN
བཤམས་པ་	བཤམས་པ་	VERB
འི་	གི་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
རྣམས་	རྣམས་	DET
དབུལ་	དབུལ་	NO_POS
ཞིང་	ཞིང་	SCONJ
།		PUNCT
སྐབས་	སྐབས་	NOUN
འདི་	འདི་	DET
ར་	ལ་	PART
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
བསྔོ་	བསྔོ་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
རྗེས་	རྗེས་	NOUN
ལ་	ལ་	ADP
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤཱུ་		NON_WORD
ནྱཏཱའི་		NON_WORD
སྔགས་	སྔགས་	NOUN
ཀྱིས་	གིས་	PART
འཁོར་འདས་	འཁོར་འདས་	NOUN
ཀྱི་	གི་	PART
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
སྟོང་པ་	སྟོང་པ་	VERB
ར་	ལ་	PART
སྦྱངས་པ་	སྦྱངས་པ་	VERB
འི་	གི་	PART
ངང་	ངང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དབང་	དབང་	NOUN
གི་	གི་	PART
ཐབ་ཁུང་	ཐབ་ཁུང་	NOUN
དུ་	ལ་	PART
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
བུད་ཤིང་	བུད་ཤིང་	NOUN
གི་	གི་	PART
རིགས་	རིགས་	NOUN
རྣམས་	རྣམས་	DET
ཟླ་གམ་	ཟླ་གམ་	ADJ
གྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཁ་ཁྱེར་	ཁ་ཁྱེར་	NO_POS
བ་	བ་	ADP
ཅུང་ཟད་	ཅུང་ཟད་	ADV
དམའ་བ་	དམའ་བ་	VERB
ར་	ལ་	PART
བཅེར་བ་	བཅེར་བ་	NO_POS
རྣམས་	རྣམས་	DET
།		PUNCT
ཧཱུྃ་		NON_WORD
ངམ་	གམ་	PART
ཧྲཱྀཿ་		NON_WORD
གང་རུང་	གང་རུང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
གཞལ་ཡས་	གཞལ་ཡས་	ADJ
ཁང་	ཁང་	NOUN
།		PUNCT
ནང་	ནང་	NOUN
ཡངས་	ཡངས་	VERB
ཤིང་	ཅིང་	PART
ཕྱི་རོལ་	ཕྱི་རོལ་	NOUN
རྒྱ་ཆེ་བ་	རྒྱ་ཆེ་བ་	NO_POS
།		PUNCT
ཕྱི་	ཕྱི་	NOUN
ནང་	ནང་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དྭངས་	དྭངས་	NO_POS
ཤིང་	ཅིང་	PART
ཐོགས་པ་	ཐོགས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
འི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
།		PUNCT
རྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
མེ་	མེ་	NOUN
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྲུ་གསུམ་	གྲུ་གསུམ་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
འབར་བ་	འབར་བ་	VERB
འི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
།		PUNCT
པདྨ་	པདྨ་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
དང་	དང་	NO_POS
ཉི་མ་	ཉི་མ་	NOUN
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
ཁ་	ཁ་	PRON
ར་	ལ་	PART
།		PUNCT
རྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
འི་	གི་	PART
མེ་ལྷ་	མེ་ལྷ་	NO_POS
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དམར་བ་	དམར་བ་	VERB
།		PUNCT
སྐུ་	སྐུ་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
རིད་	རིད་	VERB
ཅིང་	ཅིང་	PART
ཞལ་	ཞལ་	NOUN
གཅིག་	གཅིག་	NUM
འཛུམ་	འཛུམ་	NO_POS
ལ་	ལ་	ADP
ཁྲོ་བ་	ཁྲོ་བ་	VERB
།		PUNCT
སྤྱན་	སྤྱན་	NOUN
གསུམ་	གསུམ་	NUM
རབ་ཏུ་གཡོ་བ་	རབ་ཏུ་གཡོ་བ་	NO_POS
།		PUNCT
ཕྱག་	ཕྱག་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
།		PUNCT
གཡའ་	གཡའ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱིས་	གིས་	PART
སྐྱབས་	སྐྱབས་	NOUN
སྦྱིན་	སྦྱིན་	VERB
དང་	དང་	NO_POS
