form	lemma	POS	morph
བཟའ་བཏུང་	བཟའ་བཏུང་	NOUN
མེ་	མེ་	NOUN
སྦ་	སྦ་	PROPN
ར་	ལ་	PART
ཏེ་	སྟེ་	PART
བ་སྤུ་	བ་སྤུ་	NOUN
འི་	གི་	PART
ཁུང་བུ་	ཁུང་བུ་	NOUN
འི་	གི་	PART
བརྐྱང་	བརྐྱང་	NO_POS
མ་ནས་	མ་ནས་	NO_POS
།		PUNCT
རྩ་	རྩ་	NUM
བུག་	བུག་	NO_POS
རོ་	རོ་	NOUN
མ་ནས་	མ་ནས་	NO_POS
མེ་	མེ་	NOUN
སྦ་	སྦ་	PROPN
ར་	ལ་	PART
།		PUNCT
ནིར་		NON_WORD
།		PUNCT
ན་	ནས་	PART
། །		PUNCT
རོ་	རོ་	NOUN
མ་	མ་	PART
འི་	གི་	PART
མེ་	མེ་	NOUN
ས་	གིས་	PART
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
སྤྱན་	སྤྱན་	NOUN
དྲངས་	དྲངས་	NO_POS
ན་	ནས་	PART
རྐྱང་མ་	རྐྱང་མ་	NO_POS
ན་	ནས་	PART
།		PUNCT
ཏ་	ཏ་	OTHER
ཐཱའི་		NON_WORD
ཐུགས་ཀ་	ཐུགས་ཀ་	NOUN
ར་	ལ་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
ཞུགས་པ་	ཞུགས་པ་	VERB
འམ་	གམ་	PART
༑		PUNCT
ཏ་	ཏ་	OTHER
ཐཱའི་		NON_WORD
བདུད་རྩི་	བདུད་རྩི་	NOUN
བཀུག་པ་	བཀུག་པ་	VERB
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
ལ་	ལ་	ADP
གསུང་	གསུང་	VERB
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་	བཅུ་	NUM
རྣམས་	རྣམས་	DET
ན་	ནས་	PART
ནིར་		NON_WORD
མ་	མ་	NOUN
།		PUNCT
སུ་	སུ་	ADP
བྱུང་བ་	བྱུང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
རྩུབ་	རྩུབ་	VERB
པའཇམ་པ་	པའཇམ་པ་	NON_WORD
འི་	གི་	PART
རྩ་	རྩ་	NUM
།		PUNCT
རྟོག་པ་	རྟོག་པ་	VERB
ས་	གིས་	PART
མི་ཕྱེད་པ་	མི་ཕྱེད་པ་	PROPN
འི་	གི་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ར་	ལ་	PART
རང་མི་	རང་མི་	NO_POS
རྟོག་པ་	རྟོག་པ་	VERB
ར་	ལ་	PART
།		PUNCT
གྱུར་	གྱུར་	VERB
ན་	ནས་	PART
༑ ༑		PUNCT
སྙིང་པོ་	སྙིང་པོ་	NOUN
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
འདུ་	འདུ་	VERB
།		PUNCT
པ་	པ་	OTHER
ར་	ལ་	PART
ནི་	ནི་	NO_POS
རབ་ཏུ་	རབ་ཏུ་	NO_POS
བརྟག་	བརྟག་	VERB
།		PUNCT
གནས་	གནས་	NOUN
གང་	གང་	NO_POS
དུ་	ལ་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ཕན་ཡོན་	ཕན་ཡོན་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
ཚལ་	ཚལ་	NOUN
ནི་	ནི་	NO_POS
ཉམས་	ཉམས་	NOUN
དགའ་བ་	དགའ་བ་	VERB
ར་	ལ་	PART
། །		PUNCT
ཆུ་བོ་	ཆུ་བོ་	NOUN
འདུས་པ་	འདུས་པ་	VERB
རྣམས་	རྣམས་	DET
སུ་	སུ་	ADP
ཡང་	ཀྱང་	PART
།།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
གནས་	གནས་	NOUN
ན་	ནས་	PART
རང་	རང་	PRON
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
།		PUNCT
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
ས་	གིས་	PART
བསྒོམ་	བསྒོམ་	VERB
ན་	ན་	ADP
། །		PUNCT
དྲོད་	དྲོད་	NOUN
ཀྱི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
ཕུག་	ཕུག་	NOUN
གམ་	གམ་	PART
རི་	རི་	NOUN
ཡི་	ཡི་	ADP
རྩེ་མོ་	རྩེ་མོ་	NOUN
ར་	ལ་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མཉམ་པ་	མཉམ་པ་	VERB
ར་	ལ་	PART
བཞག་པ་	བཞག་པ་	VERB
ས་	གིས་	PART
གནས་	གནས་	NOUN
༑ ༑		PUNCT
ཆེད་	ཆེད་	NOUN
དུ་	ལ་	PART
གཏད་པ་	གཏད་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
ཇི་	ཇི་	NO_POS
རྒྱས་བཤད་	རྒྱས་བཤད་	NOUN
གཉིས་	གཉིས་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
གཉིས་པ་	གཉིས་པ་	NUM
སྤྱོད་པ་	སྤྱོད་པ་	VERB
དངོ་	དངོ་	NOUN
།		PUNCT
ལྟ་	ལྟ་	OTHER
རྙེད་པ་	རྙེད་པ་	VERB
དེ་བཞིན་	དེ་བཞིན་	OTHER
བཟའ་	བཟའ་	NOUN
། །		PUNCT
ཟོ་	ཟོ་	VERB
ཤིང་	ཅིང་	PART
ཟོ་	ཟོ་	VERB
ན་	ནས་	PART
ལྷག་མ་	ལྷག་མ་	NOUN
འི་	གི་	PART
།		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
སྦྱིན་	སྦྱིན་	VERB
། །		PUNCT
རུ་	ལ་	PART
རཀ་		NON_WORD
ཤ་	ཤ་	NOUN
སོགས་	སོགས་	DET
ཤིང་	ཅིང་	PART
གི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
དོ་ཤལ་	དོ་ཤལ་	OTHER
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
སོགས་	སོགས་	DET
། །		PUNCT
རྒྱན་	རྒྱན་	NOUN
གྱི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
འོལ་	འོལ་	NO_POS
མ་	མ་	PART
ཟི་	ཟི་	NO_POS
སོགས་	སོགས་	DET
དེ་བཞིན་	དེ་བཞིན་	OTHER
སྤོ་	སྤོ་	NOUN
། །		PUNCT
སྲོག་ཆགས་	སྲོག་ཆགས་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
སྟག་	སྟག་	NOUN
གི་	གི་	PART
ལྤགས་པ་	ལྤགས་པ་	NOUN
།		PUNCT
གོ་	གོ་	NOUN
གྱོན་	གྱོན་	NO_POS
གཉིས་	གཉིས་	NUM
སྤང་	སྤང་	VERB
གི་	གི་	PART
རྟགས་	རྟགས་	NOUN
།		PUNCT
ཞིང་	ཞིང་	SCONJ
༑ ༑		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བདེ་	བདེ་	VERB
དོན་གཉེར་	དོན་གཉེར་	NOUN
ལ་	ལ་	ADP
སྙོམས་པ་		
ཞུགས་པ་	ཞུགས་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
།		PUNCT
བདེ་བ་	བདེ་བ་	VERB
སྦྱིན་	སྦྱིན་	VERB
། །		PUNCT
རེས་འགའ་	རེས་འགའ་	NO_POS
ལེགས་སྦྱར་	ལེགས་སྦྱར་	OTHER
གྱི་	གི་	PART
སྐད་	སྐད་	NOUN
རེས་འགའ་	རེས་འགའ་	NO_POS
།		PUNCT
ཟུར་ཆག་	ཟུར་ཆག་	PROPN
གི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
།		PUNCT
ཉིད་	ཉིད་	DET
། །		PUNCT
རེས་འགའ་	རེས་འགའ་	NO_POS
ཕྱིན་	ཕྱིན་	VERB
ཅི་	ཅི་	NO_POS
ལོག་	ལོག་	VERB
ཏུ་	ལ་	PART
བཟློག་པ་	བཟློག་པ་	VERB
ཡི་	གིས་	PART
ནི་	ནི་	NO_POS
འདོད་པ་	འདོད་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
། །		PUNCT
བཟའ་	བཟའ་	NOUN
དང་	དང་	NO_POS
བཟའ་	བཟའ་	NOUN
མིན་	མིན་	AUX
ཅི་	ཅི་	NO_POS
རྙེད་པ་	རྙེད་པ་	VERB
། །		PUNCT
སྨྱོན་པ་	སྨྱོན་པ་	VERB
ལྟ་	ལྟ་	OTHER
འཆོས་	འཆོས་	VERB
།		PUNCT
པ་	པ་	OTHER
འི་	གི་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
ས་	གིས་	PART
བཟའ་བ་	བཟའ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
རང་མི་	རང་མི་	NO_POS
དབང་བ་	དབང་བ་	VERB
གཞན་	གཞན་	DET
སྤྱོད་པ་	སྤྱོད་པ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
།		PUNCT
པ་	པ་	OTHER
འི་	གི་	PART
རང་	རང་	PRON
གི་	གི་	PART
མིན་པ་	མིན་པ་	VERB
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
བུ་མོ་	བུ་མོ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
།		PUNCT
ཡུལ་འཁོར་	ཡུལ་འཁོར་	NO_POS
གྲུབ་པ་	གྲུབ་པ་	VERB
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
།		PUNCT
དང་	དང་	NO_POS
༑ ༑		PUNCT
རི་	རི་	NOUN
ཡི་	ཡི་	ADP
ཕུག་	ཕུག་	NOUN
དང་	དང་	NO_POS
ཚང་ཚིང་	ཚང་ཚིང་	OTHER
དང་	དང་	NO_POS
། །		PUNCT
གདོད་	གདོད་	NO_POS
ན་	ནས་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
དུར་ཁྲོད་	དུར་ཁྲོད་	NOUN
ཆེ་	ཆེ་	VERB
།		PUNCT
ན་པོ་	ན་པོ་	ADP
བརྒྱད་	བརྒྱད་	NUM
སོགས་	སོགས་	DET
། །		PUNCT
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འི་	གི་	PART
འགྲམ་	འགྲམ་	NOUN
དུ་	ལ་	PART
ཡང་	ཀྱང་	PART
། །		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
གནས་	གནས་	NOUN
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཅན་	ཅན་	PART
གྱིས་	གིས་	PART
བསྒོམ་	བསྒོམ་	VERB
༑ ༑		PUNCT
སྐྲག་པ་	སྐྲག་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
རྣམ་	རྣམ་	NOUN
སྤངས་	སྤངས་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
གསང་	གསང་	VERB
ན་	ནས་	PART
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཀུན་	ཀུན་	DET
འད་	འདའ་	VERB
ར་	ལ་	PART
གྱི་	གི་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
བྱ་	བྱ་	VERB
ན་	ནས་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
ས་	གིས་	PART
། །		PUNCT
ཡང་	ཀྱང་	PART
ནི་	ནི་	NO_POS
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
བྱ་བ་	བྱ་བ་	VERB
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
འི་	གི་	PART
།		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
ཀུན་	ཀུན་	DET
འད་	འདའ་	VERB
ར་	ལ་	PART
གྱི་	གི་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
རང་	རང་	PRON
གི་	གི་	PART
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
བརྟན་གཡོ་	བརྟན་གཡོ་	NO_POS
བརྟག་པ་	བརྟག་པ་	VERB
འི་	གི་	PART
རྗེས་	རྗེས་	NOUN
ལ་	ལ་	ADP
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ལྔ་	ལྔ་	NUM
བསྟེན་པ་	བསྟེན་པ་	VERB
ས་	གིས་	PART
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	ADP
བདེ་བ་	བདེ་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
སྤྱོད་པ་	སྤྱོད་པ་	VERB
གཉིས་པ་	གཉིས་པ་	NUM
བྱ་	བྱ་	VERB
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམ་རྒྱལ་	རྣམ་རྒྱལ་	NOUN
བརྩམས་	བརྩམས་	VERB
། །		PUNCT
པ་	པ་	OTHER
ས་	གིས་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ས་	གིས་	PART
།		PUNCT
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
གྱི་	གི་	PART
སྒྲིབ་པ་	སྒྲིབ་པ་	VERB
རྒོད་	རྒོད་	NOUN
འགྱོད་	འགྱོད་	NO_POS
༑		PUNCT
གཉིས་	གཉིས་	NUM
རྨུགས་	རྨུགས་	NO_POS
།		PUNCT
འདོད་	འདོད་	VERB
ལ་	ལ་	ADP
འདུན་	འདུན་	VERB
།		PUNCT
གནོད་སེམས་	གནོད་སེམས་	NOUN
སྒྲིབ་པ་	སྒྲིབ་པ་	VERB
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གྲོལ་	གྲོལ་	VERB
། །		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་		
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
