form	lemma	POS	morph
ཟིན་	ཟིན་	VERB
ཏྲི་ཤཱུ་ལ་	ཏྲི་ཤཱུ་ལ་	NO_POS
ལ་	ལ་	ADP
སྦྲུལ་	སྦྲུལ་	NOUN
སྔོ་ནག་	སྔོ་ནག་	NO_POS
གཉིས་	གཉིས་	NUM
ཁ་སྤྲོད་	ཁ་སྤྲོད་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
འབྱུང་བ་	འབྱུང་བ་	VERB
རླུང་	རླུང་	NOUN
གི་	གི་	PART
སྔགས་	སྔགས་	NOUN
བཟླས་	བཟླས་	NO_POS
སོ་	སོ་	PART
། །		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
དང་པོ་	དང་པོ་	ADJ
ངོས་ཟིན་	ངོས་ཟིན་	NO_POS
ན་	ནས་	PART
ཡང་	ཀྱང་	PART
བསྙེན་པ་	བསྙེན་པ་	VERB
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
བཟླས་	བཟླས་	NO_POS
ཤིང་	ཅིང་	PART
།		PUNCT
ཕྱི་	ཕྱི་	VERB
ཆུ་བདག་	ཆུ་བདག་	NO_POS
གི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
ས་	གིས་	PART
དུག་	དུག་	NOUN
ངོས་ཟིན་	ངོས་ཟིན་	NO_POS
ན་	ན་	ADP
།		PUNCT
ཡང་	ཀྱང་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
འི་	གི་	PART
སྔགས་	སྔགས་	NOUN
ཀྱིས་	གིས་	PART
ངེས་པ་		
འཚོ་བ་	འཚོ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
ཀླུ་	ཀླུ་	NOUN
རིགས་བཞི་	རིགས་བཞི་	NO_POS
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
གཙོ་བོ་	གཙོ་བོ་	ADJ
ར་	ལ་	PART
བཟླས་	བཟླས་	NO_POS
ཀྱང་	ཀྱང་	PART
མ་སོ་	མ་སོ་	NO_POS
ས་པ་	ས་པ་	PART
དེ་	དེ་	DET
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
ཀླུ་	ཀླུ་	NOUN
དང་	དང་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
མ་	མ་	PART
ཕྲལ་བ་	ཕྲལ་བ་	NO_POS
འི་	གི་	PART
སྐྱོན་	སྐྱོན་	NOUN
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དབྲལ་བ་	དབྲལ་བ་	NO_POS
ནི་	ནི་	NO_POS
།		PUNCT
བག་ཟན་	བག་ཟན་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀླུ་	ཀླུ་	NOUN
ཕལ་པ་	ཕལ་པ་	NOUN
རིགས་བཞི་	རིགས་བཞི་	NO_POS
འི་	གི་	PART
གཟུགས་	གཟུགས་	NOUN
བྱ་	བྱ་	VERB
།		PUNCT
རྙེད་	རྙེད་	VERB
ན་	ན་	ADP
མི་	མི་	PART
ལྤགས་	ལྤགས་	NO_POS
༑		PUNCT
མ་	མ་	PART
རྙེད་	རྙེད་	VERB
ན་	ན་	ADP
ཤོག་བུ་	ཤོག་བུ་	NOUN
ལ་	ལ་	ADP
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
གཟུགས་	གཟུགས་	NOUN
རིད་པ་	རིད་པ་	VERB
སྐྲ་	སྐྲ་	NOUN
འཛིངས་པ་	འཛིངས་པ་	VERB
ཡན་ལག་	ཡན་ལག་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཕྲ་བ་	ཕྲ་བ་	VERB
ཞིག་	ཅིག་	PART
བྲིས་	བྲིས་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
ར་	ལ་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
དང་	དང་	NO_POS
ཆུ་བདག་	ཆུ་བདག་	NO_POS
གི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
ཤམ་བུ་	ཤམ་བུ་	NOUN
།		PUNCT
རཱ་	རཱ་	NO_POS
ཛ་	ཛ་	OTHER
མཱ་	མཱ་	NO_POS
ར་	ར་	ADP
ཡ་	ཡ་	NOUN
ཧཱུྃ་		NON_WORD
ཕཊ་		NON_WORD
།		PUNCT
ཅེས་པ་	ཅེས་པ་	PART
བྲི་	བྲི་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
བླ་ཤིང་	བླ་ཤིང་	NO_POS
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
ཤིང་	ཅིང་	PART
གླང་མ་	གླང་མ་	PROPN
མགོ་	མགོ་	NOUN
རྩ་	རྩ་	NUM
མ་	མ་	PART
ལོག་པ་	ལོག་པ་	VERB
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
ངོ་	ངོ་	NOUN
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
ལ་	ལ་	ADP
མི་	མི་	PART
ཚིལ་	ཚིལ་	NOUN
དུམ་རེ་	དུམ་རེ་	NO_POS
གཟུགས་	གཟུགས་	NOUN
།		PUNCT
རྩེ་མོ་	རྩེ་མོ་	NOUN
བཀ་	བཀའ་	NOUN
ས་	གིས་	PART
ལ་	ལ་	ADP
མི་	མི་	PART
ལྤགས་	ལྤགས་	NO_POS
ལ་	ལ་	ADP
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
གཟུགས་	གཟུགས་	NOUN
བྲིས་	བྲིས་	VERB
ལ་མགོ་	ལ་མགོ་	NO_POS
ཐུར་	ཐུར་	NOUN
དུ་	ལ་	PART
བསྟན་	བསྟན་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
གླང་མ་	གླང་མ་	PROPN
འི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
བཀས་པ་	བཀས་པ་	VERB
དེ་	དེ་	DET
འི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
གཟུགས་	གཟུགས་	NOUN
སོ་	སོ་	PART
"།

།"		PUNCT
གཞན་	གཞན་	DET
ཡང་	ཀྱང་	PART
གཤ་	གཤའ་	NOUN
ར་	ལ་	PART
ཐུན་	ཐུན་	NOUN
དང་	དང་	NO_POS
སྐམ་	སྐམ་	VERB
ཐུན་	ཐུན་	NOUN
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
འི་	གི་	PART
བྱ་	བྱ་	VERB
ཐབས་	ཐབས་	NOUN
ནི་	ནི་	NO_POS
ཡིག་	ཡིག་	NOUN
སྣ་	སྣ་	NOUN
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མར་ངོ་	མར་ངོ་	NO_POS
འི་	གི་	PART
ཉི་མ་	ཉི་མ་	NOUN
དང་	དང་	NO_POS
པཽ་		NON_WORD
ན་	ནས་	PART
བཟུང་	བཟུང་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
ཐུན་	ཐུན་	NOUN
གསུམ་	གསུམ་	NUM
མམ་	གམ་	PART
བཞི་	བཞི་	NUM
ར་	ལ་	PART
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
མགོན་པོ་	མགོན་པོ་	NOUN
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
ནག་པོ་	ནག་པོ་	ADJ
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
ན་	ནས་	PART
ཉི་མ་	ཉི་མ་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
ཀླུ་	ཀླུ་	NOUN
འི་	གི་	PART
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ལ་	ལ་	ADP
བསྐོར་	བསྐོར་	VERB
ཞིང་	ཞིང་	SCONJ
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ལ་	ལ་	ADP
བྲབ་	བྲབ་	NO_POS
ཅིང་	ཅིང་	PART
ཀླུ་	ཀླུ་	NOUN
དང་	དང་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དབྱེ་བ་	དབྱེ་བ་	VERB
འམ་	གམ་	PART
།		PUNCT
ཉི་མ་	ཉི་མ་	NOUN
གཅིག་	གཅིག་	NUM
གིས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཀླུ་	ཀླུ་	NOUN
འི་	གི་	PART
རྟེན་	རྟེན་	NOUN
ལ་	ལ་	ADP
པཱུ་		NON_WORD
ཛ་	ཛ་	OTHER
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
ཀླུ་	ཀླུ་	NOUN
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
མཚེའུ་	མཚེའུ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ར་	ལ་	PART
བསྐྱལ་	བསྐྱལ་	NO_POS
ལོ་	ལོ་	NOUN
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
གཟུགས་	གཟུགས་	NOUN
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ཏེ་	སྟེ་	PART
དྲག་པོ་	དྲག་པོ་	ADJ
འི་	གི་	PART
སྦྱིན་སྲེག་	སྦྱིན་སྲེག་	NOUN
གིས་	གིས་	PART
ཚ་	ཚ་	VERB
གཅད་པ་	གཅད་པ་	NO_POS
ནི་	ནི་	NO_POS
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ར་	ལ་	PART
རོ་	རོ་	NOUN
བསྲེགས་པ་	བསྲེགས་པ་	VERB
འི་	གི་	PART
ས་རྡོ་	ས་རྡོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱས་པ་	བྱས་པ་	VERB
འི་	གི་	PART
སྒྱཻད་		NON_WORD
པུ་	པུ་	NO_POS
གསུམ་	གསུམ་	NUM
གཟུགས་	གཟུགས་	NOUN
།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
ཚེར་མ་	ཚེར་མ་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
ཤིང་	ཅིང་	PART
བརྩིགས་པ་	བརྩིགས་པ་	VERB
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
སླ་ང་	སླ་ང་	NOUN
གཟུགས་	གཟུགས་	NOUN
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
གཡོན་	གཡོན་	NOUN
དུ་	ལ་	PART
མཆོད་པ་	མཆོད་པ་	VERB
རྣམ་	རྣམ་	NOUN
ལྔ་	ལྔ་	NUM
བཤམ་	བཤམ་	NO_POS
།		PUNCT
གཡའ་	གཡའ་	NOUN
སུ་	སུ་	ADP
གཏོར་མ་	གཏོར་མ་	NOUN
བཤམ་	བཤམ་	NO_POS
༑		PUNCT
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
ལིངྒ་		NON_WORD
རྣམས་	རྣམས་	DET
དང་	དང་	NO_POS
།		PUNCT
དུག་	དུག་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
གདུག་པ་	གདུག་པ་	ADJ
ཅན་	ཅན་	PART
གྱི་	གི་	PART
རྫ་	རྫ་	NOUN
བཞག་	བཞག་	VERB
དེ་ནས་	དེ་ནས་	NO_POS
སྲོད་	སྲོད་	ADV
ཐུན་	ཐུན་	NOUN
དང་པོ་	དང་པོ་	ADJ
ན་	ནས་	PART
སེངྒེ་		NON_WORD
སྒྲ་	སྒྲ་	NOUN
ནག་པོ་	ནག་པོ་	ADJ
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
ལ་	ལ་	ADP
བཟླས་པ་	བཟླས་པ་	VERB
འང་	ཀྱང་	PART
ཅི་	ཅི་	NO_POS
ནུས་	ནུས་	VERB
བྱ་	བྱ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མཚན་ཕྱེད་	མཚན་ཕྱེད་	NO_POS
ཀྱི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
མེ་	མེ་	NOUN
སྤ་	སྤ་	NOUN
ལ་	ལ་	ADP
སླ་ང་	སླ་ང་	NOUN
ར་	ལ་	PART
བསྲེག་	བསྲེག་	VERB
གོ་	གོ་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཀྱི་	གི་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
འི་	གི་	PART
ཧྲཱིཿ་		NON_WORD
ཡིག་	ཡིག་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
མགོན་པོ་	མགོན་པོ་	NOUN
འི་	གི་	PART
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
ཞགས་པ་	ཞགས་པ་	NOUN
དང་	དང་	NO_POS
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐོགས་པ་	ཐོགས་པ་	VERB
དཔག་	དཔག་	VERB
ཏུ་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
སྤྲོས་	སྤྲོས་	VERB
ལ་	ལ་	ADP
།		PUNCT
བསྒྲུབ་བྱ་	བསྒྲུབ་བྱ་	VERB
གནོད་	གནོད་	VERB
བྱེད་	བྱེད་	VERB
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དེ་	དེ་	DET
ལ་	ལ་	ADP
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
ས་	གིས་	PART
སྙིང་ག་	སྙིང་ག་	NOUN
ར་	ལ་	PART
ཕུག་	ཕུག་	NOUN
ཞགས་པ་	ཞགས་པ་	NOUN
ས་	གིས་	PART
མགྲིན་པ་	མགྲིན་པ་	NOUN
ན་	ནས་	PART
བཅིང་བ་	བཅིང་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
བཀུག་	བཀུག་	VERB
ན་	ནས་	PART
ལིངྒ་		NON_WORD
ཆེ་ཆུང་	ཆེ་ཆུང་	ADJ
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
དགུག་གཞུག་	དགུག་གཞུག་	NO_POS
བྱ་	བྱ་	VERB
།		PUNCT
ངག་	ངག་	NOUN
ཏུ་	ལ་	PART
ཡང་	ཀྱང་	PART
།		PUNCT
ལྷག་པ་	ལྷག་པ་	VERB
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
ཆུ་བདག་	ཆུ་བདག་	NO_POS
གི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
གནོད་	གནོད་	VERB
བྱེད་	བྱེད་	VERB
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཨཱ་	ཨཱ་	NO_POS
ཀརྵ་		NON_WORD
ཡ་	ཡ་	NOUN
ཛཿ་		NON_WORD
ཛཿ་		NON_WORD
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
དེ་	དེ་	DET
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཡང་སྙིང་པོ་	ཡང་སྙིང་པོ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
།		PUNCT
རཱ་	རཱ་	NO_POS
ཛ་	ཛ་	OTHER
མཱ་	མཱ་	NO_POS
ར་	ར་	ADP
ཡ་	ཡ་	NOUN
ཕཊ་		NON_WORD
།		PUNCT
བཏགས་	བཏགས་	VERB
ལ་	ལ་	ADP
ལིངྒ་		NON_WORD
ཆེ་བ་	ཆེ་བ་	VERB
མཚོན་	མཚོན་	NOUN
རྣོན་པོ་	རྣོན་པོ་	ADJ
ས་	གིས་	PART
