form	lemma	POS	morph
གཙོ་བོ་	གཙོ་བོ་	ADJ
རྣོ་བ་	རྣོ་བ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
རྨ་བྱ་	རྨ་བྱ་	NOUN
འི་	གི་	PART
མདོངས་	མདོངས་	VERB
ལེགས་	ལེགས་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
ཀུན་	ཀུན་	DET
། །		PUNCT
སུ་	སུ་	ADP
ས་	གིས་	PART
ཀྱང་	ཀྱང་	PART
མ་	མ་	PART
བྱ་	བྱ་	VERB
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
བྱུང་	བྱུང་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
སྨྲ་	སྨྲ་	VERB
འོ་	གོ་	PART
།། །།		PUNCT
བྱེ་བྲག་པ་	བྱེ་བྲག་པ་	NOUN
འམ་	གམ་	PART
དྲང་སྲོང་	དྲང་སྲོང་	NOUN
གཟེགས་	གཟེགས་	NO_POS
ཟན་པ་	ཟན་པ་	NOUN
འི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
འབྲང་བ་	འབྲང་བ་	VERB
འི་	གི་	PART
ལུགས་	ལུགས་	NOUN
ཀྱིས་	གིས་	PART
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
སྣོད་	སྣོད་	NOUN
ཀྱི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
རྟག་པ་	རྟག་པ་	VERB
གཅིག་	གཅིག་	NUM
འདོད་	འདོད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ཕྱི་	ཕྱི་	NOUN
གཟུང་བ་	གཟུང་བ་	VERB
འི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ཚིག་	ཚིག་	NOUN
གི་	གི་	PART
དོན་	དོན་	NOUN
དྲུག་	དྲུག་	NUM
ཏུ་	ལ་	PART
འདོད་	འདོད་	VERB
ལ་	ལ་	ADP
།		PUNCT
ནང་	ནང་	NOUN
		
ཞ་	ཞ་	OTHER
		
ན་	ན་	ADP
		
བདག་	བདག་	PRON
བེམས་པོ་	བེམས་པོ་	NO_POS
རྟག་པ་	རྟག་པ་	VERB
ཤེས་རིག་	ཤེས་རིག་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
བྱེད་པ་པོ་	བྱེད་པ་པོ་	NOUN
གཅིག་	གཅིག་	NUM
ཡོད་པ་	ཡོད་པ་	VERB
ར་	ལ་	PART
འདོད་	འདོད་	VERB
།		PUNCT
ཚིག་	ཚིག་	NOUN
གི་	གི་	PART
དོན་	དོན་	NOUN
དྲུག་	དྲུག་	NUM
ནི་	ནི་	NO_POS
དབུ་མ་	དབུ་མ་	PROPN
རྒྱན་	རྒྱན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྫ་	རྫ་	NOUN
དང་	དང་	NO_POS
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་	དང་	NO_POS
སྤྱི་	སྤྱི་	DET
། །		PUNCT
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
འདུ་བ་	འདུ་བ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
དྲུག་	དྲུག་	NUM
།		PUNCT
ཅེས་	ཅེས་	PART
སོ་	སོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ལ་རྫས་	ལ་རྫས་	NOUN
ནི་	ནི་	NO_POS
དགུ་སྟེ་	དགུ་སྟེ་	NO_POS
།		PUNCT
བདག་	བདག་	PRON
ས་	ས་	ADP
།		PUNCT
ཆུ་	ཆུ་	NOUN
།		PUNCT
མེ་	མེ་	NOUN
།		PUNCT
རླུང་	རླུང་	NOUN
༑		PUNCT
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
།		PUNCT
དུས་	དུས་	NOUN
།		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
།		PUNCT
ཡིད་	ཡིད་	NOUN
དོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འང་	ཀྱང་	PART
རགས་པ་	རགས་པ་	VERB
ཡན་ལག་	ཡན་ལག་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
རྫ་	རྫ་	NOUN
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
སྟེ་	སྟེ་	PART
།		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
འདི་	འདི་	DET
མེ་	མེ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ས་	གིས་	PART
ཞིག་	ཅིག་	PART
ན་	ན་	ADP
།		PUNCT
རགས་པ་	རགས་པ་	VERB
ཞིག་	ཅིག་	PART
ཀྱང་	ཀྱང་	PART
ཕྲ་མོ་	ཕྲ་མོ་	ADJ
མི་	མི་	PART
འཇིག་	འཇིག་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
འབྱུང་	འབྱུང་	VERB
བཞི་	བཞི་	NUM
འི་	གི་	PART
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
ཕྱོགས་ཆ་	ཕྱོགས་ཆ་	NO_POS
མེད་པ་	མེད་པ་	VERB
རྟག་པ་	རྟག་པ་	VERB
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
གང་	གང་	NO_POS
གི་	གི་	PART
ཚེ་དབང་	ཚེ་དབང་	PROPN
ཕྱུག་	ཕྱུག་	VERB
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
ར་	ལ་	PART
འདོད་པ་	འདོད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
སྤྱི་	སྤྱི་	DET
མཐུན་	མཐུན་	VERB
གྱི་	གི་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀྱིས་	གིས་	PART
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
གཉིས་	གཉིས་	NUM
འབྱར་བ་	འབྱར་བ་	VERB
ནི་	ནི་	NO_POS
རླུང་	རླུང་	NOUN
གི་	གི་	PART
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་བོ་	ཕྲ་རབ་བོ་	NO_POS
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
གསུམ་པ་	གསུམ་པ་	NUM
ཞིག་	ཅིག་	PART
འབྱར་བ་	འབྱར་བ་	VERB
ནི་	ནི་	NO_POS
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
གཉིས་	གཉིས་	NUM
		
ཞ་	ཞ་	OTHER
		
གཉིས་	གཉིས་	NUM
		
ཀྱྀ་		NON_WORD
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
ཞེ་	ཅེས་	PART
བྱ་	བྱ་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སེ་གོལ་	སེ་གོལ་	NOUN
གཏོགས་པ་	གཏོགས་པ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
རླུང་	རླུང་	NOUN
གི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
སྟོང་གསུམ་	སྟོང་གསུམ་	OTHER
གྱི་	གི་	PART
ཚད་	ཚད་	NOUN
ཙམ་པ་	ཙམ་པ་	DET
འགྲུབ་བོ་	འགྲུབ་བོ་	VERB
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
ཆུ་	ཆུ་	NOUN
དང་	དང་	NO_POS
ས་	ས་	ADP
མེ་	མེ་	NOUN
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
རྣམས་	རྣམས་	DET
འགྲུབ་བོ་	འགྲུབ་བོ་	VERB
། །		PUNCT
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
དེ་	དེ་	DET
ལ་རྫས་	ལ་རྫས་	NOUN
ཞེ་	ཅེས་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
རྫ་	རྫ་	NOUN
དེ་	དེ་	DET
འང་	ཀྱང་	PART
དགུ་སྟེ་	དགུ་སྟེ་	NO_POS
།		PUNCT
ས་	ས་	ADP
ཆུ་	ཆུ་	NOUN
མེ་	མེ་	NOUN
རླུང་	རླུང་	NOUN
བདག་	བདག་	PRON
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
། །		PUNCT
དུས་	དུས་	NOUN
ཕྱོགས་	ཕྱོགས་	NOUN
ཡིད་	ཡིད་	NOUN
དང་	དང་	NO_POS
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
རྫ་	རྫ་	NOUN
དེ་	དེ་	DET
འི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ནི་སྒྲ་	ནི་སྒྲ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
ལྔ་	ལྔ་	NUM
འོ་	གོ་	PART
། །		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
ལྔ་	ལྔ་	NUM
སྟེ་	སྟེ་	PART
།		PUNCT
འདེགས་པ་	འདེགས་པ་	VERB
།		PUNCT
བརྐྱང་བ་	བརྐྱང་བ་	VERB
།		PUNCT
བསྐུམ་པ་	བསྐུམ་པ་	VERB
།		PUNCT
འཇོག་པ་	འཇོག་པ་	VERB
།		PUNCT
འགྲོ་བ་	འགྲོ་བ་	VERB
འོ་	གོ་	PART
༑ ༑		PUNCT
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
བརྟེན་པ་	བརྟེན་པ་	VERB
འི་	གི་	PART
སྤྱི་	སྤྱི་	DET
ནི་	ནི་	NO_POS
གཉིས་	གཉིས་	NUM
ཏེ་	སྟེ་	PART
།		PUNCT
སྤྱི་	སྤྱི་	DET
ཆེན་པོ་	ཆེན་པོ་	ADJ
དང་	དང་	NO_POS
།		PUNCT
ཉི་ཚེ་བ་	ཉི་ཚེ་བ་	OTHER
འི་	གི་	PART
སྤྱི་	སྤྱི་	DET
འོ་	གོ་	PART
༑ ༑		PUNCT
དང་པོ་	དང་པོ་	ADJ
རིགས་	རིགས་	NOUN
མི་	མི་	PART
འདྲ་བ་	འདྲ་བ་	VERB
རྟ་	རྟ་	NOUN
དང་བ་	དང་བ་	NOUN
ལང་	ལང་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ཁྱབ་པ་	ཁྱབ་པ་	VERB
དངོས་པོ་	དངོས་པོ་	NOUN
གཟུགས་ཅན་	གཟུགས་ཅན་	ADJ
ལྟ་བུ་	ལྟ་བུ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ཆོ་	ཆོ་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
གཅིག་	གཅིག་	NUM
ཡིན་པ་	ཡིན་པ་	AUX
༑		PUNCT
རྟག་པ་	རྟག་པ་	VERB
།		PUNCT
ཁྱབ་པ་	ཁྱབ་པ་	VERB
།		PUNCT
གཡོ་བ་	གཡོ་བ་	VERB
མེད་པ་	མེད་པ་	VERB
།		PUNCT
སྣང་	སྣང་	VERB
རུང་	རུང་	SCONJ
ཡིན་པ་	ཡིན་པ་	AUX
འོ་	གོ་	PART
། །		PUNCT
ཉི་ཚེ་བ་	ཉི་ཚེ་བ་	OTHER
འི་	གི་	PART
སྤྱི་	སྤྱི་	DET
ནི་	ནི་	NO_POS
རིགས་	རིགས་	NOUN
མཐུན་པ་	མཐུན་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ཡོད་	ཡོད་	VERB
ཀྱི་	གི་	PART
རིགས་	རིགས་	NOUN
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
མེད་པ་	མེད་པ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དཔེར་ན་	དཔེར་ན་	NO_POS
བ་ལང་	བ་ལང་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ཁྱབ་པ་	ཁྱབ་པ་	VERB
འི་	གི་	PART
སྤྱི་བ་	སྤྱི་བ་	NO_POS
ལང་	ལང་	NO_POS
		
ཞ་	ཞ་	OTHER
		
ཉིད་	ཉིད་	DET
		
ལྟ་བུ་	ལྟ་བུ་	NOUN
།		PUNCT
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
ནི་	ནི་	NO_POS
མ་	མ་	PART
འདྲེས་པ་	འདྲེས་པ་	VERB
ར་	ལ་	PART
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
འདུ་བ་	འདུ་བ་	VERB
ནི་	ནི་	NO_POS
འགོག་པ་	འགོག་པ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
ཐ་	ཐ་	NOUN
མི་	མི་	PART
དད་	དད་	VERB
དུ་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
བྱེ་བྲག་པ་	བྱེ་བྲག་པ་	NOUN
འི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
ཁ་ཅིག་	ཁ་ཅིག་	PRON
ཚངས་པ་	ཚངས་པ་	PROPN
རྒྱུ་	རྒྱུ་	NOUN
ར་	ལ་	PART
སྨྲ་བ་	སྨྲ་བ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སྔར་བཞིན་	སྔར་བཞིན་	NO_POS
ཡན་ལག་	ཡན་ལག་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
རྫ་	རྫ་	NOUN
རྡུལ་	རྡུལ་	NOUN
ཕྲ་རབ་	ཕྲ་རབ་	NO_POS
རྣམས་	རྣམས་	DET
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
འདུས་པ་	འདུས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
རླུང་	རླུང་	NOUN
དང་	དང་	NO_POS
		
ཞ་	ཞ་	OTHER
		
ཆུ་	ཆུ་	NOUN
དང་	དང་	NO_POS
		
ས་	ས་	ADP
དང་	དང་	NO_POS
།		PUNCT
མེ་	མེ་	NOUN
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཞིང་	ཞིང་	SCONJ
།		PUNCT
མེ་	མེ་	NOUN
འི་	གི་	PART
དབུ་	དབུ་	NOUN
སུ་	སུ་	ADP
ཚངས་པ་	ཚངས་པ་	PROPN
འི་	གི་	PART
སྒོ་ང་	སྒོ་ང་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འོད་འབར་བ་	འོད་འབར་བ་	OTHER
ཞིག་	ཅིག་	PART
གནས་པ་	གནས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
སྨིན་པ་	སྨིན་པ་	VERB
ས་	གིས་	PART
པདྨ་	པདྨ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
ཚངས་པ་	ཚངས་པ་	PROPN
གདོང་	གདོང་	NOUN
བཞི་པ་	བཞི་པ་	ADJ
ཞིག་	ཅིག་	PART
བྱུང་	བྱུང་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
ར་	ལ་	PART
འདོད་	འདོད་	VERB
དོ་	གོ་	PART
"།

།"		PUNCT
ཡང་	ཀྱང་	PART
ཁ་ཅིག་	ཁ་ཅིག་	PRON
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
རྒྱུ་དུས་	རྒྱུ་དུས་	NO_POS
ཡིན་པ་	ཡིན་པ་	AUX
ར་	ལ་	PART
འདོད་	འདོད་	VERB
དེ་	དེ་	DET
།		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུས་	དུས་	NOUN
ཀྱིས་	གིས་	PART
བྱས་པ་	བྱས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
དུས་	དུས་	NOUN
ཀྱིས་	གིས་	PART
འགག་པ་	འགག་པ་	VERB
དུས་	དུས་	NOUN
དང་	དང་	NO_POS
ལྡན་	ལྡན་	VERB
ན་	ན་	ADP
རྩི་ཤིང་	རྩི་ཤིང་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཡང་སོས་	ཡང་སོས་	NO_POS
ཀ་ལ་	ཀ་ལ་	NO_POS
སོགས་པ་	སོགས་པ་	DET
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
རང་དབང་	རང་དབང་	NOUN
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
སྐྱེ་	སྐྱེ་	NOUN
ལ་	ལ་	ADP
།		PUNCT
དགུན་	དགུན་	ADV
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
འགག་པ་	འགག་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དུས་	དུས་	NOUN
ནི་	ནི་	NO_POS
