form	lemma	POS	morph
གསུངས་པ་	གསུངས་པ་	VERB
རང་	རང་	PRON
གི་	གི་	PART
མིང་	མིང་	NOUN
། །		PUNCT
སྟོབས་	སྟོབས་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
རྩེ་	རྩེ་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
། །		PUNCT
མི་	མི་	PART
ཨ་	ཨ་	X
ཙ་	ཙ་	NOUN
ལ་	ལ་	ADP
།		PUNCT
གཡོ་	གཡོ་	VERB
འི་བ་	འི་བ་	PART
འི་	གི་	PART
རལ་གྲི་	རལ་གྲི་	NOUN
ཉིད་	ཉིད་	DET
ཟེ་	ཟེ་	VERB
།		PUNCT
ཡི་གེ་	ཡི་གེ་	NOUN
ར་	ལ་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
རལ་གྲི་	རལ་གྲི་	NOUN
།		PUNCT
རྩེ་	རྩེ་	NOUN
། །		PUNCT
ཚ་སྐྱོབ་	ཚ་སྐྱོབ་	NO_POS
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
གདུགས་	གདུགས་	NOUN
།		PUNCT
པོ་	པོ་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ལ་	ལ་	ADP
། །		PUNCT
ཟེ་	ཟེ་	VERB
།		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བསྒོམ་	བསྒོམ་	VERB
། །		PUNCT
གཏུན་ཤིང་	གཏུན་ཤིང་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྐང་འོག་	རྐང་འོག་	NO_POS
ལ་	ལ་	ADP
། །		PUNCT
ཞབས་	ཞབས་	NOUN
གཡོན་	གཡོན་	NOUN
བརྐྱང་པ་	བརྐྱང་པ་	NO_POS
ས་	གིས་	PART
གནས་པ་	གནས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དབང་	དབང་	NOUN
སྐུ་མདོག་པོ་	སྐུ་མདོག་པོ་	NOUN
སྔོན་པོ་	སྔོན་པོ་	ADJ
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ལྟ་	ལྟ་	OTHER
། །		PUNCT
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
།		PUNCT
བྱེད་	བྱེད་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
གཞན་	གཞན་	DET
ལྷོ་	ལྷོ་	NOUN
འི་	གི་	PART
།		PUNCT
གྱིས་	གིས་	PART
མི་	མི་	PART
ཐུབ་	ཐུབ་	VERB
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
འཇིགས་བྱེད་	འཇིགས་བྱེད་	OTHER
ཟླ་བ་	ཟླ་བ་	NOUN
འི་	གི་	PART
ནོར་བུ་	ནོར་བུ་	NOUN
འདྲ་	འདྲ་	VERB
། །		PUNCT
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
ནུབ་	ནུབ་	ADV
ཀྱི་	གི་	PART
།		PUNCT
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
དམར་པོ་	དམར་པོ་	ADJ
ཆེ་	ཆེ་	VERB
། །		PUNCT
རྡོ་	རྡོ་	NOUN
བྱང་	བྱང་	NOUN
གི་	གི་	PART
རྗེ་	རྗེ་	NO_POS
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
གནག་	གནག་	VERB
།		PUNCT
མཚམས་	མཚམས་	NOUN
ཀྱི་	གི་	PART
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
གནག་	གནག་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ར་	ལ་	PART
རྡོ་	རྡོ་	NOUN
མི་བསྐྱོད་པ་	མི་བསྐྱོད་པ་	NO_POS
།		PUNCT
རྗེ་	རྗེ་	NO_POS
འཛིན་པ་	འཛིན་པ་	VERB
འཛིན་	འཛིན་	VERB
། །		PUNCT
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
རྣམ་སྣང་	རྣམ་སྣང་	PROPN
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
ཏེ་	སྟེ་	PART
། །		PUNCT
མཚན་	མཚན་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
ས་	གིས་	PART
དབྱིག་པ་	དབྱིག་པ་	NO_POS
ཅན་	ཅན་	PART
། །		PUNCT
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
མཐར་བྱེད་	མཐར་བྱེད་	NO_POS
།		PUNCT
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
རྣམ་	རྣམ་	NOUN
གཟིགས་	གཟིགས་	VERB
འོད་	འོད་	NOUN
དཔག་མེད་	དཔག་མེད་	ADJ
།		PUNCT
རྗེས་	རྗེས་	NOUN
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
ས་	གིས་	PART
བྱང་	བྱང་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ཐབས་	ཐབས་	NOUN
སྦྱོར་	སྦྱོར་	VERB
ལ་	ལ་	ADP
། །		PUNCT
རྡོ་	རྡོ་	NOUN
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
བསྟན་	བསྟན་	VERB
ན་	ནས་	PART
།		PUNCT
རྗེ་	རྗེ་	NO_POS
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
དབུ་	དབུ་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
།		PUNCT
གནས་པ་	གནས་པ་	VERB
ར་	ལ་	PART
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཉི་མ་	ཉི་མ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
འོག་	འོག་	NOUN
ཉི་མ་	ཉི་མ་	NOUN
འི་	གི་	PART
།		PUNCT
ཏུ་	ལ་	PART
པདྨ་	པདྨ་	NOUN
འི་	གི་	PART
གདན་	གདན་	NOUN
བསམས་	བསམས་	VERB
ན་	ནས་	PART
།		PUNCT
ཁྲོ་	ཁྲོ་	VERB
དེ་	དེ་	DET
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
ན་	ནས་	PART
གང་	གང་	NO_POS
ཙམ་	ཙམ་	DET
དུ་	ལ་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
རྩིབས་	རྩིབས་	NOUN
བཅུ་པ་	བཅུ་པ་	NUM
ལ་	ལ་	ADP
།		PUNCT
བོ་	བོ་	PART
བཅུ་	བཅུ་	NUM
རྣམས་	རྣམས་	DET
རབ་	རབ་	ADV
བསྒོམ་	བསྒོམ་	VERB
བྱ་	བྱ་	VERB
། །		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སྟེ་	སྟེ་	PART
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
རངཔ་		NON_WORD
།		PUNCT
རང་	རང་	PRON
དབུ་	དབུ་	NOUN
སུ་	སུ་	ADP
། །		PUNCT
བསྒོམ་	བསྒོམ་	VERB
།		PUNCT
བཅུ་	བཅུ་	NUM
ཕྱེད་	ཕྱེད་	NUM
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
མི་བསྐྱོད་པ་	མི་བསྐྱོད་པ་	NO_POS
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལྔ་པོ་	ལྔ་པོ་	NUM
གང་རུང་	གང་རུང་	NOUN
གི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
བསྒོམ་	བསྒོམ་	VERB
།		PUNCT
བདག་ཉིད་	བདག་ཉིད་	NOUN
དེ་	དེ་	DET
། །		PUNCT
བདུད་	བདུད་	NOUN
རྣམས་	རྣམས་	DET
ཞབས་	ཞབས་	NOUN
ཀྱི་	གི་	PART
འོག་	འོག་	NOUN
བསམ་	བསམ་	NOUN
ན་	ནས་	PART
། །		PUNCT
དཀྱིལ་	དཀྱིལ་	NOUN
རིགས་	རིགས་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
།		PUNCT
འཁོར་	འཁོར་	NOUN
ལྔ་པོ་	ལྔ་པོ་	NUM
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
"།

།"		PUNCT
བསྲུང་བ་	བསྲུང་བ་	VERB
འི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
གཟི་བརྗིད་	གཟི་བརྗིད་	NOUN
ཆེ་	ཆེ་	VERB
༑ ༑		PUNCT
བསྐལ་པ་	བསྐལ་པ་	NOUN
འི་	གི་	PART
མེ་	མེ་	NOUN
ལྟ་	ལྟ་	OTHER
འབར་བ་	འབར་བ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
འཁོར་	འཁོར་	NOUN
ཞིང་	ཞིང་	ADP
རབ་	རབ་	ADV
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
།		PUNCT
ཏུ་	ལ་	PART
མི་གཡོ་བ་	མི་གཡོ་བ་	NO_POS
ར་	ལ་	PART
། །		PUNCT
དཔག་ཚད་	དཔག་ཚད་	NOUN
བརྒྱ་	བརྒྱ་	NUM
ཡི་	ཡི་	ADP
ཚད་	ཚད་	NOUN
ཙམ་	ཙམ་	DET
མོ་	མོ་	PRON
། །		PUNCT
བསྲུང་བ་	བསྲུང་བ་	VERB
འི་	གི་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ལས་མི་	ལས་མི་	NOUN
འདའ་བ་	འདའ་བ་	VERB
ས་	གིས་	PART
།		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
སྟོབས་	སྟོབས་	NOUN
ཀྱིས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
ཏོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བཅོམ་ལྡན་	བཅོམ་ལྡན་	NOUN
དཔའ་	དཔའ་	NOUN
ཉོན་མོངས་པ་	ཉོན་མོངས་པ་	NOUN
འི་	གི་	PART
གཡུལ་ལས་	གཡུལ་ལས་	OTHER
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
ས་	གིས་	PART
།		PUNCT
ཆེན་པོ་	ཆེན་པོ་	ADJ
། །		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
རིམ་	རིམ་	NOUN
གནས་	གནས་	NOUN
ཏེ་	སྟེ་	PART
། །		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
གྱིས་	གིས་	PART
། །		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
བཤད་པ་	བཤད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
སྙིང་	སྙིང་	NOUN
རང་མི་	རང་མི་	NO_POS
བསྐྱོད་པ་	བསྐྱོད་པ་	VERB
ར་	ལ་	PART
སྐྱེད་པ་	སྐྱེད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ན་	ན་	ADP
དེ་	དེ་	DET
འི་	གི་	PART
།		PUNCT
གི་	གི་	PART
དབུ་	དབུ་	NOUN
སུ་	སུ་	ADP
ཟླ་	ཟླ་	NOUN
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
།		PUNCT
བ་	བ་	NOUN
གྱུར་	གྱུར་	VERB
༑ ༑		PUNCT
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ཟླ་བ་	ཟླ་བ་	NOUN
ར་	ལ་	PART
མ་	མ་	PART
བཅོམ་	བཅོམ་	VERB
ཧཱུྃ་པ་	ཧཱུྃ་པ་	NON_WORD
། །		PUNCT
སྣ་	སྣ་	NOUN
ཧཱུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
འཕྲོས་པ་	འཕྲོས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཚོག་		NON_WORD
ས་	ས་	ADP
འོད་	འོད་	NOUN
ཀྱིས་	གིས་	PART
ཡང་དག་	ཡང་དག་	ADJ
ཁྱབ་	ཁྱབ་	VERB
། །		PUNCT
དེ་ལས་	དེ་ལས་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སྔོན་པོ་	སྔོན་པོ་	ADJ
ན་	ནས་	PART
ཙམ་	ཙམ་	DET
།		PUNCT
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ལ་	ལ་	ADP
ཧཱུྃ་		NON_WORD
དེ་ལས་	དེ་ལས་	NO_POS
འོད་སྔོན་པོ་	འོད་སྔོན་པོ་	NO_POS
ཐུར་	ཐུར་	NOUN
དུ་	ལ་	PART
འཕྲོས་པ་	འཕྲོས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
བདག་མེད་	བདག་མེད་	ADJ
ནང་ལྟར་	ནང་ལྟར་	NO_POS
ཨཾ་		NON_WORD
།		PUNCT
མཁའ་	མཁའ་	NOUN
ཚོན་	ཚོན་	NOUN
གང་	གང་	NO_POS
།		PUNCT
འགྲོ་	འགྲོ་	VERB
མ་	མ་	PART
།།		PUNCT
ཆོ་	ཆོ་	OTHER
འོད་	འོད་	NOUN
ཀྱིས་	གིས་	PART
།		PUNCT
ག་	ག་	PRON
ས་	གིས་	PART
ཨཾ་		NON_WORD
།		PUNCT
སྐུལ་བ་	སྐུལ་བ་	VERB
ས་	གིས་	PART
འབར་བ་	འབར་བ་	VERB
།		PUNCT
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
སྙིང་ཁ་	སྙིང་ཁ་	NOUN
འི་	གི་	PART
ཧཱུྃ་		NON_WORD
ཞུ་	ཞུ་	VERB
སྟེ་	སྟེ་	PART
བྱང་སེམས་	བྱང་སེམས་	NOUN
བབ་	བབ་	VERB
།		PUNCT
བྱ་	བྱ་	VERB
། །		PUNCT
མཁའ་	མཁའ་	NOUN
ནང་ལྟར་	ནང་ལྟར་	NO_POS
བདག་མེད་	བདག་མེད་	ADJ
མ་	མ་	PART
སྟེ་	སྟེ་	PART
ཨཾ་		NON_WORD
གྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རང་	རང་	PRON
ལ་	ལ་	ADP
བྱ་	བྱ་	VERB
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
ཁ་ཁ་	ཁ་ཁ་	NOUN
མུ་ཁ་	མུ་ཁ་	NO_POS
འི་	གི་	PART
སྟེང་	སྟེང་	NOUN
དུ་	ལ་	PART
།		PUNCT
འགྲོ་	འགྲོ་	VERB
འི་	གི་	PART
སྣ་	སྣ་	NOUN
ཡི་	ཡི་	ADP
འོག་	འོག་	NOUN
གི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
།		PUNCT
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
། །		PUNCT
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
།		PUNCT
ཉུངས་	ཉུངས་	NO_POS
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
ཙམ་	ཙམ་	DET
དུ་	ལ་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྒོམ་	སྒོམ་	VERB
། །		PUNCT
ཉུངས་	ཉུངས་	NO_POS
དེ་ཉིད་	དེ་ཉིད་	NOUN
འགྲོ་བ་	འགྲོ་བ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ར་	ལ་	PART
མོས་པ་	མོས་པ་	VERB
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
།།		PUNCT
དཀར་ལས་	དཀར་ལས་	NO_POS
འོད་	འོད་	NOUN
སྤྲོས་	སྤྲོས་	VERB
ཏེ་	སྟེ་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
གྱི་	གི་	PART
དོན་	དོན་	NOUN
བྱ་	བྱ་	VERB
ན་	ནས་	PART
སླར་བསྡུ་	སླར་བསྡུ་	NO_POS
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གནས་	གནས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བདག་	བདག་	PRON
ལ་	ལ་	ADP
བསྡུ་	བསྡུ་	VERB
།		PUNCT
རང་	རང་	PRON
ཡང་	ཀྱང་	PART
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
ར་	ལ་	PART
བསྡུ་	བསྡུ་	VERB
ན་	ནས་	PART
བདག་ཉིད་	བདག་ཉིད་	NOUN
ལ་	ལ་	ADP
བསྒོམ་པ་	བསྒོམ་པ་	VERB
འམ་	གམ་	PART
༑		PUNCT
དེ་	དེ་	DET
ཕྲ་བ་	ཕྲ་བ་	VERB
འི་	གི་	PART
ཚུལ་	ཚུལ་	NOUN
དུ་	ལ་	PART
མི་	མི་	PART
དམིགས་པ་	དམིགས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འམ་	གམ་	PART
རང་	རང་	PRON
གི་	གི་	PART
བློ་	བློ་	NOUN
ལ་	ལ་	ADP
བཞག་	བཞག་	VERB
ནི་	ནི་	NO_POS
འགྲོ་བ་	འགྲོ་བ་	VERB
ཀུན་	ཀུན་	DET
།		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
རྒྱུ་	རྒྱུ་	NOUN
དང་	དང་	NO_POS
མི་	མི་	PART
རྒྱུ་བ་	རྒྱུ་བ་	VERB
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
སྒོམ་པ་	སྒོམ་པ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ཡི་	ཡི་	ADP
། །		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
བྱིན་	བྱིན་	VERB
བརླབས་	བརླབས་	NO_POS
རབ་ཏུ་	རབ་ཏུ་	NO_POS
འགྲུབ་	འགྲུབ་	VERB
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བསྒོམས་པ་	བསྒོམས་པ་	VERB
ས་	གིས་	PART
རང་	རང་	PRON
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་པ་	བརླབས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
།		PUNCT
གཟུགས་	གཟུགས་	NOUN
སྒྲ་	སྒྲ་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
དྲི་	དྲི་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
། །		PUNCT
རོ་	རོ་	NOUN
དང་	དང་	NO_POS
རེག་བྱ་	རེག་བྱ་	NOUN
མངོན་འདོད་པ་	མངོན་འདོད་པ་	NO_POS
། །		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
ནི་	ནི་	NO_POS
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
མི་	མི་	PART
འཛིན་	འཛིན་	VERB
ཡུལ་	ཡུལ་	NOUN
དེ་དག་	དེ་དག་	OTHER
ཏུ་	ལ་	PART
མི་	མི་	PART
རྟོག་	རྟོག་	VERB
དེ་ཕྱིར་	དེ་ཕྱིར་	NO_POS
བདག་གཞན་	བདག་གཞན་	NOUN
མེད་	མེད་	VERB
། །		PUNCT
ཇི་	ཇི་	NO_POS
དཔེར་ན་	དཔེར་ན་	NO_POS
།		PUNCT
ལྟ་	ལྟ་	OTHER
རྡོ་		
པད་	པད་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱུང་བ་	བྱུང་བ་	VERB
། །		PUNCT
ཞི་	ཞི་	VERB
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
རྟོག་པ་	རྟོག་པ་	VERB
ཞི་བ་	ཞི་བ་	VERB
ལྟ་	ལྟ་	OTHER
འདི་	འདི་	DET
ལ་	ལ་	ADP
།		PUNCT
བ་	བ་	X
འི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
འདོད་	འདོད་	VERB
། །		PUNCT
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
རྦ་རླབས་	རྦ་རླབས་	OTHER
གཉིས་	གཉིས་	NUM
སུ་	སུ་	ADP
།		PUNCT
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
སྣང་བ་	སྣང་བ་	VERB
མེད་	མེད་	VERB
། །		PUNCT
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
ཡི་གེ་	ཡི་གེ་	NOUN
འགྱུར་བ་	འགྱུར་བ་	VERB
མེད་པ་	མེད་པ་	VERB
འམ་	གམ་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
མེད་པ་	མེད་པ་	VERB
འོ་	གོ་	PART
།།		PUNCT
མེད་	མེད་	VERB
། །		PUNCT
མྱོས་བྱེད་	མྱོས་བྱེད་	NO_POS
བྱང་སེམས་	བྱང་སེམས་	NOUN
།		PUNCT
ཅུང་	ཅུང་	OTHER
ལས་རྒྱ་	ལས་རྒྱ་	NOUN
བུང༷་		NON_WORD
ཟུར་	ཟུར་	NOUN
གཅིག་	གཅིག་	NUM
བསྟན་	བསྟན་	VERB
།		PUNCT
ཟད་	ཟད་	VERB
རབ་	རབ་	ADV
འཐུངས་	འཐུངས་	VERB
འཛིན་པ་	འཛིན་པ་	VERB
།		PUNCT
པ་	པ་	OTHER
འི་	གི་	PART
། །		PUNCT
མི་	མི་	PART
རྟོག་པ་	རྟོག་པ་	VERB
མངོན་དུ་	མངོན་དུ་	NO_POS
བྱས་པ་	བྱས་པ་	VERB
།		PUNCT
བདག་ཉིད་	བདག་ཉིད་	NOUN
བདག་མེད་པ་	བདག་མེད་པ་	ADJ
ནི་	ནི་	NO_POS
བདག་	བདག་	PRON
གིས་	གིས་	PART
རིག་	རིག་	VERB
བདག་	བདག་	PRON
གིས་	གིས་	PART
མི་	མི་	PART
རིག་	རིག་	VERB
གོ་	གོ་	VERB
།		PUNCT
སྟེ་	སྟེ་	PART
ཞེན་པ་	ཞེན་པ་	VERB
འམ་	གམ་	PART
བདག་	བདག་	PRON
ཏུ་	ལ་	PART
