form	lemma	POS	morph
ཚོགས་	ཚོགས་	NOUN
འཇིགས་པ་	འཇིགས་པ་	VERB
། །		PUNCT
སྒེག་པ་	སྒེག་པ་	VERB
།		PUNCT
སྟེང་མ་	སྟེང་མ་	OTHER
འི་	གི་	PART
ཞལ་	ཞལ་	NOUN
ནི་	ནི་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གཙིགས་	གཙིགས་	NO_POS
། །		PUNCT
ཀྲྀཥྞ་		NON_WORD
།		PUNCT
སྤྱན་	སྤྱན་	NOUN
ནི་	ནི་	NO_POS
ཉི་ཤུ་	ཉི་ཤུ་	NUM
རྩ་	རྩ་	NUM
བཞི་	བཞི་	NUM
ས་	གིས་	PART
ཆེ་	ཆེ་	VERB
། །		PUNCT
དྲག་ཤུལ་	དྲག་ཤུལ་	NOUN
།		PUNCT
ལྷག་མ་	ལྷག་མ་	NOUN
འི་	གི་	PART
ཞལ་	ཞལ་	NOUN
ནི་	ནི་	NO_POS
བུང་བ་	བུང་བ་	NOUN
བཞིན་	བཞིན་	NOUN
། །		PUNCT
དྲག་	དྲག་	VERB
		
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
འི་	གི་	PART
ཉམས་	ཉམས་	NOUN
གསུང་	གསུང་	VERB
ན་	ན་	ADP
རྩ་རྒྱུད་	རྩ་རྒྱུད་	NOUN
དུ་	ལ་	PART
ཚུལ་	ཚུལ་	NOUN
མི་	མི་	PART
འདྲ་བ་	འདྲ་བ་	VERB
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
ཁ་	ཁ་	PRON
བསྐང་	བསྐང་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
འདི་	འདི་	DET
འི་	གི་	PART
།		PUNCT
རྣམ་དག་	རྣམ་དག་	ADJ
ཡ་གི་	ཡ་གི་	DET
འདྲ་	འདྲ་	VERB
འོ་	གོ་	PART
གསུང་	གསུང་	VERB
		
གཡའ་	གཡའ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
རལ་གྲི་	རལ་གྲི་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
མདའ་	མདའ་	NOUN
དང་	དང་	NO_POS
དེ་བཞིན་	དེ་བཞིན་	OTHER
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ཉིད་	ཉིད་	DET
། །		PUNCT
དེ་	དེ་	DET
བཞྀན་		NON_WORD
ཆང་	ཆང་	NOUN
འཛིན་	འཛིན་	VERB
།		PUNCT
གཤོ་	གཤོ་	NO_POS
དང་	དང་	NO_POS
དབྱིག་པ་	དབྱིག་པ་	NO_POS
དང་	དང་	NO_POS
༑ ༑		PUNCT
རྩེ་	རྩེ་	NOUN
གསུམ་	གསུམ་	NUM
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
ཉིད་	ཉིད་	DET
། །		PUNCT
གཡོན་	གཡོན་	NOUN
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
ན་	ན་	ADP
དྲིལ་བུ་	དྲིལ་བུ་	NOUN
པདྨ་	པདྨ་	NOUN
ར་	ལ་	PART
བཅའ་	བཅའ་	VERB
།།		PUNCT
གཞུ་	གཞུ་	NOUN
དང་ཁ་	དང་ཁ་	NO_POS
ཊྭཱཾ་		NON_WORD
ག་	ག་	PRON
འཕྱར་	འཕྱར་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
ཐོད་པ་	ཐོད་པ་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
རིན་ཆེན་	རིན་ཆེན་	OTHER
ཉིད་	ཉིད་	DET
། །		PUNCT
སྡིགས་མཛུབ་	སྡིགས་མཛུབ་	NOUN
ཞགས་པ་	ཞགས་པ་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
ནོ་	གོ་	PART
། །		PUNCT
བ་སྤུ་	བ་སྤུ་	NOUN
འི་	གི་	PART
ཁུང་བུ་	ཁུང་བུ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
སྤྲིན་	སྤྲིན་	NOUN
གྱི་	གི་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
དམ་ཚིག་	དམ་ཚིག་	NOUN
སེམས་དཔ་	སེམས་དཔའ་	NOUN
འི་	གི་	PART
སྙིང་ཁ་	སྙིང་ཁ་	NOUN
འི་	གི་	PART
ཧཱུྃ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ལྟ་	ལྟ་	OTHER
། །		PUNCT
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
སྤྲོ་སྤྲོ་	སྤྲོ་སྤྲོ་	NO_POS
ས་པ་	ས་པ་	PART
ལ་	ལ་	ADP
དགའ་	དགའ་	VERB
ན་	ན་	ADP
ཡེ་ཤེས་པ་	ཡེ་ཤེས་པ་	NOUN
གཞུག་པ་	གཞུག་པ་	VERB
སོགས་	སོགས་	DET
ཡན་ལག་	ཡན་ལག་	NOUN
བཞི་	བཞི་	NUM
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
མཆོད་བསྟོད་	མཆོད་བསྟོད་	NOUN
བདུད་རྩི་	བདུད་རྩི་	NOUN
མྱང་བ་	མྱང་བ་	VERB
འི་	གི་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
བཟླས་	བཟླས་	NO_POS
།		PUNCT
མི་	མི་	PART
དགའ་	དགའ་	VERB
ན་	ན་	ADP
འདི་ཙམ་	འདི་ཙམ་	NO_POS
བྱ་	བྱ་	VERB
།		PUNCT
བར་་	བར་བ་	NOUN
དེ་	དེ་	DET
སྒྲིབ་པ་	སྒྲིབ་པ་	VERB
སྦྱངས་	སྦྱངས་	VERB
ན་	ནས་	PART
ཚུ་		
བསྡུད་པ་	བསྡུད་པ་	NO_POS
།		PUNCT
བྱ་	བྱ་	VERB
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཆོ་ག་	ཆོ་ག་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
ས་བོན་	ས་བོན་	NOUN
བཅུ་	བཅུ་	NUM
དྲུགདེ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
འི་	གི་	PART
གསང་གནས་	གསང་གནས་	NO_POS
སུ་	སུ་	ADP
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
བསྐྱེད་	བསྐྱེད་	VERB
དེ་	དེ་	DET
།		PUNCT
མངལ་སྐྱེས་	མངལ་སྐྱེས་	NOUN
།		PUNCT
ཀྱིས་	གིས་	PART
། །		PUNCT
རྩ་རྒྱུད་	རྩ་རྒྱུད་	NOUN
དང་	དང་	NO_POS
མི་མཐུན་པ་	མི་མཐུན་པ་	NO_POS
འི་	གི་	PART
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
དཀར་མོ་	དཀར་མོ་	ADJ
ལ་སོགས་	ལ་སོགས་	NO_POS
དེ་ནས་	དེ་ནས་	NO_POS
དགོད་	དགོད་	VERB
། །		PUNCT
ཤ་	ཤ་	VERB
གྱི་	གི་	PART
རེའུ་མིག་	རེའུ་མིག་	NOUN
ལ་	ལ་	ADP
དཀར་མོ་	དཀར་མོ་	ADJ
ཞི་བ་	ཞི་བ་	VERB
འི་	གི་	PART
གདོང་	གདོང་	NOUN
ཞེ་	ཅེས་	PART
འབྱུང་	འབྱུང་	VERB
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
དེ་ནས་	དེ་ནས་	NO_POS
སྙོམས་པ་		
ཞུགས་པ་	ཞུགས་པ་	VERB
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
ས་	གིས་	PART
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
སྤྱན་	སྤྱན་	NOUN
དྲངས་	དྲངས་	NO_POS
ཞལ་	ཞལ་	NOUN
དུ་	ལ་	PART
ཞུགས་	ཞུགས་	VERB
ཁུ་བ་	ཁུ་བ་	NOUN
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
སྐུ་	སྐུ་	NOUN
བརྒྱུད་	བརྒྱུད་	NO_POS
ན་	ནས་	PART
ཐིག་ལེ་	ཐིག་ལེ་	NOUN
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
ན་	ནས་	PART
ས་བོན་	ས་བོན་	NOUN
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
གི་	གི་	PART
བ་	བ་	NOUN
རོ་	རོ་	NOUN
།།		PUNCT
མོ་	མོ་	PRON
ཁ་དོག་	ཁ་དོག་	NOUN
དཀར་མོ་	དཀར་མོ་	ADJ
ཞལ་	ཞལ་	NOUN
གཅིག་	གཅིག་	NUM
སྟེ་	སྟེ་	PART
། །		PUNCT
ཕྱག་	ཕྱག་	NOUN
བཞི་	བཞི་	NUM
ན་	ན་	ADP
གཞུ་	གཞུ་	NOUN
དང་	དང་	NO_POS
མདའ་	མདའ་	NOUN
ནི་	ནི་	NO_POS
འགེངས་པ་	འགེངས་པ་	VERB
མཆོག་	མཆོག་	ADJ
།		PUNCT
ཐོད་པ་	ཐོད་པ་	NOUN
ཁྲག་	ཁྲག་	NOUN
གིས་	གིས་	PART
གང་བ་	གང་བ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
གྲི་གུག་	གྲི་གུག་	NOUN
ཉིད་	ཉིད་	DET
། །		PUNCT
ལྷོ་	ལྷོ་	NOUN
ར་	ལ་	PART
ཆོམ་རྐུན་	ཆོམ་རྐུན་	NOUN
མ་	མ་	PART
ནི་	ནི་	NO_POS
ཁ་དོག་	ཁ་དོག་	NOUN
དམར་	དམར་	VERB
༑ ༑		PUNCT
དང་པོ་	དང་པོ་	ADJ
གཉིས་	གཉིས་	NUM
ན་	ན་	ADP
།		PUNCT
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
འཛིན་མ་	འཛིན་མ་	NOUN
ར་	ལ་	PART
བརྗོད་	བརྗོད་	VERB
། །		PUNCT
འོག་མ་	འོག་མ་	ADJ
གཉིས་	གཉིས་	NUM
ཐོད་པ་	ཐོད་པ་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
ཅང་ཏེའུ་	ཅང་ཏེའུ་	NOUN
ཉིད་	ཉིད་	DET
། །		PUNCT
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
གཟུགས་ཅན་	གཟུགས་ཅན་	ADJ
དགོད་པ་	དགོད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
གཡུང་མོ་	གཡུང་མོ་	NO_POS
འི་	གི་	PART
མིང་	མིང་	NOUN
རྨོངས་	རྨོངས་	VERB
བྱེད་	བྱེད་	VERB
མ་	མ་	PART
ནི་	ནི་	NO_POS
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
གནག་	གནག་	VERB
།		PUNCT
རྒྱུད་	རྒྱུད་	NOUN
ཕྱི་མ་	ཕྱི་མ་	ADJ
ལ་	ལ་	ADP
ས་	གིས་	PART
འདི་	འདི་	DET
ནུབ་	ནུབ་	ADV
ན་	ན་	ADP
ཡོད་	ཡོད་	VERB
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
ཐོད་པ་	ཐོད་པ་	NOUN
ལྕང་ལོ་	ལྕང་ལོ་	NO_POS
ཅན་	ཅན་	PART
དུ་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
ཡོད་	ཡོད་	VERB
།		PUNCT
པ་	པ་	OTHER
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
གཤོལ་	གཤོལ་	NO_POS
། །		PUNCT
འདི་	འདི་	DET
མཉམ་	མཉམ་	VERB
སྦྱོར་	སྦྱོར་	VERB
གྱི་	གི་	PART
དགོངས་པ་	དགོངས་པ་	VERB
དང་	དང་	NO_POS
གཅིག་པ་	གཅིག་པ་	ADJ
ས་	གིས་	PART
རྒྱུད་	རྒྱུད་	NOUN
ཕྱི་མ་	ཕྱི་མ་	ADJ
ལྟ་	ལྟ་	OTHER
ཡིན་	ཡིན་	NO_POS
།		PUNCT
གླུ་	གླུ་	NOUN
ས་	གིས་	PART
བསྐུལ་བ་	བསྐུལ་བ་	VERB
གང་	གང་	NO_POS
ན་	ནས་	PART
བསྐུལ་	བསྐུལ་	VERB
ཀྱང་	ཀྱང་	PART
འདྲ་	འདྲ་	VERB
གསུང་	གསུང་	VERB
ངོ་	ངོ་	PART
།		PUNCT
ས་	ས་	ADP
ལ་	ལ་	ADP
ཟློག་པ་	ཟློག་པ་	VERB
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
ཡང་	ཀྱང་	PART
། །		PUNCT
གཡས་པ་	གཡས་པ་	VERB
ས་	གིས་	PART
རྩེ་	རྩེ་	NOUN
གསུམ་	གསུམ་	NUM
འཕྱར་བ་	འཕྱར་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
འདི་	འདི་	DET
ཡོད་	ཡོད་	VERB
ན་	ན་	ADP
འོག་	འོག་	NOUN
གི་	གི་	PART
གཡུང་མོ་	གཡུང་མོ་	NO_POS
མེད་	མེད་	VERB
།		PUNCT
རོ་	རོ་	NOUN
བྱང་	བྱང་	NOUN
དུ་	ལ་	PART
།		PUNCT
ལངས་	ལངས་	VERB
མ་	མ་	PART
ནི་	ནི་	NO_POS
དཀར་སེར་	དཀར་སེར་	NO_POS
མཚུངས་	མཚུངས་	VERB
། །		PUNCT
ལག་པ་	ལག་པ་	NOUN
གཡའ་	གཡའ་	NOUN
།		PUNCT
དག་	དག་	DET
ན་	ན་	ADP
ཆང་	ཆང་	NOUN
དང་	དང་	NO_POS
གཡོན་	གཡོན་	NOUN
།		PUNCT
ཆུ་	ཆུ་	NOUN
། །		PUNCT
གཡའ་	གཡའ་	NOUN
རལ་གྲི་	རལ་གྲི་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
གཡོན་	གཡོན་	NOUN
།		PUNCT
ཐོད་པ་	ཐོད་པ་	NOUN
ཉིད་	ཉིད་	DET
། །		PUNCT
མཛེས་མ་	མཛེས་མ་	ADJ
འི་	གི་	PART
གཟུགས་ཅན་	གཟུགས་ཅན་	ADJ
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
༑ ༑		PUNCT
ཤར་ལྷོ་	ཤར་ལྷོ་	NOUN
ར་	ལ་	PART
པུཀྐ་		NON_WORD
སཱི་		NON_WORD
ནི་	ནི་	NO_POS
ཁ་དོག་	ཁ་དོག་	NOUN
སེ་	སེ་	NO_POS
ར་	ལ་	PART
། །		PUNCT
གཡའ་	གཡའ་	NOUN
དཔག་བསམ་	དཔག་བསམ་	OTHER
ཤིང་	ཅིང་	PART
གི་	གི་	PART
ལྕུག་མ་	ལྕུག་མ་	NO_POS
དང་	དང་	NO_POS
།།		PUNCT
གཡོན་	གཡོན་	NOUN
ཤ་	ཤ་	NOUN
ཡི་	གིས་	PART
གང་བ་	གང་བ་	VERB
འི་	གི་	PART
ཐོད་པ་	ཐོད་པ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
གཡོན་	གཡོན་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
གཡའ་	གཡའ་	NOUN
མཆོག་སྦྱིན་	མཆོག་སྦྱིན་	NOUN
ཉིད་	ཉིད་	DET
༑ ༑		PUNCT
བདེན་བྲལ་	བདེན་བྲལ་	NO_POS
དུ་	ལ་	PART
གདོལ་པ་	གདོལ་པ་	NOUN
མོ་	མོ་	PRON
ནི་	ནི་	NO_POS
སྔོ་	སྔོ་	VERB
མདོག་	མདོག་	NOUN
མཚུངས་	མཚུངས་	VERB
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ར་	ལ་	PART
ལག་པ་	ལག་པ་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱིས་	གིས་	PART
།		PUNCT
རླུང་	རླུང་	NOUN
གི་	གི་	PART
གོ་	གོ་	NOUN
འཛིན་མ་	འཛིན་མ་	NOUN
། །		PUNCT
གཡོན་	གཡོན་	NOUN
གཞན་པ་	གཞན་པ་	DET
དག་	དག་	DET
གིས་	གིས་	PART
ཐོད་པ་	ཐོད་པ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
པདྨ་	པདྨ་	NOUN
དཀར་པོ་	དཀར་པོ་	ADJ
ཉིད་	ཉིད་	DET
། །		PUNCT
བྱང་ཤར་	བྱང་ཤར་	OTHER
དུ་	ལ་	PART
གཡུང་མོ་	གཡུང་མོ་	NO_POS
འདི་	འདི་	DET
པྲ་མོ་	པྲ་མོ་	NO_POS
ཧ་	ཧ་	NOUN
འི་	གི་	PART
མིང་	མིང་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
གོང་མ་	གོང་མ་	ADJ
བསྒོམས་	བསྒོམས་	VERB
ན་	ན་	ADP
མི་	མི་	PART
དགོས་	དགོས་	VERB
སྔོ་	སྔོ་	VERB
དང་	དང་	NO_POS
དཀར་བ་	དཀར་བ་	VERB
འི་	གི་	PART
མདོག་	མདོག་	NOUN
།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
འཛིན་	འཛིན་	VERB
། །		PUNCT
གཡོན་པ་	གཡོན་པ་	ADJ
ས་	གིས་	PART
ཐོད་པ་	ཐོད་པ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
གཞན་པ་	གཞན་པ་	DET
ས་	གིས་	PART
རླུང་	རླུང་	NOUN
གི་	གི་	PART
གོ་	གོ་	NOUN
འཛིན་མ་	འཛིན་མ་	NOUN
། །		PUNCT
རླུང་	རླུང་	NOUN
དུ་	ལ་	PART
གྷསྨ་		NON_WORD
རཱི་		NON_WORD
ནི་	ནི་	NO_POS
ལྗང་སེར་	ལྗང་སེར་	OTHER
མཚུངས་	མཚུངས་	VERB
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
མེ་ཐབ་	མེ་ཐབ་	NOUN
དགྲ་	དགྲ་	NOUN
སྟྭའི་		NON_WORD
ལག་	ལག་	NOUN
།		PUNCT
གཡོན་	གཡོན་	NOUN
ཐོད་པ་	ཐོད་པ་	NOUN
ཚིལ་བུ་	ཚིལ་བུ་	NO_POS
ས་	གིས་	PART
ཡོངས་	ཡོངས་	DET
གང་བ་	གང་བ་	VERB
༑ ༑		PUNCT
གཡས་པ་	གཡས་པ་	VERB
ས་	གིས་	PART
མི་	མི་	PART
འཇིགས་	འཇིགས་	VERB
སྦྱིན་བྱེད་	སྦྱིན་བྱེད་	NOUN
མ་	མ་	PART
། །		PUNCT
འདི་	འདི་	DET
ནུབ་	ནུབ་	ADV
ཏུ་	ལ་	PART
འོང་	འོང་	VERB
རི་ཁྲོད་	རི་ཁྲོད་	NOUN
མ་	མ་	PART
ནི་	ནི་	NO_POS
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
མདོག་	མདོག་	NOUN
མཚུངས་	མཚུངས་	VERB
། །		PUNCT
གཡའ་	གཡའ་	NOUN
ཁ་	ཁ་	PRON
ཊྭཱཾ་		NON_WORD
ག་	ག་	PRON
དང་	དང་	NO_POS
ཐོད་པ་	ཐོད་པ་	NOUN
འི་	གི་	PART
ལག་	ལག་	NOUN
།		PUNCT
གཡའ་	གཡའ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
ཞགས་པ་	ཞགས་པ་	NOUN
ཉིད་	ཉིད་	DET
། །		PUNCT
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
ཅན་	ཅན་	PART
ནི་	ནི་	NO_POS
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
བརྒྱད་པོ་	བརྒྱད་པོ་	NUM
དེ་ལས་	དེ་ལས་	NO_POS
ཐོད་པ་	ཐོད་པ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཀྱི་	གི་	PART
ནང་	ནང་	NOUN
ན་	ན་	ADP
རང་རང་	རང་རང་	NO_POS
གི་	གི་	PART
རྣམ་དག་	རྣམ་དག་	ADJ
གི་	གི་	PART
རྟགས་	རྟགས་	NOUN
རོ་ཧི་ཏ་	རོ་ཧི་ཏ་	NO_POS
དང་	དང་	NO_POS
ཕག་	ཕག་	NOUN
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
"།

།"		PUNCT
རུས་སྦལ་	རུས་སྦལ་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
ལྟོ་འཕྱེ་	ལྟོ་འཕྱེ་	NO_POS
ཉིད་	ཉིད་	DET
༑ ༑		PUNCT
སེང་གེ་	སེང་གེ་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
སྟག་	སྟག་	NOUN
ཉིད་	ཉིད་	DET
དང་	དང་	NO_POS
། །		PUNCT
ཝ་	ཝ་	OTHER
དང་	དང་	NO_POS
དགེ་སློང་	དགེ་སློང་	NOUN
ཉིད་	ཉིད་	DET
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
དཀར་མོ་	དཀར་མོ་	ADJ
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
། །		PUNCT
ཐོད་པ་	ཐོད་པ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
དུ་	ལ་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
བཞིན་	བཞིན་	NOUN
། །		PUNCT
བསམ་	བསམ་	NOUN
།		PUNCT
རྒྱན་	རྒྱན་	NOUN
རྣམས་	རྣམས་	DET
ཀུན་	ཀུན་	DET
གྱིས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བརྒྱན་	བརྒྱན་	VERB
། །		PUNCT
སྒེག་པ་	སྒེག་པ་	VERB
ལ་སོགས་	ལ་སོགས་	NO_POS
རོ་	རོ་	NOUN
དང་	དང་	NO_POS
ལྡན་	ལྡན་	VERB
། །		PUNCT
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
འཕར་མ་	འཕར་མ་	NO_POS
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
རྟ་	རྟ་	NOUN
ཡི་	ཡི་	ADP
དྷཾ་		NON_WORD
།		PUNCT
གཟུགས་	གཟུགས་	NOUN
དང་	དང་	NO_POS
ཕག་	ཕག་	NOUN
ཛཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
བཾ་		NON_WORD
ཧོཿ་		NON_WORD
གི་	གི་	PART
གདོང་	གདོང་	NOUN
།		PUNCT
ཁྱི་	ཁྱི་	NOUN
གདོང་	གདོང་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
སེང་གེ་	སེང་གེ་	NOUN
མ་	མ་	PART
། །		PUNCT
བསྡུས་པ་	བསྡུས་པ་	VERB
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གྱི་	གི་	PART
སྒོ་མ་	སྒོ་མ་	NO_POS
བཞི་	བཞི་	NUM
།		PUNCT
ལྕགས་ཀྱུ་	ལྕགས་ཀྱུ་	NOUN
མ་ལ་	མ་ལ་	INTJ
སོགས་པ་	སོགས་པ་	DET
བཞི་	བཞི་	NUM
འི་	གི་	PART
སྒོ་མ་	སྒོ་མ་	NO_POS
བཞི་	བཞི་	NUM
འི་	གི་	PART
ཕྱག་མཚན་	ཕྱག་མཚན་	NOUN
མཐའ་	མཐའ་	NOUN
གཉིས་	གཉིས་	NUM
སྤང་བ་	སྤང་བ་	VERB
ཞལ་	ཞལ་	NOUN
བཞི་	བཞི་	NUM
མ་ལ་	མ་ལ་	INTJ
ཕྱག་	ཕྱག་	NOUN
བཞི་	བཞི་	NUM
མ་	མ་	PART
། །		PUNCT
སྦྲུལ་	སྦྲུལ་	NOUN
གྱི་	གི་	PART
