form	lemma	POS	morph
ཞུ་བ་	ཞུ་བ་	VERB
ནམ་	ནམ་	PRON
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
ནི་	ནི་	NO_POS
།		PUNCT
གཅིག་	གཅིག་	NUM
དང་	དང་	NO_POS
དུ་མ་	དུ་མ་	ADJ
བྲལ་བ་	བྲལ་བ་	VERB
དེ་	དེ་	DET
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
ཞེས་་	ཞེས་པ་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
འི་	གི་	PART
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
ལ་	ལ་	ADP
འོ་	གོ་	PART
། །		PUNCT
མཆོག་དགའ་	མཆོག་དགའ་	NO_POS
ཞེས་་	ཞེས་པ་	PART
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
ཀྱི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
འཆར་བ་	འཆར་བ་	VERB
ས་	གིས་	PART
སོ་	སོ་	PART
། །		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
འདི་	འདི་	DET
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
རང་བྱུང་	རང་བྱུང་	NOUN
གི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཞུ་	ཞུ་	VERB
བདེ་	བདེ་	VERB
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
མ་	མ་	PART
ཕྱེ་བ་	ཕྱེ་བ་	VERB
འི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ངག་	ངག་	NOUN
གི་	གི་	PART
ལམ་	གམ་	PART
འདའ་	འདའ་	VERB
ཞེས་་	ཞེས་པ་	PART
སྒྲ་	སྒྲ་	NOUN
དང་	དང་	NO_POS
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
གི་	གི་	PART
ཡུལ་	ཡུལ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
བྱིན་	བྱིན་	VERB
བརླབ་	བརླབ་	NO_POS
རིམ་པ་	རིམ་པ་	NOUN
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
ཙཎྜཱ་		NON_WORD
ལཱི་		NON_WORD
འབའ་	འབའ་	VERB
འཛག་	འཛག་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བསྟེན་པ་	བསྟེན་པ་	VERB
འི་	གི་	PART
ཐབས་	ཐབས་	NOUN
ཀྱི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
སྔོན་	སྔོན་	ADV
དུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཀུན་མཁྱེན་	ཀུན་མཁྱེན་	OTHER
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དེ་	དེ་	DET
རང་	རང་	PRON
དགའ་བ་	དགའ་བ་	VERB
འདི་	འདི་	DET
ཡིན་	ཡིན་	NO_POS
སྙམ་པ་	སྙམ་པ་	VERB
འི་	གི་	PART
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
ཀྱི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
འཆར་བ་	འཆར་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ས་	ས་	ADP
དང་	དང་	NO_POS
ཆུ་	ཆུ་	NOUN
དང་	དང་	NO_POS
ཞེས་་	ཞེས་པ་	PART
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
རང་གཞན་	རང་གཞན་	NOUN
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
ཚོར་བ་	ཚོར་བ་	VERB
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
གིས་	གིས་	PART
སོ་	སོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱིས་	གིས་	PART
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དེ་	དེ་	DET
ཟིལ་	ཟིལ་	NOUN
གྱིས་	གིས་	PART
མནན་པ་	མནན་པ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
ནུས་པ་	ནུས་པ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
།		PUNCT
ཀུན་	ཀུན་	DET
གྱིས་	གིས་	PART
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
མི་	མི་	PART
ནོན་	ནོན་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
མཐོ་རིས་	མཐོ་རིས་	NOUN
ཏེ་	སྟེ་	PART
།		PUNCT
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མི་ཡུལ་	མི་ཡུལ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྐང་འོག་	རྐང་འོག་	NO_POS
ནི་	ནི་	NO_POS
ངན་སོང་	ངན་སོང་	NOUN
རྣམས་	རྣམས་	DET
སོ་	སོ་	PART
། །		PUNCT
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
ཞེས་་	ཞེས་པ་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
འི་	གི་	PART
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
ལ་	ལ་	ADP
འོ་	གོ་	PART
། །		PUNCT
གཟུགས་	གཟུགས་	NOUN
གཅིག་	གཅིག་	NUM
འགྱུར་	འགྱུར་	VERB
ཞེས་་	ཞེས་པ་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
ཀྱི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
དུ་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཞེས་་	ཞེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
རང་གཞན་	རང་གཞན་	NOUN
ཆ་	ཆ་	NOUN
ཡི་	ཡི་	ADP
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
སྟེ་	སྟེ་	PART
། །		PUNCT
རང་གཞན་	རང་གཞན་	NOUN
དུ་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
རྣམ་རྟོག་	རྣམ་རྟོག་	NOUN
གིས་	གིས་	PART
གནོད་པ་	གནོད་པ་	VERB
འམ་	གམ་	PART
ཟིལ་	ཟིལ་	NOUN
གྱིས་	གིས་	PART
གནོན་པ་	གནོན་པ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
ནུས་	ནུས་	VERB
ཞེས་་	ཞེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
རིག་བྱེད་	རིག་བྱེད་	PROPN
གྲུབ་མཐའ་	གྲུབ་མཐའ་	NOUN
དང་	དང་	NO_POS
།།		PUNCT
ཞེ་	ཅེས་	PART
ཟེ་	ཟེ་	VERB
ཡང་	ཀྱང་	PART
།		PUNCT
རིག་བྱེད་	རིག་བྱེད་	PROPN
ཀྱི་	གི་	PART
གྲུབ་མཐའ་	གྲུབ་མཐའ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཅེས་	ཅེས་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
ལ་	ལ་	ADP
ས་	གིས་	PART
རྒྱལ་	རྒྱལ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
གསང་བ་	གསང་བ་	VERB
འདུས་པ་	འདུས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སཾ་		NON_WORD
གྲ་	གྲ་	NOUN
ཧ་ལ་	ཧ་ལ་	NO_POS
སོགས་པ་	སོགས་པ་	DET
འོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
ལ་	ལ་	ADP
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
ཀྱི་	གི་	PART
ཉེ་	ཉེ་	VERB
རྒྱུ་	རྒྱུ་	NOUN
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
རྟོགས་པ་	རྟོགས་པ་	VERB
འི་	གི་	PART
ཐབས་མེད་པ་	ཐབས་མེད་པ་	NO_POS
ས་	གིས་	PART
ན་	ན་	ADP
༑		PUNCT
སྲིད་པ་	སྲིད་པ་	VERB
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
མིན་	མིན་	AUX
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
མཆོག་མ་	མཆོག་མ་	NO_POS
ཐོབ་	ཐོབ་	VERB
ན་	ན་	ADP
།		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
བཞི་	བཞི་	NUM
དང་	དང་	NO_POS
།		PUNCT
གྲུབ་པ་	གྲུབ་པ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
བརྒྱད་	བརྒྱད་	NUM
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐོབ་	ཐོབ་	VERB
ཀྱང་	ཀྱང་	PART
།		PUNCT
ཡང་	ཀྱང་	PART
ནི་	ནི་	NO_POS
སྲིད་མཐ་	སྲིད་མཐའ་	NO_POS
ར་	ལ་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
མེད་	མེད་	VERB
ན་	ན་	ADP
ཞེས་་	ཞེས་པ་	PART
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
ཀྱི་	གི་	PART
ཉེ་བ་	ཉེ་བ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དེ་	དེ་	DET
མེད་པ་	མེད་པ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
མཆོག་	མཆོག་	ADJ
གི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
མེད་	མེད་	VERB
ཅེས་པ་	ཅེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
གང་	གང་	NO_POS
གིས་	གིས་	PART
ཏེ་	སྟེ་	PART
།		PUNCT
སྒྲུབ་པ་པོ་	སྒྲུབ་པ་པོ་	VERB
གང་	གང་	NO_POS
གིས་	གིས་	PART
།		PUNCT
ཀྱེ་རྡོར་	ཀྱེ་རྡོར་	OTHER
ཏེ་	སྟེ་	PART
།		PUNCT
ཐབས་ཤེས་	ཐབས་ཤེས་	NOUN
རབ་	རབ་	ADV
བམ་	གམ་	PART
༑		PUNCT
བདེ་སྟོང་	བདེ་སྟོང་	NOUN
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
དེ་	དེ་	DET
འི་	གི་	PART
ངལ་བ་	ངལ་བ་	VERB
འམ་	གམ་	PART
འབད་པ་	འབད་པ་	VERB
དོན་མེད་པ་	དོན་མེད་པ་	ADJ
འོ་	གོ་	PART
། །		PUNCT
ཆུ་བོ་	ཆུ་བོ་	NOUN
འི་	གི་	PART
རྒྱུན་	རྒྱུན་	NOUN
ནི་	ནི་	NO_POS
རབ་	རབ་	ADV
འབབ་	འབབ་	NO_POS
ཅེས་པ་	ཅེས་པ་	PART
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
རྒྱུན་	རྒྱུན་	NOUN
མི་འཆད་པ་	མི་འཆད་པ་	NO_POS
ར་	ལ་	PART
སྒོམས་	སྒོམས་	VERB
ཤིག་	ཅིག་	PART
ཅེས་པ་	ཅེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
མར་མེ་	མར་མེ་	NOUN
འི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
རབ་	རབ་	ADV
བཅིངས་	བཅིངས་	VERB
ཞེས་་	ཞེས་པ་	PART
།		PUNCT
གསལ་	གསལ་	VERB
ལ་	ལ་	ADP
མི་	མི་	PART
རྟོག་པ་	རྟོག་པ་	VERB
ར་	ལ་	PART
སྒོམས་	སྒོམས་	VERB
ཤིག་པ་	ཤིག་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
དེ་ཉིད་	དེ་ཉིད་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ཏེ་	སྟེ་	PART
དུས་རྒྱུན་	དུས་རྒྱུན་	OTHER
དུ་	ལ་	PART
ལྷན་ཅིག་	ལྷན་ཅིག་	OTHER
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
བདེ་སྟོང་	བདེ་སྟོང་	NOUN
གི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ལ་	ལ་	ADP
གནས་པ་	གནས་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
ཤིག་པ་	ཤིག་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མཆོག་	མཆོག་	ADJ
ཏུ་	ལ་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
ལེའུ་	ལེའུ་	NOUN
བཤད་པ་	བཤད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ལ་	ལ་	ADP
ཕྱི་དོན་	ཕྱི་དོན་	OTHER
གྱི་	གི་	PART
མཚམས་	མཚམས་	NOUN
སྦྱོར་	སྦྱོར་	VERB
ནི་	ནི་	NO_POS
༑		PUNCT
ལྷ་མོ་	ལྷ་མོ་	NOUN
བཅོ་ལྔ་པོ་	བཅོ་ལྔ་པོ་	NO_POS
དེ་དག་	དེ་དག་	OTHER
གི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
རྟོགས་པ་	རྟོགས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
ལེའུ་	ལེའུ་	NOUN
བསྟན་	བསྟན་	VERB
ལ་	ལ་	ADP
།		PUNCT
ནང་དོན་	ནང་དོན་	OTHER
གྱི་	གི་	PART
མཚམས་	མཚམས་	NOUN
སྦྱོར་	སྦྱོར་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
གང་	གང་	NO_POS
གི་	གི་	PART
རྩ་	རྩ་	NUM
སུམ་ཅུ་རྩ་གཉིས་	སུམ་ཅུ་རྩ་གཉིས་	NO_POS
སུ་	སུ་	ADP
རླུང་	རླུང་	NOUN
དང་	དང་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
སེམས་	སེམས་	NOUN
གཡོ་	གཡོ་	VERB
ཞིང་	ཞིང་	SCONJ
རྒྱུ་བ་	རྒྱུ་བ་	VERB
ས་	གིས་	PART
དེ་	དེ་	DET
ས་	གིས་	PART
།		PUNCT
མཚན་མ་	མཚན་མ་	NOUN
དང་	དང་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
འི་	གི་	PART
ལེའུ་	ལེའུ་	NOUN
བསྟན་	བསྟན་	VERB
གསུང་	གསུང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
དག་པ་	དག་པ་	VERB
ཞེས་་	ཞེས་པ་	PART
འི་	གི་	PART
དོན་	དོན་	NOUN
ནི་	ནི་	NO_POS
གསུམ་	གསུམ་	NUM
སྟེ་	སྟེ་	PART
།		PUNCT
དེ་བཞིན་ཉིད་	དེ་བཞིན་ཉིད་	NOUN
ཀྱི་	གི་	PART
དག་པ་	དག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ལྷ་	ལྷ་	NOUN
སོ་སོ་	སོ་སོ་	PRON
འི་	གི་	PART
དག་པ་	དག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རང་རིག་པ་	རང་རིག་པ་	NO_POS
འི་	གི་	PART
དག་པ་	དག་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
ཀྱང་	ཀྱང་	PART
གནས་སྐབས་	གནས་སྐབས་	NOUN
རྣམ་པ་	རྣམ་པ་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
དག་པ་	དག་པ་	VERB
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
བཞག་	བཞག་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
དག་པ་	དག་པ་	VERB
གསུམ་	གསུམ་	NUM
དང་	དང་	NO_POS
།		PUNCT
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
ས་	གིས་	PART
ལམ་	གམ་	PART
ཉམས་	ཉམས་	NOUN
སུ་	སུ་	ADP
བླངས་པ་	བླངས་པ་	VERB
འི་	གི་	PART
དག་པ་	དག་པ་	VERB
གསུམ་	གསུམ་	NUM
དང་	དང་	NO_POS
།		PUNCT
མཐར་ཐུག་	མཐར་ཐུག་	NOUN
འབྲས་བུ་	འབྲས་བུ་	NOUN
འི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
འི་	གི་	PART
དག་པ་	དག་པ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
གསུམ་	གསུམ་	NUM
མོ་	མོ་	PRON
། །		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
དེ་བཞིན་ཉིད་	དེ་བཞིན་ཉིད་	NOUN
ཀྱི་	གི་	PART
དག་པ་	དག་པ་	VERB
ནི་	ནི་	NO_POS
སེམས་	སེམས་	NOUN
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
འོད་གསལ་བ་	འོད་གསལ་བ་	NO_POS
དེ་	དེ་	DET
གློ་བུ་	གློ་བུ་	OTHER
དུ་	ལ་	PART
དྲི་མ་	དྲི་མ་	NOUN
དང་	དང་	NO_POS
བཅའ་	བཅའ་	VERB
ཀྱང་	ཀྱང་	PART
༑		PUNCT
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
མཚན་མ་	མཚན་མ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
བརྟགས་པ་	བརྟགས་པ་	VERB
འི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
ས་	གིས་	PART
ན་	ན་	ADP
དེ་བཞིན་ཉིད་	དེ་བཞིན་ཉིད་	NOUN
ཅེས་པ་	ཅེས་པ་	PART
འོ་	གོ་	PART
"།

།"		PUNCT
རང་རིག་པ་	རང་རིག་པ་	NO_POS
འི་	གི་	PART
དག་པ་	དག་པ་	VERB
ནི་	ནི་	NO_POS
རང་	རང་	PRON
གི་	གི་	PART
སེམས་	སེམས་	NOUN
དེ་	དེ་	DET
བརྟག་	བརྟག་	VERB
ཅིང་	ཅིང་	PART
དཔྱད་	དཔྱད་	VERB
ན་	ན་	ADP
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
གང་	གང་	NO_POS
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
མ་	མ་	PART
བྱུང་	བྱུང་	VERB
།		PUNCT
བ་	བ་	NOUN
དུ་	ལ་	PART
གང་	གང་	NO_POS
དུ་	ལ་	PART
ཡང་	ཀྱང་	PART
མི་	མི་	PART
གནས་	གནས་	NOUN
།		PUNCT
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
གང་	གང་	NO_POS
དུའང་		NON_WORD
མི་	མི་	PART
འགག་	འགག་	VERB
ས་	གིས་	PART
ཏེ་	སྟེ་	PART
།		PUNCT
བཙལ་	བཙལ་	NO_POS
ན་	ན་	ADP
མི་	མི་	PART
རྙེད་པ་	རྙེད་པ་	VERB
ས་	གིས་	PART
རྟོག་པ་	རྟོག་པ་	VERB
འི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
ས་	གིས་	PART
སྟོང་པ་	སྟོང་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ལྷ་	ལྷ་	NOUN
སོ་སོ་	སོ་སོ་	PRON
འི་	གི་	PART
དག་པ་	དག་པ་	VERB
ནི་	ནི་	NO_POS
གདོད་མ་	གདོད་མ་	OTHER
ན་	ནས་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
ལྷ་	ལྷ་	NOUN
འི་	གི་	PART
སྐུ་མདོག་	སྐུ་མདོག་	NOUN
ཕྱག་མཚན་	ཕྱག་མཚན་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
རང་བཞིན་	རང་བཞིན་	NOUN
