form	lemma	POS	morph
སྙོམས་པ་		
འཇུག་	འཇུག་	VERB
ཡང་	ཀྱང་	PART
ཇི་སྐད་	ཇི་སྐད་	NO_POS
དུ་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
སྟེ་	སྟེ་	PART
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
		
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
།		PUNCT
		
དཀར་མོ་	དཀར་མོ་	ADJ
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
།		PUNCT
		
ལྟ་བུ་	ལྟ་བུ་	NOUN
།		PUNCT
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
དུ་	ལ་	PART
སྤྲུལ་	སྤྲུལ་	VERB
ལ་	ལ་	ADP
།		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
ཏོ་	གོ་	PART
།།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
།		PUNCT
གྲུབ་པ་	གྲུབ་པ་	VERB
སྟེ་	སྟེ་	PART
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
།		PUNCT
གྲུབ་པ་	གྲུབ་པ་	VERB
རྫོགས་པ་	རྫོགས་པ་	VERB
འོ་	གོ་	PART
།།		PUNCT
ཇི་ལྟ་		
དོན་	དོན་	NOUN
བྱེད་	བྱེད་	VERB
ན་	ན་	ADP
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ས་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྒྱུར་བ་	བསྒྱུར་བ་	VERB
ས་	གིས་	PART
ཤེ་ན་	ཅེ་ན་	PART
།		PUNCT
རྣམ་ཤེས་	རྣམ་ཤེས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
རང་	རང་	PRON
རྣམས་	རྣམས་	DET
དང་	དང་	NO_POS
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལྔ་	ལྔ་	NUM
།		PUNCT
ཀྱི་	གི་	PART
གཟུགས་ཅན་	གཟུགས་ཅན་	ADJ
སྟེ་	སྟེ་	PART
།		PUNCT
ཀུན་གཞི་	ཀུན་གཞི་	NOUN
མེ་ལོང་	མེ་ལོང་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
།		PUNCT
དང་	དང་	NO_POS
།		PUNCT
ཉོན་	ཉོན་	VERB
མཉམ་ཉིད་	མཉམ་ཉིད་	NOUN
།		PUNCT
མོངས་པ་	མོངས་པ་	VERB
ཅན་	ཅན་	PART
དང་	དང་	NO_POS
།		PUNCT
ཡིད་	ཡིད་	NOUN
སོ་	སོ་	PART
ར་	ལ་	PART
རྟོག་	རྟོག་	VERB
དང་	དང་	NO_POS
།		PUNCT
མིག་	མིག་	NOUN
བྱ་བ་	བྱ་བ་	VERB
ནན་ཏན་	ནན་ཏན་	NOUN
།		PUNCT
དང་	དང་	NO_POS
།		PUNCT
རྣ་བ་	རྣ་བ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སྣ་	སྣ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལྕེ་	ལྕེ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
གྱུར་པ་	གྱུར་པ་	VERB
ནི་	ནི་	NO_POS
རང་	རང་	PRON
གི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
གྱུར་པ་	གྱུར་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
		
དེ་ཡང་	དེ་ཡང་	ADV
།		PUNCT
		
དངོས་པོ་	དངོས་པོ་	NOUN
ལམ་	གམ་	PART
གྱི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	སུ་	ADP
།		PUNCT
བདག་མེད་པ་	བདག་མེད་པ་	ADJ
འི་	གི་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
གྱི་	གི་	PART
བསྒོམ་པ་	བསྒོམ་པ་	VERB
ས་	གིས་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
།		PUNCT
མེ་ལོང་	མེ་ལོང་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བྱ་བ་	བྱ་བ་	VERB
ནན་ཏན་	ནན་ཏན་	NOUN
གྱི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
ལ་	ལ་	ADP
ཚོགས་	ཚོགས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
གནས་	གནས་	NOUN
ན་	ནས་	PART
ཟློག་པ་	ཟློག་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
ཏོ་	གོ་	PART
། །		PUNCT
གང་	གང་	NO_POS
གི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རང་	རང་	PRON
གི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ས་	གིས་	PART
བརྒྱད་	བརྒྱད་	NUM
།		PUNCT
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྒྱུར་བ་	བསྒྱུར་བ་	VERB
ས་	གིས་	PART
		
ལྔ་	ལྔ་	NUM
།		PUNCT
		
དེ་ཡང་	དེ་ཡང་	ADV
།		PUNCT
བུད་མེད་	བུད་མེད་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
༑		PUNCT
གྱི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
རྙེད་པ་	རྙེད་པ་	VERB
བུད་མེད་	བུད་མེད་	NOUN
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
བདེ་	བདེ་	VERB
མངོན་དུ་	མངོན་དུ་	NO_POS
།		PUNCT
སྤྲོས་པ་	སྤྲོས་པ་	VERB
ས་	གིས་	PART
༑		PUNCT
སྤྲུལ་སྐུ་	སྤྲུལ་སྐུ་	NOUN
།		PUNCT
བུད་མེད་	བུད་མེད་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལྔ་	ལྔ་	NUM
ར་	ལ་	PART
།		PUNCT
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
།		PUNCT
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
༑ ༑		PUNCT
རྣམ་སྣང་	རྣམ་སྣང་	PROPN
སོགས་	སོགས་	DET
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
ནི་	ནི་	NO_POS
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
སྟེ་	སྟེ་	PART
རྣམ་སྣང་	རྣམ་སྣང་	PROPN
དཀར་པོ་	དཀར་པོ་	ADJ
སོགས་	སོགས་	DET
།		PUNCT
ཁ་དོག་	ཁ་དོག་	NOUN
དང་	དང་	NO_POS
དབྱིབས་	དབྱིབས་	NOUN
སྣ་ཚོགས་པ་	སྣ་ཚོགས་པ་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ལྷ་མོ་	ལྷ་མོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
གཟུགས་ཅན་	གཟུགས་ཅན་	ADJ
དུ་	ལ་	PART
སྤྲུལ་	སྤྲུལ་	VERB
ལོ་	ལོ་	NOUN
།		PUNCT
ནོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
འདི་	འདི་	DET
བཟུང་	བཟུང་	NO_POS
ན་	ནས་	PART
བློ་	བློ་	NOUN
ལ་	ལ་	ADP
བཞག་པ་	བཞག་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
འདི་སྐད་	འདི་སྐད་	NO_POS
བཀའ་	བཀའ་	NOUN
བསྩལ་པ་	བསྩལ་པ་	NO_POS
།		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
བཙུན་མོ་	བཙུན་མོ་	NOUN
འི་	གི་	PART
འཁོར་	འཁོར་	NOUN
གྱི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
སོན་པ་	སོན་པ་	VERB
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་	བཅུ་	NUM
འི་	གི་	PART
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
གང་	གང་	NO_POS
ཞིང་	ཞིང་	SCONJ
།		PUNCT
འགྲོ་བ་	འགྲོ་བ་	VERB
འདི་	འདི་	DET
འི་	གི་	PART
དེ་	དེ་	DET
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་	བྱ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
ཏོ་	གོ་	PART
། །		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
དང་	དང་	NO_POS
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
ཀྱི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
གྲགས་པ་	གྲགས་པ་	VERB
མི་	མི་	PART
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
གསལ་	གསལ་	VERB
པར་མ་	པར་མ་	OTHER
གྲགས་པ་	གྲགས་པ་	VERB
།		PUNCT
སྐད་	སྐད་	NOUN
ཀྱིས་	གིས་	PART
ཕལ་པ་	ཕལ་པ་	NOUN
ས་	གིས་	PART
པདྨ་	པདྨ་	NOUN
ཅན་	ཅན་	PART
དུ་	ལ་	PART
བརྗོད་	བརྗོད་	VERB
༑		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
བརྡ་	བརྡ་	NOUN
ར་	ལ་	PART
བྱས་པ་	བྱས་པ་	VERB
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཌཱ་ཀི་	ཌཱ་ཀི་	NOUN
ནི་	ནི་	NO_POS
ཞེས་་	ཞེས་པ་	PART
འོ་	གོ་	PART
། །		PUNCT
དོན་	དོན་	NOUN
ཏོ་	གོ་	PART
། །		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་ལ་	མ་ལ་	INTJ
སོགས་པ་	སོགས་པ་	DET
འདི་	འདི་	DET
ནི་	ནི་	NO_POS
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
ན་	ནས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
གང་	གང་	NO_POS
གི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
བུད་མེད་	བུད་མེད་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ནི་	ནི་	NO_POS
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ཀྱི་	གི་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ལྷ་མོ་	ལྷ་མོ་	NOUN
འོ་	གོ་	PART
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
།		PUNCT
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
ཀུན་གཞི་	ཀུན་གཞི་	NOUN
འི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
རྣམ་པ་	རྣམ་པ་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
ན་	ནས་	PART
ནི་	ནི་	NO_POS
འཁོར་བ་	འཁོར་བ་	NOUN
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ལ་	ལ་	ADP
།		PUNCT
ཟློག་པ་	ཟློག་པ་	VERB
འི་	གི་	PART
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
ཀྱི་	གི་	PART
མེ་ལོང་	མེ་ལོང་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སོ་སོ་	སོ་སོ་	PRON
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བྱ་བ་	བྱ་བ་	VERB
ནན་ཏན་	ནན་ཏན་	NOUN
གྱི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
གྱིས་	གིས་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
མེ་ལོང་	མེ་ལོང་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ནི་	ནི་	NO_POS
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
གོང་	གོང་	NOUN
དུ་	ལ་	PART
རང་	རང་	PRON
གི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྒྱུར་བ་	བསྒྱུར་བ་	VERB
ས་	གིས་	PART
རྣམ་ཤེས་	རྣམ་ཤེས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལྔ་	ལྔ་	NUM
ར་	ལ་	PART
ལྔ་	ལྔ་	NUM
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ནི་	ནི་	NO_POS
དྲྭ་བ་	དྲྭ་བ་	NON_WORD
དང་	དང་	NO_POS
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
ས་	གིས་	PART
དོན་	དོན་	NOUN
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
རང་	རང་	PRON
གི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
སྟེ་	སྟེ་	PART
།		PUNCT
བུད་མེད་	བུད་མེད་	NOUN
།		PUNCT
དེ་	དེ་	DET
ལ་	ལ་	ADP
འདི་	འདི་	DET
ར་	ལ་	PART
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
དང་	དང་	NO_POS
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
ཡང་ཐ་	ཡང་ཐ་	NO_POS
མི་	མི་	PART
དད་	དད་	VERB
དེ་	དེ་	DET
གཅིག་པ་	གཅིག་པ་	ADJ
འི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
རྣམ་ཤེས་	རྣམ་ཤེས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
བཞི་	བཞི་	NUM
ར་	ལ་	PART
གནས་འགྱུ་	གནས་འགྱུ་	NO_POS
ར་པ་	ར་པ་	PART
ར་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ས་	གིས་	PART
ཟློས་སྐྱོན་	ཟློས་སྐྱོན་	NO_POS
མེད་	མེད་	VERB
དམ་	དམ་	PART
བརྟག་	བརྟག་	VERB
གོ་	གོ་	VERB
།		PUNCT
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
ས་	གིས་	PART
ནམ་མཁ་	ནམ་མཁའ་	NOUN
ར་	ལ་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
བྱ་བ་	བྱ་བ་	VERB
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
གཟུགས་	གཟུགས་	NOUN
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
སུ་	སུ་	ADP
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
འདི་	འདི་	DET
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ར་	ལ་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
འོ་	གོ་	PART
"།

།"		PUNCT
		
ཡང་ན་	ཡང་ན་	NO_POS
ཀླ་ཀློ་	ཀླ་ཀློ་	NO_POS
འི་	གི་	PART
སྐད་	སྐད་	NOUN
ཀྱི་	གི་	PART
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	NOUN
བཞག་པ་	བཞག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དེ་	དེ་	DET
འབའ་ཞིག་	འབའ་ཞིག་	NO_POS
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
འགྲོ་བ་	འགྲོ་བ་	VERB
ཡིན༷་		NON_WORD
དུ་	ལ་	PART
བདེ་	བདེ་	VERB
།		PUNCT
		
ཀླ་ཀློ་	ཀླ་ཀློ་	NO_POS
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
གསུང་པ་	གསུང་པ་	VERB
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
ལན་	ལན་	NOUN
དུའང་		NON_WORD
འགྲོ་	འགྲོ་	VERB
༑		PUNCT
ཀླ་ཀློ་	ཀླ་ཀློ་	NO_POS
ས་	གིས་	PART
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
ནམ་མཁ་	ནམ་མཁའ་	NOUN
ར་	ལ་	PART
འགྲོ་བ་	འགྲོ་བ་	VERB
འབའ་ཞིག་	འབའ་ཞིག་	NO_POS
གི་	གི་	PART
དབང་	དབང་	NOUN
དུ་	ལ་	PART
།		PUNCT
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	NOUN
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
ཡིན་	ཡིན་	NO_POS
ཏེ་	སྟེ་	PART
།		PUNCT
འདི་སྐད་	འདི་སྐད་	NO_POS
དུ་	ལ་	PART
།		PUNCT
ནམ་མཁའ་	ནམ་མཁའ་	NOUN
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
སྤྱོད་	སྤྱོད་	VERB
གྲུབ་པ་	གྲུབ་པ་	VERB
། །		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
ཞེ་	ཅེས་	PART
རབ་ཏུ་	རབ་ཏུ་	NO_POS
གྲག་	གྲག་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
བཤད་	བཤད་	VERB
དོ་	གོ་	PART
། །		PUNCT
མཛད་པ་	མཛད་པ་	VERB
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
༑		PUNCT
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་	བཅུ་	NUM
འོ་	གོ་	PART
། །		PUNCT
རྣམ་སྣང་	རྣམ་སྣང་	PROPN
སོགས་	སོགས་	DET
།		PUNCT
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
དང་	དང་	NO_POS
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
ནི་	ནི་	NO_POS
སྤྱན་	སྤྱན་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
།		PUNCT
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
